"Pathway"	"Z-score"
"Viral carcinogenesis"	"1.322"
"Apoptosis"	"1.284"
"Citrate cycle (TCA cycle)"	"1.265"
"Peroxisome"	"1.253"
"Pentose phosphate pathway"	"1.251"
"Circadian rhythm"	"1.25"
"Retrograde endocannabinoid signaling"	"1.233"
"TGF-beta signaling pathway"	"1.232"
"Insulin secretion"	"1.231"
"MicroRNAs in cancer"	"1.183"
"Salmonella infection"	"1.182"
"Autophagy - other"	"1.163"
"Fructose and mannose metabolism"	"1.163"
"Hippo signaling pathway"	"1.163"
"Morphine addiction"	"1.118"
"Rheumatoid arthritis"	"1.117"
"Salivary secretion"	"1.114"
"Th1 and Th2 cell differentiation"	"1.11"
"Pancreatic secretion"	"1.028"
"Aldosterone-regulated sodium reabsorption"	"0.985"
"Glycerophospholipid metabolism"	"0.974"
"Choline metabolism in cancer"	"0.969"
"T cell receptor signaling pathway"	"0.952"
"Pyruvate metabolism"	"0.932"
"Influenza A"	"0.927"
"Glycine, serine and threonine metabolism"	"0.922"
"Toll-like receptor signaling pathway"	"0.903"
"Th17 cell differentiation"	"0.881"
"Fat digestion and absorption"	"0.857"
"TNF signaling pathway"	"0.852"
"Alcoholism"	"0.837"
"Vasopressin-regulated water reabsorption"	"0.818"
"Carbohydrate digestion and absorption"	"0.8"
"Serotonergic synapse"	"0.795"
"Fatty acid degradation"	"0.781"
"Glutamatergic synapse"	"0.777"
"Intestinal immune network for IgA production"	"0.741"
"Sphingolipid metabolism"	"0.739"
"Cholesterol metabolism"	"0.678"
"Lysosome"	"0.628"
"Glutathione metabolism"	"0.602"
"Pathogenic Escherichia coli infection"	"0.571"
"Staphylococcus aureus infection"	"0.554"
"Glycerolipid metabolism"	"0.448"
"Parkinson's disease"	"0.445"
"Inflammatory bowel disease (IBD)"	"0.43"
"Cell adhesion molecules (CAMs)"	"0.422"
"Acute myeloid leukemia"	"0.39"
"Long-term potentiation"	"0.387"
"Amphetamine addiction"	"0.367"
"RIG-I-like receptor signaling pathway"	"0.332"
"B cell receptor signaling pathway"	"0.318"
"Bile secretion"	"0.303"
"Adherens junction"	"0.283"
"Necroptosis"	"0.254"
"Protein processing in endoplasmic reticulum"	"0.203"
"NOD-like receptor signaling pathway"	"0.195"
"Purine metabolism"	"0.166"
"Gap junction"	"0.092"
"Chemokine signaling pathway"	"0.077"
"NF-kappa B signaling pathway"	"0.046"
"IL-17 signaling pathway"	"0.031"
"Huntington's disease"	"0.011"
"Hematopoietic cell lineage"	"0.002"
"D-Arginine and D-ornithine metabolism"	"-0.102"
"Biotin metabolism"	"-0.173"
"Lipoic acid metabolism"	"-0.182"
"Valine, leucine and isoleucine biosynthesis"	"-0.202"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.224"
"D-Glutamine and D-glutamate metabolism"	"-0.226"
"Caffeine metabolism"	"-0.235"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.235"
"Phosphonate and phosphinate metabolism"	"-0.246"
"Vitamin B6 metabolism"	"-0.254"
"Sulfur relay system"	"-0.293"
"Riboflavin metabolism"	"-0.304"
"Measles"	"-0.313"
"Sulfur metabolism"	"-0.327"
"Synthesis and degradation of ketone bodies"	"-0.327"
"Endocytosis"	"-0.335"
"Taurine and hypotaurine metabolism"	"-0.338"
"Non-homologous end-joining"	"-0.374"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.388"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.407"
"Wnt signaling pathway"	"-0.408"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.409"
"Other glycan degradation"	"-0.413"
"Primary bile acid biosynthesis"	"-0.424"
"Ascorbate and aldarate metabolism"	"-0.425"
"Nitrogen metabolism"	"-0.425"
"Selenocompound metabolism"	"-0.426"
"Phenylalanine metabolism"	"-0.431"
"Glycosaminoglycan degradation"	"-0.446"
"One carbon pool by folate"	"-0.447"
"Pantothenate and CoA biosynthesis"	"-0.448"
"Steroid biosynthesis"	"-0.451"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.466"
"Cytokine-cytokine receptor interaction"	"-0.479"
"Protein export"	"-0.487"
"Vitamin digestion and absorption"	"-0.491"
"Proximal tubule bicarbonate reclamation"	"-0.492"
"Other types of O-glycan biosynthesis"	"-0.493"
"Pentose and glucuronate interconversions"	"-0.495"
"Histidine metabolism"	"-0.498"
"Mismatch repair"	"-0.499"
"Renin-angiotensin system"	"-0.499"
"alpha-Linolenic acid metabolism"	"-0.503"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.503"
"Mannose type O-glycan biosynthesis"	"-0.503"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.525"
"Glyoxylate and dicarboxylate metabolism"	"-0.527"
"Fatty acid elongation"	"-0.528"
"Folate biosynthesis"	"-0.528"
"Maturity onset diabetes of the young"	"-0.533"
"Phototransduction"	"-0.535"
"Collecting duct acid secretion"	"-0.538"
"Butanoate metabolism"	"-0.541"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.544"
"Nicotinate and nicotinamide metabolism"	"-0.548"
"Linoleic acid metabolism"	"-0.55"
"RNA polymerase"	"-0.563"
"Asthma"	"-0.564"
"RNA transport"	"-0.565"
"Mucin type O-glycan biosynthesis"	"-0.566"
"beta-Alanine metabolism"	"-0.572"
"Propanoate metabolism"	"-0.572"
"Porphyrin and chlorophyll metabolism"	"-0.578"
"African trypanosomiasis"	"-0.588"
"Apoptosis - multiple species"	"-0.593"
"Base excision repair"	"-0.598"
"SNARE interactions in vesicular transport"	"-0.61"
"Alanine, aspartate and glutamate metabolism"	"-0.614"
"Tyrosine metabolism"	"-0.615"
"Primary immunodeficiency"	"-0.617"
"DNA replication"	"-0.621"
"Allograft rejection"	"-0.625"
"Nicotine addiction"	"-0.639"
"Tryptophan metabolism"	"-0.639"
"Homologous recombination"	"-0.655"
"Graft-versus-host disease"	"-0.656"
"Aminoacyl-tRNA biosynthesis"	"-0.672"
"ABC transporters"	"-0.674"
"Type I diabetes mellitus"	"-0.678"
"Hedgehog signaling pathway"	"-0.689"
"Cysteine and methionine metabolism"	"-0.691"
"Valine, leucine and isoleucine degradation"	"-0.699"
"Proteasome"	"-0.701"
"Type II diabetes mellitus"	"-0.704"
"Basal transcription factors"	"-0.706"
"Ether lipid metabolism"	"-0.706"
"Amino sugar and nucleotide sugar metabolism"	"-0.708"
"Steroid hormone biosynthesis"	"-0.71"
"Nucleotide excision repair"	"-0.713"
"N-Glycan biosynthesis"	"-0.716"
"Cocaine addiction"	"-0.72"
"Autoimmune thyroid disease"	"-0.735"
"Mineral absorption"	"-0.735"
"Fanconi anemia pathway"	"-0.752"
"Retinol metabolism"	"-0.752"
"Legionellosis"	"-0.765"
"Lysine degradation"	"-0.789"
"Drug metabolism - cytochrome P450"	"-0.797"
"Cytosolic DNA-sensing pathway"	"-0.801"
"Synaptic vesicle cycle"	"-0.818"
"Metabolism of xenobiotics by cytochrome P450"	"-0.823"
"Renin secretion"	"-0.838"
"Drug metabolism - other enzymes"	"-0.854"
"Chemical carcinogenesis"	"-0.88"
"Inositol phosphate metabolism"	"-0.889"
"Antigen processing and presentation"	"-0.908"
"Ribosome biogenesis in eukaryotes"	"-0.917"
"Taste transduction"	"-0.928"
"mRNA surveillance pathway"	"-0.984"
"Pyrimidine metabolism"	"-1.013"
"Phosphatidylinositol signaling system"	"-1.029"
"Natural killer cell mediated cytotoxicity"	"-1.17"
"Systemic lupus erythematosus"	"-1.18"
"Ribosome"	"-1.187"
"Spliceosome"	"-1.189"
"Ubiquitin mediated proteolysis"	"-1.218"
"Herpes simplex infection"	"-1.398"
"Olfactory transduction"	"-1.629"
