"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa00650"	"Butanoate metabolism"	"9.853"	"77"	"26.322"	"5.143"
"hsa04530"	"Tight junction"	"9.813"	"1007"	"759.658"	"25.206"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"9.743"	"153"	"73.254"	"8.185"
"hsa04979"	"Cholesterol metabolism"	"9.62"	"171"	"83.684"	"9.077"
"hsa04975"	"Fat digestion and absorption"	"9.502"	"83"	"30.696"	"5.505"
"hsa05012"	"Parkinson's disease"	"9.421"	"551"	"379.037"	"18.253"
"hsa00240"	"Pyrimidine metabolism"	"9.405"	"507"	"346.114"	"17.106"
"hsa00561"	"Glycerolipid metabolism"	"9.383"	"142"	"67.564"	"7.933"
"hsa05134"	"Legionellosis"	"9.268"	"646"	"462.756"	"19.771"
"hsa04146"	"Peroxisome"	"9.256"	"184"	"99.138"	"9.169"
"hsa04966"	"Collecting duct acid secretion"	"9.232"	"211"	"116.417"	"10.245"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"9.227"	"1143"	"887.754"	"27.662"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"8.886"	"36"	"9.806"	"2.948"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"8.812"	"72"	"27.681"	"5.029"
"hsa05020"	"Prion diseases"	"8.786"	"296"	"184.501"	"12.691"
"hsa00983"	"Drug metabolism - other enzymes"	"8.712"	"179"	"95.642"	"9.569"
"hsa00670"	"One carbon pool by folate"	"8.624"	"99"	"43.851"	"6.395"
"hsa04213"	"Longevity regulating pathway - multiple species"	"8.458"	"611"	"448.316"	"19.234"
"hsa00531"	"Glycosaminoglycan degradation"	"8.423"	"23"	"4.402"	"2.208"
"hsa00310"	"Lysine degradation"	"8.286"	"209"	"121.392"	"10.573"
"hsa00340"	"Histidine metabolism"	"8.068"	"102"	"50.898"	"6.334"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"8.036"	"36"	"9.959"	"3.24"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"8.027"	"31"	"7.807"	"2.889"
"hsa04612"	"Antigen processing and presentation"	"7.836"	"597"	"444.202"	"19.499"
"hsa00350"	"Tyrosine metabolism"	"7.766"	"68"	"27.769"	"5.181"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"7.689"	"865"	"674.595"	"24.763"
"hsa00360"	"Phenylalanine metabolism"	"7.615"	"61"	"24.394"	"4.807"
"hsa03018"	"RNA degradation"	"7.558"	"517"	"377.843"	"18.411"
"hsa04931"	"Insulin resistance"	"7.462"	"489"	"356.625"	"17.739"
"hsa00410"	"beta-Alanine metabolism"	"7.379"	"118"	"63.616"	"7.37"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"7.303"	"32"	"9.578"	"3.07"
"hsa05169"	"Epstein-Barr virus infection"	"7.147"	"1757"	"1478.732"	"38.936"
"hsa04114"	"Oocyte meiosis"	"7.001"	"769"	"605.621"	"23.337"
"hsa00220"	"Arginine biosynthesis"	"6.977"	"86"	"42.517"	"6.232"
"hsa04217"	"Necroptosis"	"6.703"	"786"	"623.751"	"24.204"
"hsa04150"	"mTOR signaling pathway"	"6.462"	"632"	"494.8"	"21.231"
"hsa04930"	"Type II diabetes mellitus"	"6.333"	"264"	"182.488"	"12.871"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"6.319"	"262"	"180.941"	"12.828"
"hsa04721"	"Synaptic vesicle cycle"	"6.28"	"350"	"254.715"	"15.173"
"hsa00040"	"Pentose and glucuronate interconversions"	"6.27"	"64"	"30.139"	"5.4"
"hsa04152"	"AMPK signaling pathway"	"6.24"	"636"	"502.719"	"21.361"
"hsa04921"	"Oxytocin signaling pathway"	"6.015"	"645"	"516.557"	"21.353"
"hsa05205"	"Proteoglycans in cancer"	"5.875"	"977"	"818.314"	"27.012"
"hsa00053"	"Ascorbate and aldarate metabolism"	"5.872"	"80"	"42.617"	"6.366"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"5.846"	"461"	"358.878"	"17.469"
"hsa04218"	"Cellular senescence"	"5.791"	"916"	"764.639"	"26.139"
"hsa00061"	"Fatty acid biosynthesis"	"5.641"	"60"	"30.395"	"5.248"
"hsa04977"	"Vitamin digestion and absorption"	"5.452"	"27"	"10.149"	"3.091"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"5.31"	"505"	"403.071"	"19.196"
"hsa05010"	"Alzheimer's disease"	"5.298"	"512"	"407.821"	"19.662"
"hsa04211"	"Longevity regulating pathway"	"5.253"	"413"	"324.515"	"16.844"
"hsa04022"	"cGMP-PKG signaling pathway"	"5.237"	"601"	"491.619"	"20.887"
"hsa00140"	"Steroid hormone biosynthesis"	"5.223"	"94"	"55.393"	"7.392"
"hsa04512"	"ECM-receptor interaction"	"5.169"	"144"	"93.716"	"9.728"
"hsa05145"	"Toxoplasmosis"	"4.949"	"672"	"560.762"	"22.476"
"hsa05164"	"Influenza A"	"4.742"	"966"	"833.484"	"27.946"
"hsa04915"	"Estrogen signaling pathway"	"4.503"	"905"	"785.821"	"26.466"
"hsa04210"	"Apoptosis"	"4.453"	"742"	"635.937"	"23.818"
"hsa05204"	"Chemical carcinogenesis"	"4.445"	"112"	"73.546"	"8.652"
"hsa00450"	"Selenocompound metabolism"	"4.437"	"31"	"14.446"	"3.731"
"hsa05016"	"Huntington's disease"	"4.264"	"782"	"676.544"	"24.731"
"hsa04714"	"Thermogenesis"	"4.238"	"599"	"510.674"	"20.841"
"hsa04918"	"Thyroid hormone synthesis"	"4.189"	"218"	"166.751"	"12.233"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"4.164"	"21"	"9.164"	"2.842"
"hsa00564"	"Glycerophospholipid metabolism"	"4.163"	"85"	"54.444"	"7.341"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"4.109"	"572"	"486.023"	"20.926"
"hsa05100"	"Bacterial invasion of epithelial cells"	"4.098"	"439"	"364.777"	"18.111"
"hsa04720"	"Long-term potentiation"	"4.095"	"373"	"304.151"	"16.815"
"hsa00730"	"Thiamine metabolism"	"4.057"	"27"	"12.736"	"3.516"
"hsa05323"	"Rheumatoid arthritis"	"3.991"	"301"	"241.986"	"14.785"
"hsa04917"	"Prolactin signaling pathway"	"3.898"	"385"	"319.967"	"16.682"
"hsa04140"	"Autophagy - animal"	"3.862"	"503"	"425.471"	"20.073"
"hsa04270"	"Vascular smooth muscle contraction"	"3.776"	"397"	"331.734"	"17.284"
"hsa04151"	"PI3K-Akt signaling pathway"	"3.67"	"1312"	"1196.437"	"31.491"
"hsa03320"	"PPAR signaling pathway"	"3.667"	"287"	"232.64"	"14.823"
"hsa05144"	"Malaria"	"3.619"	"96"	"67.785"	"7.797"
"hsa03020"	"RNA polymerase"	"3.501"	"266"	"217.44"	"13.871"
"hsa02010"	"ABC transporters"	"3.482"	"42"	"24.872"	"4.919"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"3.415"	"255"	"209.168"	"13.42"
"hsa05132"	"Salmonella infection"	"3.362"	"436"	"374.789"	"18.209"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"3.235"	"166"	"129.848"	"11.177"
"hsa05031"	"Amphetamine addiction"	"3.223"	"330"	"279.055"	"15.805"
"hsa05034"	"Alcoholism"	"3.175"	"999"	"909.871"	"28.074"
"hsa00790"	"Folate biosynthesis"	"3.144"	"44"	"27.744"	"5.17"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"3.141"	"204"	"164.052"	"12.716"
"hsa04913"	"Ovarian steroidogenesis"	"3.07"	"99"	"74.288"	"8.049"
"hsa04216"	"Ferroptosis"	"3.06"	"150"	"118.517"	"10.29"
"hsa05131"	"Shigellosis"	"3.006"	"407"	"353.216"	"17.891"
"hsa03013"	"RNA transport"	"3.004"	"1047"	"955.003"	"30.627"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"2.951"	"452"	"394.544"	"19.473"
"hsa05322"	"Systemic lupus erythematosus"	"2.951"	"660"	"593.78"	"22.438"
"hsa04611"	"Platelet activation"	"2.944"	"471"	"413.215"	"19.626"
"hsa04010"	"MAPK signaling pathway"	"2.936"	"1168"	"1079.432"	"30.171"
"hsa04370"	"VEGF signaling pathway"	"2.923"	"286"	"242.506"	"14.882"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"2.887"	"235"	"196.285"	"13.41"
"hsa04621"	"NOD-like receptor signaling pathway"	"2.887"	"611"	"545.172"	"22.799"
"hsa04340"	"Hedgehog signaling pathway"	"2.862"	"251"	"209.98"	"14.331"
"hsa04976"	"Bile secretion"	"2.705"	"115"	"90.084"	"9.212"
"hsa04920"	"Adipocytokine signaling pathway"	"2.675"	"260"	"223.666"	"13.582"
"hsa04912"	"GnRH signaling pathway"	"2.667"	"417"	"367.227"	"18.659"
"hsa00120"	"Primary bile acid biosynthesis"	"2.662"	"30"	"18.62"	"4.275"
"hsa04973"	"Carbohydrate digestion and absorption"	"2.65"	"106"	"82.865"	"8.73"
"hsa04144"	"Endocytosis"	"2.642"	"1038"	"961.653"	"28.893"
"hsa00830"	"Retinol metabolism"	"2.615"	"73"	"54.599"	"7.037"
"hsa04710"	"Circadian rhythm"	"2.552"	"174"	"145.493"	"11.17"
"hsa04970"	"Salivary secretion"	"2.496"	"198"	"167.913"	"12.056"
"hsa05203"	"Viral carcinogenesis"	"2.487"	"1272"	"1189.476"	"33.185"
"hsa00511"	"Other glycan degradation"	"2.462"	"12"	"5.87"	"2.49"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"2.455"	"85"	"65.11"	"8.103"
"hsa05146"	"Amoebiasis"	"2.415"	"298"	"260.946"	"15.344"
"hsa00562"	"Inositol phosphate metabolism"	"2.302"	"110"	"88.954"	"9.141"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"2.276"	"152"	"128.695"	"10.239"
"hsa05162"	"Measles"	"2.245"	"660"	"609.047"	"22.699"
"hsa04142"	"Lysosome"	"2.239"	"187"	"160.161"	"11.989"
"hsa04728"	"Dopaminergic synapse"	"2.228"	"558"	"510.13"	"21.49"
"hsa05152"	"Tuberculosis"	"2.146"	"556"	"511.015"	"20.962"
"hsa05166"	"HTLV-I infection"	"2.107"	"1023"	"961.079"	"29.391"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"2.073"	"372"	"334.062"	"18.304"
"hsa04657"	"IL-17 signaling pathway"	"2.068"	"448"	"409.635"	"18.554"
"hsa04260"	"Cardiac muscle contraction"	"1.984"	"133"	"113.228"	"9.968"
"hsa04625"	"C-type lectin receptor signaling pathway"	"1.979"	"443"	"404.078"	"19.663"
"hsa00062"	"Fatty acid elongation"	"1.961"	"35"	"25.057"	"5.07"
"hsa04068"	"FoxO signaling pathway"	"1.875"	"657"	"612.596"	"23.686"
"hsa04722"	"Neurotrophin signaling pathway"	"1.847"	"618"	"575.304"	"23.121"
"hsa05215"	"Prostate cancer"	"1.815"	"554"	"515.828"	"21.029"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"1.806"	"343"	"313.109"	"16.55"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"1.795"	"219"	"195.992"	"12.821"
"hsa04911"	"Insulin secretion"	"1.755"	"203"	"180.383"	"12.885"
"hsa04974"	"Protein digestion and absorption"	"1.736"	"61"	"48.649"	"7.116"
"hsa00565"	"Ether lipid metabolism"	"1.686"	"24"	"17.22"	"4.022"
"hsa04664"	"Fc epsilon RI signaling pathway"	"1.615"	"290"	"264.483"	"15.801"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"1.584"	"225"	"204.169"	"13.15"
"hsa04924"	"Renin secretion"	"1.556"	"209"	"189.177"	"12.742"
"hsa03450"	"Non-homologous end-joining"	"1.544"	"49"	"39.308"	"6.279"
"hsa00100"	"Steroid biosynthesis"	"1.474"	"33"	"25.69"	"4.959"
"hsa04723"	"Retrograde endocannabinoid signaling"	"1.443"	"356"	"331.315"	"17.103"
"hsa04115"	"p53 signaling pathway"	"1.424"	"250"	"229.568"	"14.345"
"hsa04136"	"Autophagy - other"	"1.387"	"134"	"119.283"	"10.61"
"hsa04390"	"Hippo signaling pathway"	"1.375"	"664"	"630.997"	"24.008"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"1.356"	"421"	"394.841"	"19.295"
"hsa04730"	"Long-term depression"	"1.341"	"229"	"210.75"	"13.606"
"hsa00750"	"Vitamin B6 metabolism"	"1.299"	"7"	"4.414"	"1.99"
"hsa04659"	"Th17 cell differentiation"	"1.222"	"448"	"424.677"	"19.09"
"hsa00785"	"Lipoic acid metabolism"	"1.162"	"4"	"2.263"	"1.495"
"hsa00232"	"Caffeine metabolism"	"1.1"	"4"	"2.323"	"1.524"
"hsa04810"	"Regulation of actin cytoskeleton"	"1.039"	"690"	"665.308"	"23.772"
"hsa00910"	"Nitrogen metabolism"	"1.028"	"13"	"9.907"	"3.01"
"hsa05140"	"Leishmaniasis"	"0.997"	"257"	"242.292"	"14.756"
"hsa04380"	"Osteoclast differentiation"	"0.989"	"449"	"429.233"	"19.99"
"hsa04972"	"Pancreatic secretion"	"0.933"	"147"	"136.535"	"11.218"
"hsa04919"	"Thyroid hormone signaling pathway"	"0.925"	"599"	"577.964"	"22.733"
"hsa04510"	"Focal adhesion"	"0.893"	"683"	"661.289"	"24.319"
"hsa00740"	"Riboflavin metabolism"	"0.812"	"4"	"2.641"	"1.674"
"hsa04950"	"Maturity onset diabetes of the young"	"0.76"	"97"	"90.351"	"8.75"
"hsa05133"	"Pertussis"	"0.739"	"312"	"299.842"	"16.455"
"hsa00510"	"N-Glycan biosynthesis"	"0.731"	"47"	"42.432"	"6.253"
"hsa04670"	"Leukocyte transendothelial migration"	"0.723"	"351"	"338.25"	"17.63"
"hsa04071"	"Sphingolipid signaling pathway"	"0.683"	"498"	"484.058"	"20.408"
"hsa04925"	"Aldosterone synthesis and secretion"	"0.658"	"226"	"216.536"	"14.376"
"hsa04110"	"Cell cycle"	"0.638"	"780"	"763.094"	"26.482"
"hsa04971"	"Gastric acid secretion"	"0.631"	"222"	"213.593"	"13.327"
"hsa05030"	"Cocaine addiction"	"0.63"	"201"	"193.047"	"12.614"
"hsa04020"	"Calcium signaling pathway"	"0.601"	"523"	"509.865"	"21.848"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"0.544"	"30"	"27.185"	"5.171"
"hsa05231"	"Choline metabolism in cancer"	"0.522"	"324"	"315.136"	"16.987"
"hsa04658"	"Th1 and Th2 cell differentiation"	"0.519"	"301"	"292.672"	"16.055"
"hsa00592"	"alpha-Linolenic acid metabolism"	"0.49"	"7"	"5.852"	"2.344"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"0.474"	"165"	"159.086"	"12.464"
"hsa04371"	"Apelin signaling pathway"	"0.465"	"489"	"479.23"	"21.025"
"hsa04926"	"Relaxin signaling pathway"	"0.41"	"570"	"560.442"	"23.285"
"hsa00982"	"Drug metabolism - cytochrome P450"	"0.391"	"56"	"53.204"	"7.157"
"hsa00430"	"Taurine and hypotaurine metabolism"	"0.376"	"3"	"2.409"	"1.572"
"hsa04662"	"B cell receptor signaling pathway"	"0.357"	"330"	"323.896"	"17.089"
"hsa04668"	"TNF signaling pathway"	"0.357"	"407"	"400.106"	"19.305"
"hsa04122"	"Sulfur relay system"	"0.332"	"10"	"9.04"	"2.892"
"hsa04014"	"Ras signaling pathway"	"0.324"	"677"	"669.032"	"24.572"
"hsa04070"	"Phosphatidylinositol signaling system"	"0.322"	"154"	"150.249"	"11.639"
"hsa05143"	"African trypanosomiasis"	"0.285"	"70"	"67.737"	"7.929"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"0.242"	"4"	"3.551"	"1.858"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"0.201"	"11"	"10.35"	"3.228"
"hsa04660"	"T cell receptor signaling pathway"	"0.175"	"440"	"436.557"	"19.65"
"hsa05216"	"Thyroid cancer"	"0.172"	"232"	"229.624"	"13.815"
"hsa04392"	"Hippo signaling pathway - multiple species"	"0.144"	"65"	"63.859"	"7.903"
"hsa05219"	"Bladder cancer"	"0.071"	"257"	"255.957"	"14.648"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"0.036"	"462"	"461.254"	"20.595"
"hsa03430"	"Mismatch repair"	"0.022"	"123"	"122.763"	"10.893"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"0.01"	"160"	"159.884"	"12.18"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.041"	"0"	"0.041"	"0.203"
"hsa05160"	"Hepatitis C"	"-0.048"	"492"	"493.015"	"21.103"
"hsa00780"	"Biotin metabolism"	"-0.051"	"1"	"1.052"	"1.024"
"hsa04310"	"Wnt signaling pathway"	"-0.069"	"533"	"534.497"	"21.64"
"hsa04620"	"Toll-like receptor signaling pathway"	"-0.076"	"333"	"334.307"	"17.143"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"-0.078"	"206"	"207.072"	"13.672"
"hsa05214"	"Glioma"	"-0.22"	"361"	"365.001"	"18.157"
"hsa04360"	"Axon guidance"	"-0.221"	"440"	"444.244"	"19.243"
"hsa04940"	"Type I diabetes mellitus"	"-0.224"	"80"	"81.925"	"8.583"
"hsa03030"	"DNA replication"	"-0.235"	"176"	"179.094"	"13.146"
"hsa00600"	"Sphingolipid metabolism"	"-0.311"	"23"	"24.527"	"4.915"
"hsa05218"	"Melanoma"	"-0.464"	"278"	"285.313"	"15.753"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.483"	"3"	"3.949"	"1.967"
"hsa04350"	"TGF-beta signaling pathway"	"-0.491"	"331"	"339.631"	"17.571"
"hsa05161"	"Hepatitis B"	"-0.554"	"661"	"675.078"	"25.411"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-0.587"	"27"	"30.245"	"5.524"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"-0.599"	"305"	"315.278"	"17.15"
"hsa04927"	"Cortisol synthesis and secretion"	"-0.614"	"114"	"120.521"	"10.624"
"hsa05211"	"Renal cell carcinoma"	"-0.687"	"332"	"343.795"	"17.17"
"hsa04916"	"Melanogenesis"	"-0.73"	"296"	"308.319"	"16.865"
"hsa04724"	"Glutamatergic synapse"	"-0.75"	"284"	"296.094"	"16.124"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"-0.761"	"3"	"4.563"	"2.054"
"hsa04012"	"ErbB signaling pathway"	"-0.787"	"415"	"430.849"	"20.13"
"hsa00590"	"Arachidonic acid metabolism"	"-0.838"	"22"	"26.254"	"5.073"
"hsa04740"	"Olfactory transduction"	"-0.873"	"131"	"140.601"	"11.003"
"hsa04713"	"Circadian entrainment"	"-0.964"	"275"	"290.661"	"16.253"
"hsa04727"	"GABAergic synapse"	"-1.062"	"205"	"219.995"	"14.119"
"hsa03010"	"Ribosome"	"-1.084"	"387"	"407.828"	"19.207"
"hsa00920"	"Sulfur metabolism"	"-1.128"	"3"	"5.629"	"2.331"
"hsa05221"	"Acute myeloid leukemia"	"-1.179"	"276"	"295.183"	"16.267"
"hsa05213"	"Endometrial cancer"	"-1.183"	"298"	"318.007"	"16.916"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.186"	"4"	"7.245"	"2.735"
"hsa05223"	"Non-small cell lung cancer"	"-1.194"	"299"	"319.481"	"17.159"
"hsa04520"	"Adherens junction"	"-1.225"	"377"	"399.387"	"18.28"
"hsa05165"	"Human papillomavirus infection"	"-1.248"	"1000"	"1038.425"	"30.781"
"hsa04725"	"Cholinergic synapse"	"-1.391"	"304"	"328.702"	"17.762"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"-1.436"	"8"	"13.168"	"3.598"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"-1.553"	"17"	"24.435"	"4.787"
"hsa03410"	"Base excision repair"	"-1.62"	"57"	"70.218"	"8.157"
"hsa04215"	"Apoptosis - multiple species"	"-1.641"	"61"	"74.072"	"7.965"
"hsa03060"	"Protein export"	"-1.671"	"72"	"86.769"	"8.84"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.741"	"3"	"7.983"	"2.862"
"hsa05416"	"Viral myocarditis"	"-1.75"	"153"	"175.014"	"12.583"
"hsa00514"	"Other types of O-glycan biosynthesis"	"-1.796"	"5"	"10.867"	"3.267"
"hsa05033"	"Nicotine addiction"	"-1.8"	"21"	"30.673"	"5.374"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-1.801"	"6"	"12.429"	"3.569"
"hsa04120"	"Ubiquitin mediated proteolysis"	"-1.849"	"533"	"576.424"	"23.491"
"hsa05340"	"Primary immunodeficiency"	"-1.881"	"42"	"55.929"	"7.404"
"hsa04630"	"Jak-STAT signaling pathway"	"-1.924"	"280"	"311.813"	"16.538"
"hsa00591"	"Linoleic acid metabolism"	"-1.975"	"5"	"11.849"	"3.468"
"hsa05222"	"Small cell lung cancer"	"-2.058"	"354"	"392.818"	"18.86"
"hsa05226"	"Gastric cancer"	"-2.143"	"471"	"516.874"	"21.403"
"hsa05206"	"MicroRNAs in cancer"	"-2.151"	"565"	"614.429"	"22.983"
"hsa04015"	"Rap1 signaling pathway"	"-2.19"	"555"	"605.476"	"23.05"
"hsa04130"	"SNARE interactions in vesicular transport"	"-2.194"	"65"	"84.927"	"9.083"
"hsa04614"	"Renin-angiotensin system"	"-2.378"	"14"	"25.489"	"4.832"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"-2.4"	"121"	"147.312"	"10.965"
"hsa05210"	"Colorectal cancer"	"-2.5"	"400"	"451.091"	"20.433"
"hsa03420"	"Nucleotide excision repair"	"-2.584"	"205"	"243.035"	"14.722"
"hsa04072"	"Phospholipase D signaling pathway"	"-2.66"	"381"	"432.461"	"19.343"
"hsa03015"	"mRNA surveillance pathway"	"-2.713"	"464"	"525.438"	"22.646"
"hsa04137"	"Mitophagy - animal"	"-2.717"	"281"	"327.915"	"17.268"
"hsa05225"	"Hepatocellular carcinoma"	"-2.72"	"536"	"599.07"	"23.188"
"hsa05167"	"Kaposi's sarcoma-associated herpesvirus infection"	"-2.752"	"725"	"798.284"	"26.627"
"hsa04726"	"Serotonergic synapse"	"-2.761"	"273"	"320.182"	"17.092"
"hsa05220"	"Chronic myeloid leukemia"	"-2.835"	"394"	"453.165"	"20.869"
"hsa04744"	"Phototransduction"	"-2.847"	"48"	"70.275"	"7.824"
"hsa04934"	"Cushing's syndrome"	"-2.858"	"361"	"415.878"	"19.2"
"hsa05212"	"Pancreatic cancer"	"-2.882"	"330"	"384.005"	"18.74"
"hsa04978"	"Mineral absorption"	"-2.924"	"21"	"38.653"	"6.037"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"-3.24"	"384"	"450.289"	"20.462"
"hsa05330"	"Allograft rejection"	"-3.336"	"34"	"57.485"	"7.039"
"hsa05332"	"Graft-versus-host disease"	"-3.337"	"33"	"56.435"	"7.022"
"hsa05032"	"Morphine addiction"	"-3.434"	"150"	"193.528"	"12.676"
"hsa05310"	"Asthma"	"-3.489"	"15"	"34.379"	"5.554"
"hsa04024"	"cAMP signaling pathway"	"-3.544"	"569"	"659.007"	"25.394"
"hsa05224"	"Breast cancer"	"-3.561"	"474"	"552.061"	"21.921"
"hsa04064"	"NF-kappa B signaling pathway"	"-3.709"	"272"	"333.338"	"16.538"
"hsa05320"	"Autoimmune thyroid disease"	"-4.056"	"34"	"64.642"	"7.555"
"hsa04640"	"Hematopoietic cell lineage"	"-4.076"	"62"	"103.03"	"10.067"
"hsa04672"	"Intestinal immune network for IgA production"	"-4.43"	"39"	"77.554"	"8.703"
"hsa03440"	"Homologous recombination"	"-4.525"	"87"	"138.113"	"11.295"
"hsa05217"	"Basal cell carcinoma"	"-4.786"	"79"	"131.063"	"10.879"
"hsa04610"	"Complement and coagulation cascades"	"-4.825"	"49"	"96.844"	"9.917"
"hsa04330"	"Notch signaling pathway"	"-5.125"	"105"	"169.042"	"12.496"
"hsa03460"	"Fanconi anemia pathway"	"-5.199"	"84"	"146.377"	"11.998"
"hsa05200"	"Pathways in cancer"	"-5.285"	"1521"	"1731.282"	"39.788"
"hsa05202"	"Transcriptional misregulation in cancer"	"-5.349"	"461"	"581.486"	"22.526"
"hsa03022"	"Basal transcription factors"	"-5.395"	"152"	"227.302"	"13.957"
