"Pathway"	"zscore"
"Apoptosis"	"4.453"
"Chemical carcinogenesis"	"4.445"
"Selenocompound metabolism"	"4.437"
"Huntington's disease"	"4.264"
"Thermogenesis"	"4.238"
"Thyroid hormone synthesis"	"4.189"
"Phosphonate and phosphinate metabolism"	"4.164"
"Glycerophospholipid metabolism"	"4.163"
"Adrenergic signaling in cardiomyocytes"	"4.109"
"Bacterial invasion of epithelial cells"	"4.098"
"Long-term potentiation"	"4.095"
"Thiamine metabolism"	"4.057"
"Rheumatoid arthritis"	"3.991"
"Prolactin signaling pathway"	"3.898"
"Autophagy - animal"	"3.862"
"Vascular smooth muscle contraction"	"3.776"
"PI3K-Akt signaling pathway"	"3.67"
"PPAR signaling pathway"	"3.667"
"Malaria"	"3.619"
"RNA polymerase"	"3.501"
"ABC transporters"	"3.482"
"Dilated cardiomyopathy (DCM)"	"3.415"
"Salmonella infection"	"3.362"
"Cell adhesion molecules (CAMs)"	"3.235"
"Amphetamine addiction"	"3.223"
"Alcoholism"	"3.175"
"Folate biosynthesis"	"3.144"
"Amyotrophic lateral sclerosis (ALS)"	"3.141"
"Ovarian steroidogenesis"	"3.07"
"Ferroptosis"	"3.06"
"Shigellosis"	"3.006"
"RNA transport"	"3.004"
"Non-alcoholic fatty liver disease (NAFLD)"	"2.951"
"Systemic lupus erythematosus"	"2.951"
"Platelet activation"	"2.944"
"MAPK signaling pathway"	"2.936"
"VEGF signaling pathway"	"2.923"
"Hypertrophic cardiomyopathy (HCM)"	"2.887"
"NOD-like receptor signaling pathway"	"2.887"
"Hedgehog signaling pathway"	"2.862"
"Bile secretion"	"2.705"
"Adipocytokine signaling pathway"	"2.675"
"GnRH signaling pathway"	"2.667"
"Primary bile acid biosynthesis"	"2.662"
"Carbohydrate digestion and absorption"	"2.65"
"Endocytosis"	"2.642"
"Retinol metabolism"	"2.615"
"Circadian rhythm"	"2.552"
"Salivary secretion"	"2.496"
"Viral carcinogenesis"	"2.487"
"Other glycan degradation"	"2.462"
"Metabolism of xenobiotics by cytochrome P450"	"2.455"
"Amoebiasis"	"2.415"
"Inositol phosphate metabolism"	"2.302"
"Aldosterone-regulated sodium reabsorption"	"2.276"
"Measles"	"2.245"
"Lysosome"	"2.239"
"Dopaminergic synapse"	"2.228"
"Tuberculosis"	"2.146"
"HTLV-I infection"	"2.107"
"Inflammatory mediator regulation of TRP channels"	"2.073"
"IL-17 signaling pathway"	"2.068"
"Cardiac muscle contraction"	"1.984"
"C-type lectin receptor signaling pathway"	"1.979"
"Fatty acid elongation"	"1.961"
"FoxO signaling pathway"	"1.875"
"Neurotrophin signaling pathway"	"1.847"
"Prostate cancer"	"1.815"
"Fc gamma R-mediated phagocytosis"	"1.806"
"Cytosolic DNA-sensing pathway"	"1.795"
"Insulin secretion"	"1.755"
"Protein digestion and absorption"	"1.736"
"Ether lipid metabolism"	"1.686"
"Fc epsilon RI signaling pathway"	"1.615"
"Endocrine and other factor-regulated calcium reabsorption"	"1.584"
"Renin secretion"	"1.556"
"Non-homologous end-joining"	"1.544"
"Steroid biosynthesis"	"1.474"
"Retrograde endocannabinoid signaling"	"1.443"
"p53 signaling pathway"	"1.424"
"Autophagy - other"	"1.387"
"Hippo signaling pathway"	"1.375"
"AGE-RAGE signaling pathway in diabetic complications"	"1.356"
"Long-term depression"	"1.341"
"Vitamin B6 metabolism"	"1.299"
"Th17 cell differentiation"	"1.222"
"Lipoic acid metabolism"	"1.162"
"Caffeine metabolism"	"1.1"
"Regulation of actin cytoskeleton"	"1.039"
"Nitrogen metabolism"	"1.028"
"Leishmaniasis"	"0.997"
"Osteoclast differentiation"	"0.989"
"Pancreatic secretion"	"0.933"
"Thyroid hormone signaling pathway"	"0.925"
"Focal adhesion"	"0.893"
"Riboflavin metabolism"	"0.812"
"Maturity onset diabetes of the young"	"0.76"
"Pertussis"	"0.739"
"N-Glycan biosynthesis"	"0.731"
"Leukocyte transendothelial migration"	"0.723"
"Sphingolipid signaling pathway"	"0.683"
"Aldosterone synthesis and secretion"	"0.658"
"Cell cycle"	"0.638"
"Gastric acid secretion"	"0.631"
"Cocaine addiction"	"0.63"
"Calcium signaling pathway"	"0.601"
"Biosynthesis of unsaturated fatty acids"	"0.544"
"Choline metabolism in cancer"	"0.522"
"Th1 and Th2 cell differentiation"	"0.519"
"alpha-Linolenic acid metabolism"	"0.49"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"0.474"
"Apelin signaling pathway"	"0.465"
"Relaxin signaling pathway"	"0.41"
"Drug metabolism - cytochrome P450"	"0.391"
"Taurine and hypotaurine metabolism"	"0.376"
"B cell receptor signaling pathway"	"0.357"
"TNF signaling pathway"	"0.357"
"Sulfur relay system"	"0.332"
"Ras signaling pathway"	"0.324"
"Phosphatidylinositol signaling system"	"0.322"
"African trypanosomiasis"	"0.285"
"D-Glutamine and D-glutamate metabolism"	"0.242"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"0.201"
"T cell receptor signaling pathway"	"0.175"
"Thyroid cancer"	"0.172"
"Hippo signaling pathway - multiple species"	"0.144"
"Bladder cancer"	"0.071"
"Chagas disease (American trypanosomiasis)"	"0.036"
"Mismatch repair"	"0.022"
"Regulation of lipolysis in adipocytes"	"0.01"
"Hepatitis C"	"-0.048"
"Biotin metabolism"	"-0.051"
"Wnt signaling pathway"	"-0.069"
"Toll-like receptor signaling pathway"	"-0.076"
"RIG-I-like receptor signaling pathway"	"-0.078"
"D-Arginine and D-ornithine metabolism"	"-0.202"
"Glioma"	"-0.22"
"Axon guidance"	"-0.221"
"Type I diabetes mellitus"	"-0.224"
"DNA replication"	"-0.235"
"Sphingolipid metabolism"	"-0.311"
"Melanoma"	"-0.464"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.483"
"TGF-beta signaling pathway"	"-0.491"
"Hepatitis B"	"-0.554"
"Porphyrin and chlorophyll metabolism"	"-0.587"
"Natural killer cell mediated cytotoxicity"	"-0.599"
"Cortisol synthesis and secretion"	"-0.614"
"Renal cell carcinoma"	"-0.687"
"Melanogenesis"	"-0.73"
"Glutamatergic synapse"	"-0.75"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.761"
"ErbB signaling pathway"	"-0.787"
"Arachidonic acid metabolism"	"-0.838"
"Olfactory transduction"	"-0.873"
"Circadian entrainment"	"-0.964"
"GABAergic synapse"	"-1.062"
"Ribosome"	"-1.084"
"Sulfur metabolism"	"-1.128"
"Acute myeloid leukemia"	"-1.179"
"Endometrial cancer"	"-1.183"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.186"
"Non-small cell lung cancer"	"-1.194"
"Adherens junction"	"-1.225"
"Human papillomavirus infection"	"-1.248"
"Cholinergic synapse"	"-1.391"
"Nicotinate and nicotinamide metabolism"	"-1.436"
"Proximal tubule bicarbonate reclamation"	"-1.553"
"Base excision repair"	"-1.62"
"Apoptosis - multiple species"	"-1.641"
"Protein export"	"-1.671"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.741"
"Viral myocarditis"	"-1.75"
"Other types of O-glycan biosynthesis"	"-1.796"
"Nicotine addiction"	"-1.8"
"Mucin type O-glycan biosynthesis"	"-1.801"
"Ubiquitin mediated proteolysis"	"-1.849"
"Primary immunodeficiency"	"-1.881"
"Jak-STAT signaling pathway"	"-1.924"
"Linoleic acid metabolism"	"-1.975"
"Small cell lung cancer"	"-2.058"
"Gastric cancer"	"-2.143"
"MicroRNAs in cancer"	"-2.151"
"Rap1 signaling pathway"	"-2.19"
"SNARE interactions in vesicular transport"	"-2.194"
"Renin-angiotensin system"	"-2.378"
"Inflammatory bowel disease (IBD)"	"-2.4"
"Colorectal cancer"	"-2.5"
"Nucleotide excision repair"	"-2.584"
"Phospholipase D signaling pathway"	"-2.66"
"mRNA surveillance pathway"	"-2.713"
"Mitophagy - animal"	"-2.717"
"Hepatocellular carcinoma"	"-2.72"
"Kaposi's sarcoma-associated herpesvirus infection"	"-2.752"
"Serotonergic synapse"	"-2.761"
"Chronic myeloid leukemia"	"-2.835"
"Phototransduction"	"-2.847"
"Cushing's syndrome"	"-2.858"
"Pancreatic cancer"	"-2.882"
"Mineral absorption"	"-2.924"
"Signaling pathways regulating pluripotency of stem cells"	"-3.24"
"Allograft rejection"	"-3.336"
"Graft-versus-host disease"	"-3.337"
"Morphine addiction"	"-3.434"
"Asthma"	"-3.489"
"cAMP signaling pathway"	"-3.544"
"Breast cancer"	"-3.561"
"NF-kappa B signaling pathway"	"-3.709"
"Autoimmune thyroid disease"	"-4.056"
"Hematopoietic cell lineage"	"-4.076"
"Intestinal immune network for IgA production"	"-4.43"
"Homologous recombination"	"-4.525"
"Basal cell carcinoma"	"-4.786"
"Complement and coagulation cascades"	"-4.825"
"Notch signaling pathway"	"-5.125"
"Fanconi anemia pathway"	"-5.199"
"Pathways in cancer"	"-5.285"
"Transcriptional misregulation in cancer"	"-5.349"
"Basal transcription factors"	"-5.395"
"Chemokine signaling pathway"	"-5.709"
"Herpes simplex infection"	"-6.279"
"Taste transduction"	"-6.633"
"Staphylococcus aureus infection"	"-6.68"
"Cytokine-cytokine receptor interaction"	"-8.963"
"Spliceosome"	"-11.395"
"Neuroactive ligand-receptor interaction"	"-18.461"
"Ribosome biogenesis in eukaryotes"	"-20.04"
