"ID"	"Pathway"	"Z-score"
"hsa04211"	"Longevity regulating pathway"	"5.253"
"hsa04022"	"cGMP-PKG signaling pathway"	"5.237"
"hsa00140"	"Steroid hormone biosynthesis"	"5.223"
"hsa04512"	"ECM-receptor interaction"	"5.169"
"hsa05145"	"Toxoplasmosis"	"4.949"
"hsa05164"	"Influenza A"	"4.742"
"hsa04915"	"Estrogen signaling pathway"	"4.503"
"hsa04210"	"Apoptosis"	"4.453"
"hsa05204"	"Chemical carcinogenesis"	"4.445"
"hsa00450"	"Selenocompound metabolism"	"4.437"
"hsa05016"	"Huntington,s disease"	"4.264"
"hsa04714"	"Thermogenesis"	"4.238"
"hsa04918"	"Thyroid hormone synthesis"	"4.189"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"4.164"
"hsa00564"	"Glycerophospholipid metabolism"	"4.163"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"4.109"
"hsa05100"	"Bacterial invasion of epithelial cells"	"4.098"
"hsa04720"	"Long-term potentiation"	"4.095"
"hsa00730"	"Thiamine metabolism"	"4.057"
"hsa05323"	"Rheumatoid arthritis"	"3.991"
"hsa04917"	"Prolactin signaling pathway"	"3.898"
"hsa04140"	"Autophagy - animal"	"3.862"
"hsa04270"	"Vascular smooth muscle contraction"	"3.776"
"hsa04151"	"PI3K-Akt signaling pathway"	"3.67"
"hsa03320"	"PPAR signaling pathway"	"3.667"
"hsa05144"	"Malaria"	"3.619"
"hsa03020"	"RNA polymerase"	"3.501"
"hsa02010"	"ABC transporters"	"3.482"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"3.415"
"hsa05132"	"Salmonella infection"	"3.362"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"3.235"
"hsa05031"	"Amphetamine addiction"	"3.223"
"hsa05034"	"Alcoholism"	"3.175"
"hsa00790"	"Folate biosynthesis"	"3.144"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"3.141"
"hsa04913"	"Ovarian steroidogenesis"	"3.07"
"hsa04216"	"Ferroptosis"	"3.06"
"hsa05131"	"Shigellosis"	"3.006"
"hsa03013"	"RNA transport"	"3.004"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"2.951"
"hsa05322"	"Systemic lupus erythematosus"	"2.951"
"hsa04611"	"Platelet activation"	"2.944"
"hsa04010"	"MAPK signaling pathway"	"2.936"
"hsa04370"	"VEGF signaling pathway"	"2.923"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"2.887"
"hsa04621"	"NOD-like receptor signaling pathway"	"2.887"
"hsa04340"	"Hedgehog signaling pathway"	"2.862"
"hsa04976"	"Bile secretion"	"2.705"
"hsa04920"	"Adipocytokine signaling pathway"	"2.675"
"hsa04912"	"GnRH signaling pathway"	"2.667"
"hsa00120"	"Primary bile acid biosynthesis"	"2.662"
"hsa04973"	"Carbohydrate digestion and absorption"	"2.65"
"hsa04144"	"Endocytosis"	"2.642"
"hsa00830"	"Retinol metabolism"	"2.615"
"hsa04710"	"Circadian rhythm"	"2.552"
"hsa04970"	"Salivary secretion"	"2.496"
"hsa05203"	"Viral carcinogenesis"	"2.487"
"hsa00511"	"Other glycan degradation"	"2.462"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"2.455"
"hsa05146"	"Amoebiasis"	"2.415"
"hsa00562"	"Inositol phosphate metabolism"	"2.302"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"2.276"
"hsa05162"	"Measles"	"2.245"
"hsa04142"	"Lysosome"	"2.239"
"hsa04728"	"Dopaminergic synapse"	"2.228"
"hsa05152"	"Tuberculosis"	"2.146"
"hsa05166"	"HTLV-I infection"	"2.107"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"2.073"
"hsa04657"	"IL-17 signaling pathway"	"2.068"
"hsa04260"	"Cardiac muscle contraction"	"1.984"
"hsa04625"	"C-type lectin receptor signaling pathway"	"1.979"
"hsa00062"	"Fatty acid elongation"	"1.961"
"hsa04068"	"FoxO signaling pathway"	"1.875"
"hsa04722"	"Neurotrophin signaling pathway"	"1.847"
"hsa05215"	"Prostate cancer"	"1.815"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"1.806"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"1.795"
"hsa04911"	"Insulin secretion"	"1.755"
"hsa04974"	"Protein digestion and absorption"	"1.736"
"hsa00565"	"Ether lipid metabolism"	"1.686"
"hsa04664"	"Fc epsilon RI signaling pathway"	"1.615"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"1.584"
"hsa04924"	"Renin secretion"	"1.556"
"hsa03450"	"Non-homologous end-joining"	"1.544"
"hsa00100"	"Steroid biosynthesis"	"1.474"
"hsa04723"	"Retrograde endocannabinoid signaling"	"1.443"
"hsa04115"	"p53 signaling pathway"	"1.424"
"hsa04136"	"Autophagy - other"	"1.387"
"hsa04390"	"Hippo signaling pathway"	"1.375"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"1.356"
"hsa04730"	"Long-term depression"	"1.341"
"hsa00750"	"Vitamin B6 metabolism"	"1.299"
"hsa04659"	"Th17 cell differentiation"	"1.222"
"hsa00785"	"Lipoic acid metabolism"	"1.162"
"hsa00232"	"Caffeine metabolism"	"1.1"
"hsa04810"	"Regulation of actin cytoskeleton"	"1.039"
"hsa00910"	"Nitrogen metabolism"	"1.028"
"hsa05140"	"Leishmaniasis"	"0.997"
"hsa04380"	"Osteoclast differentiation"	"0.989"
"hsa04972"	"Pancreatic secretion"	"0.933"
"hsa04919"	"Thyroid hormone signaling pathway"	"0.925"
"hsa04510"	"Focal adhesion"	"0.893"
"hsa00740"	"Riboflavin metabolism"	"0.812"
"hsa04950"	"Maturity onset diabetes of the young"	"0.76"
"hsa05133"	"Pertussis"	"0.739"
"hsa00510"	"N-Glycan biosynthesis"	"0.731"
"hsa04670"	"Leukocyte transendothelial migration"	"0.723"
"hsa04071"	"Sphingolipid signaling pathway"	"0.683"
"hsa04925"	"Aldosterone synthesis and secretion"	"0.658"
"hsa04110"	"Cell cycle"	"0.638"
"hsa04971"	"Gastric acid secretion"	"0.631"
"hsa05030"	"Cocaine addiction"	"0.63"
"hsa04020"	"Calcium signaling pathway"	"0.601"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"0.544"
"hsa05231"	"Choline metabolism in cancer"	"0.522"
"hsa04658"	"Th1 and Th2 cell differentiation"	"0.519"
"hsa00592"	"alpha-Linolenic acid metabolism"	"0.49"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"0.474"
"hsa04371"	"Apelin signaling pathway"	"0.465"
"hsa04926"	"Relaxin signaling pathway"	"0.41"
"hsa00982"	"Drug metabolism - cytochrome P450"	"0.391"
"hsa00430"	"Taurine and hypotaurine metabolism"	"0.376"
"hsa04662"	"B cell receptor signaling pathway"	"0.357"
"hsa04668"	"TNF signaling pathway"	"0.357"
"hsa04122"	"Sulfur relay system"	"0.332"
"hsa04014"	"Ras signaling pathway"	"0.324"
"hsa04070"	"Phosphatidylinositol signaling system"	"0.322"
"hsa05143"	"African trypanosomiasis"	"0.285"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"0.242"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"0.201"
"hsa04660"	"T cell receptor signaling pathway"	"0.175"
"hsa05216"	"Thyroid cancer"	"0.172"
"hsa04392"	"Hippo signaling pathway - multiple species"	"0.144"
"hsa05219"	"Bladder cancer"	"0.071"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"0.036"
"hsa03430"	"Mismatch repair"	"0.022"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"0.01"
"hsa05160"	"Hepatitis C"	"-0.048"
"hsa00780"	"Biotin metabolism"	"-0.051"
"hsa04310"	"Wnt signaling pathway"	"-0.069"
"hsa04620"	"Toll-like receptor signaling pathway"	"-0.076"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"-0.078"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.202"
"hsa05214"	"Glioma"	"-0.22"
"hsa04360"	"Axon guidance"	"-0.221"
"hsa04940"	"Type I diabetes mellitus"	"-0.224"
"hsa03030"	"DNA replication"	"-0.235"
"hsa00600"	"Sphingolipid metabolism"	"-0.311"
"hsa05218"	"Melanoma"	"-0.464"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.483"
"hsa04350"	"TGF-beta signaling pathway"	"-0.491"
"hsa05161"	"Hepatitis B"	"-0.554"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-0.587"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"-0.599"
"hsa04927"	"Cortisol synthesis and secretion"	"-0.614"
"hsa05211"	"Renal cell carcinoma"	"-0.687"
"hsa04916"	"Melanogenesis"	"-0.73"
"hsa04724"	"Glutamatergic synapse"	"-0.75"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"-0.761"
"hsa04012"	"ErbB signaling pathway"	"-0.787"
"hsa00590"	"Arachidonic acid metabolism"	"-0.838"
"hsa04740"	"Olfactory transduction"	"-0.873"
"hsa04713"	"Circadian entrainment"	"-0.964"
"hsa04727"	"GABAergic synapse"	"-1.062"
"hsa03010"	"Ribosome"	"-1.084"
"hsa00920"	"Sulfur metabolism"	"-1.128"
"hsa05221"	"Acute myeloid leukemia"	"-1.179"
"hsa05213"	"Endometrial cancer"	"-1.183"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.186"
"hsa05223"	"Non-small cell lung cancer"	"-1.194"
"hsa04520"	"Adherens junction"	"-1.225"
"hsa05165"	"Human papillomavirus infection"	"-1.248"
"hsa04725"	"Cholinergic synapse"	"-1.391"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"-1.436"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"-1.553"
"hsa03410"	"Base excision repair"	"-1.62"
"hsa04215"	"Apoptosis - multiple species"	"-1.641"
"hsa03060"	"Protein export"	"-1.671"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.741"
"hsa05416"	"Viral myocarditis"	"-1.75"
"hsa00514"	"Other types of O-glycan biosynthesis"	"-1.796"
"hsa05033"	"Nicotine addiction"	"-1.8"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-1.801"
"hsa04120"	"Ubiquitin mediated proteolysis"	"-1.849"
"hsa05340"	"Primary immunodeficiency"	"-1.881"
"hsa04630"	"Jak-STAT signaling pathway"	"-1.924"
"hsa00591"	"Linoleic acid metabolism"	"-1.975"
"hsa05222"	"Small cell lung cancer"	"-2.058"
"hsa05226"	"Gastric cancer"	"-2.143"
"hsa05206"	"MicroRNAs in cancer"	"-2.151"
"hsa04015"	"Rap1 signaling pathway"	"-2.19"
"hsa04130"	"SNARE interactions in vesicular transport"	"-2.194"
"hsa04614"	"Renin-angiotensin system"	"-2.378"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"-2.4"
"hsa05210"	"Colorectal cancer"	"-2.5"
"hsa03420"	"Nucleotide excision repair"	"-2.584"
"hsa04072"	"Phospholipase D signaling pathway"	"-2.66"
"hsa03015"	"mRNA surveillance pathway"	"-2.713"
"hsa04137"	"Mitophagy - animal"	"-2.717"
"hsa05225"	"Hepatocellular carcinoma"	"-2.72"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"-2.752"
"hsa04726"	"Serotonergic synapse"	"-2.761"
"hsa05220"	"Chronic myeloid leukemia"	"-2.835"
"hsa04744"	"Phototransduction"	"-2.847"
"hsa04934"	"Cushing,s syndrome"	"-2.858"
"hsa05212"	"Pancreatic cancer"	"-2.882"
"hsa04978"	"Mineral absorption"	"-2.924"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"-3.24"
"hsa05330"	"Allograft rejection"	"-3.336"
"hsa05332"	"Graft-versus-host disease"	"-3.337"
"hsa05032"	"Morphine addiction"	"-3.434"
"hsa05310"	"Asthma"	"-3.489"
"hsa04024"	"cAMP signaling pathway"	"-3.544"
"hsa05224"	"Breast cancer"	"-3.561"
"hsa04064"	"NF-kappa B signaling pathway"	"-3.709"
"hsa05320"	"Autoimmune thyroid disease"	"-4.056"
"hsa04640"	"Hematopoietic cell lineage"	"-4.076"
"hsa04672"	"Intestinal immune network for IgA production"	"-4.43"
"hsa03440"	"Homologous recombination"	"-4.525"
"hsa05217"	"Basal cell carcinoma"	"-4.786"
"hsa04610"	"Complement and coagulation cascades"	"-4.825"
"hsa04330"	"Notch signaling pathway"	"-5.125"
"hsa03460"	"Fanconi anemia pathway"	"-5.199"
"hsa05200"	"Pathways in cancer"	"-5.285"
"hsa05202"	"Transcriptional misregulation in cancer"	"-5.349"
"hsa03022"	"Basal transcription factors"	"-5.395"
"hsa04062"	"Chemokine signaling pathway"	"-5.709"
"hsa05168"	"Herpes simplex infection"	"-6.279"
"hsa04742"	"Taste transduction"	"-6.633"
"hsa05150"	"Staphylococcus aureus infection"	"-6.68"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"-8.963"
"hsa03040"	"Spliceosome"	"-11.395"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-18.461"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-20.04"
