"Pathway"	"Z-score"
"Acute myeloid leukemia"	"-0.834"
"Fc epsilon RI signaling pathway"	"-0.837"
"Long-term potentiation"	"-0.838"
"Amphetamine addiction"	"-0.841"
"RIG-I-like receptor signaling pathway"	"-0.857"
"B cell receptor signaling pathway"	"-0.861"
"Chemical carcinogenesis"	"-0.861"
"Bile secretion"	"-0.862"
"Prolactin signaling pathway"	"-0.866"
"Leishmaniasis"	"-0.872"
"Gastric acid secretion"	"-0.888"
"Chronic myeloid leukemia"	"-0.892"
"Pertussis"	"-0.894"
"Ribosome biogenesis in eukaryotes"	"-0.894"
"Cardiac muscle contraction"	"-0.914"
"Complement and coagulation cascades"	"-0.923"
"Hypertrophic cardiomyopathy (HCM)"	"-0.928"
"Taste transduction"	"-0.937"
"Dilated cardiomyopathy (DCM)"	"-0.958"
"Insulin secretion"	"-0.958"
"Salmonella infection"	"-0.963"
"GABAergic synapse"	"-0.965"
"Salivary secretion"	"-0.974"
"Morphine addiction"	"-0.977"
"Fc gamma R-mediated phagocytosis"	"-0.978"
"Small cell lung cancer"	"-0.98"
"IL-17 signaling pathway"	"-0.985"
"NF-kappa B signaling pathway"	"-0.992"
"Amoebiasis"	"-0.996"
"Inflammatory mediator regulation of TRP channels"	"-0.997"
"Th1 and Th2 cell differentiation"	"-0.997"
"Pancreatic secretion"	"-1.015"
"Melanogenesis"	"-1.017"
"Phosphatidylinositol signaling system"	"-1.023"
"Glycerophospholipid metabolism"	"-1.025"
"T cell receptor signaling pathway"	"-1.036"
"Toll-like receptor signaling pathway"	"-1.041"
"C-type lectin receptor signaling pathway"	"-1.044"
"Th17 cell differentiation"	"-1.062"
"Cholinergic synapse"	"-1.065"
"TNF signaling pathway"	"-1.076"
"Serotonergic synapse"	"-1.079"
"Toxoplasmosis"	"-1.099"
"Neurotrophin signaling pathway"	"-1.116"
"Neuroactive ligand-receptor interaction"	"-1.135"
"Platelet activation"	"-1.143"
"Osteoclast differentiation"	"-1.163"
"Natural killer cell mediated cytotoxicity"	"-1.174"
"Ribosome"	"-1.175"
"Spliceosome"	"-1.179"
"Measles"	"-1.187"
"Apelin signaling pathway"	"-1.188"
"Systemic lupus erythematosus"	"-1.196"
"Ubiquitin mediated proteolysis"	"-1.201"
"Signaling pathways regulating pluripotency of stem cells"	"-1.211"
"Hepatitis B"	"-1.214"
"Phagosome"	"-1.261"
"RNA transport"	"-1.324"
"Influenza A"	"-1.349"
"Tuberculosis"	"-1.368"
"HTLV-I infection"	"-1.632"
"Olfactory transduction"	"-2.132"
