"Pathway"	"Z-score"
"Oxytocin signaling pathway"	"1.72"
"Hippo signaling pathway - multiple species"	"1.703"
"Cytokine-cytokine receptor interaction"	"1.674"
"Viral carcinogenesis"	"1.602"
"Autophagy - other"	"1.507"
"cAMP signaling pathway"	"1.475"
"Circadian entrainment"	"1.458"
"Antigen processing and presentation"	"1.256"
"Ubiquitin mediated proteolysis"	"1.248"
"HTLV-I infection"	"1.183"
"Bile secretion"	"1.114"
"Lysine degradation"	"1.024"
"alpha-Linolenic acid metabolism"	"0.96"
"Butanoate metabolism"	"0.946"
"Endocrine and other factor-regulated calcium reabsorption"	"0.927"
"Ferroptosis"	"0.926"
"Thyroid cancer"	"0.92"
"Other glycan degradation"	"0.919"
"Cushing's syndrome"	"0.913"
"Gastric acid secretion"	"0.91"
"Longevity regulating pathway"	"0.899"
"mRNA surveillance pathway"	"0.886"
"Insulin resistance"	"0.877"
"Apelin signaling pathway"	"0.832"
"Vascular smooth muscle contraction"	"0.822"
"Valine, leucine and isoleucine biosynthesis"	"0.797"
"Cholinergic synapse"	"0.691"
"Apoptosis"	"0.683"
"Renin-angiotensin system"	"0.657"
"Synthesis and degradation of ketone bodies"	"0.623"
"Drug metabolism - other enzymes"	"0.606"
"Sulfur metabolism"	"0.549"
"Ether lipid metabolism"	"0.534"
"Endocytosis"	"0.524"
"Inositol phosphate metabolism"	"0.491"
"RNA transport"	"0.489"
"Toxoplasmosis"	"0.487"
"Estrogen signaling pathway"	"0.458"
"Ascorbate and aldarate metabolism"	"0.439"
"Type II diabetes mellitus"	"0.436"
"Measles"	"0.417"
"Pyrimidine metabolism"	"0.399"
"Dilated cardiomyopathy (DCM)"	"0.325"
"Epstein-Barr virus infection"	"0.285"
"Ovarian steroidogenesis"	"0.273"
"Bladder cancer"	"0.264"
"Thyroid hormone synthesis"	"0.194"
"IL-17 signaling pathway"	"0.126"
"Glycosaminoglycan degradation"	"0.107"
"Mineral absorption"	"0.073"
"Glycosphingolipid biosynthesis - ganglio series"	"0.038"
"Hippo signaling pathway"	"0.02"
"Adipocytokine signaling pathway"	"-0.011"
"Drug metabolism - cytochrome P450"	"-0.024"
"Fatty acid elongation"	"-0.07"
"Vitamin digestion and absorption"	"-0.081"
"Cholesterol metabolism"	"-0.105"
"Salmonella infection"	"-0.137"
"D-Arginine and D-ornithine metabolism"	"-0.143"
"Circadian rhythm"	"-0.152"
"Influenza A"	"-0.171"
"Melanogenesis"	"-0.174"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.176"
"Epithelial cell signaling in Helicobacter pylori infection"	"-0.178"
"FoxO signaling pathway"	"-0.234"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.242"
"Aldosterone synthesis and secretion"	"-0.257"
"Endometrial cancer"	"-0.266"
"Amyotrophic lateral sclerosis (ALS)"	"-0.305"
"HIF-1 signaling pathway"	"-0.314"
"VEGF signaling pathway"	"-0.318"
"Pancreatic secretion"	"-0.355"
"RIG-I-like receptor signaling pathway"	"-0.375"
"Prostate cancer"	"-0.402"
"Hypertrophic cardiomyopathy (HCM)"	"-0.427"
"Nitrogen metabolism"	"-0.466"
"Pentose and glucuronate interconversions"	"-0.579"
"Cardiac muscle contraction"	"-0.595"
"Pertussis"	"-0.668"
"Mitophagy - animal"	"-0.677"
"Non-small cell lung cancer"	"-0.679"
"Caffeine metabolism"	"-0.68"
"Salivary secretion"	"-0.686"
"Hepatitis C"	"-0.706"
"Small cell lung cancer"	"-0.721"
"Rheumatoid arthritis"	"-0.779"
"Protein export"	"-0.797"
"PI3K-Akt signaling pathway"	"-0.813"
"NF-kappa B signaling pathway"	"-0.821"
"Olfactory transduction"	"-0.89"
"Melanoma"	"-0.903"
"Relaxin signaling pathway"	"-0.942"
"MAPK signaling pathway"	"-0.974"
"Phosphatidylinositol signaling system"	"-0.996"
"Chagas disease (American trypanosomiasis)"	"-1"
"Carbohydrate digestion and absorption"	"-1.019"
"Phototransduction"	"-1.05"
"Shigellosis"	"-1.071"
"Glioma"	"-1.09"
"Acute myeloid leukemia"	"-1.11"
"Human papillomavirus infection"	"-1.12"
"Basal transcription factors"	"-1.122"
"Chemical carcinogenesis"	"-1.128"
"Proximal tubule bicarbonate reclamation"	"-1.132"
"Insulin secretion"	"-1.159"
"Retinol metabolism"	"-1.177"
"GnRH signaling pathway"	"-1.182"
"Wnt signaling pathway"	"-1.2"
"Pancreatic cancer"	"-1.201"
"Metabolism of xenobiotics by cytochrome P450"	"-1.206"
"Other types of O-glycan biosynthesis"	"-1.314"
"Tuberculosis"	"-1.326"
"Platelet activation"	"-1.375"
"NOD-like receptor signaling pathway"	"-1.383"
"Mannose type O-glycan biosynthesis"	"-1.414"
"Chronic myeloid leukemia"	"-1.428"
"Protein digestion and absorption"	"-1.467"
"Hedgehog signaling pathway"	"-1.491"
"Basal cell carcinoma"	"-1.588"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.601"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-1.626"
"Cortisol synthesis and secretion"	"-1.639"
"Staphylococcus aureus infection"	"-1.644"
"Prolactin signaling pathway"	"-1.656"
"Intestinal immune network for IgA production"	"-1.685"
"Toll-like receptor signaling pathway"	"-1.685"
"Fc gamma R-mediated phagocytosis"	"-1.691"
"Nicotine addiction"	"-1.735"
"Parkinson's disease"	"-1.74"
"Transcriptional misregulation in cancer"	"-1.765"
"D-Glutamine and D-glutamate metabolism"	"-1.772"
"Aldosterone-regulated sodium reabsorption"	"-1.773"
"Inflammatory mediator regulation of TRP channels"	"-1.785"
"C-type lectin receptor signaling pathway"	"-1.791"
"Choline metabolism in cancer"	"-1.851"
"SNARE interactions in vesicular transport"	"-1.89"
"Hepatocellular carcinoma"	"-1.921"
"Amoebiasis"	"-1.971"
"Leishmaniasis"	"-1.995"
"TNF signaling pathway"	"-2.02"
"Steroid hormone biosynthesis"	"-2.053"
"MicroRNAs in cancer"	"-2.089"
"Complement and coagulation cascades"	"-2.105"
"Phospholipase D signaling pathway"	"-2.204"
"Bacterial invasion of epithelial cells"	"-2.24"
"Maturity onset diabetes of the young"	"-2.247"
"Cytosolic DNA-sensing pathway"	"-2.263"
"Thyroid hormone signaling pathway"	"-2.272"
"Th1 and Th2 cell differentiation"	"-2.321"
"Kaposi's sarcoma-associated herpesvirus infection"	"-2.414"
"Neurotrophin signaling pathway"	"-2.424"
"Colorectal cancer"	"-2.425"
"Retrograde endocannabinoid signaling"	"-2.447"
"Leukocyte transendothelial migration"	"-2.452"
"Mucin type O-glycan biosynthesis"	"-2.486"
"Arachidonic acid metabolism"	"-2.498"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-2.529"
"Breast cancer"	"-2.596"
"Ras signaling pathway"	"-2.612"
"Th17 cell differentiation"	"-2.615"
"Hepatitis B"	"-2.666"
"Osteoclast differentiation"	"-2.679"
"Apoptosis - multiple species"	"-2.696"
"Oxidative phosphorylation"	"-2.714"
"African trypanosomiasis"	"-2.78"
"Malaria"	"-2.807"
"Linoleic acid metabolism"	"-2.864"
"Primary immunodeficiency"	"-2.912"
"TGF-beta signaling pathway"	"-2.953"
"Gastric cancer"	"-2.965"
"T cell receptor signaling pathway"	"-3.043"
"Calcium signaling pathway"	"-3.062"
"Fluid shear stress and atherosclerosis"	"-3.088"
"B cell receptor signaling pathway"	"-3.1"
"Renal cell carcinoma"	"-3.116"
"Axon guidance"	"-3.168"
"Thermogenesis"	"-3.188"
"Notch signaling pathway"	"-3.218"
"ErbB signaling pathway"	"-3.272"
"Adherens junction"	"-3.273"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-3.286"
"Type I diabetes mellitus"	"-3.374"
"RNA polymerase"	"-3.408"
"Herpes simplex infection"	"-3.435"
"AGE-RAGE signaling pathway in diabetic complications"	"-3.556"
"Fc epsilon RI signaling pathway"	"-3.703"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-3.812"
"Proteoglycans in cancer"	"-3.989"
"Rap1 signaling pathway"	"-4.004"
"Regulation of actin cytoskeleton"	"-4.144"
"Huntington's disease"	"-4.175"
"Pathways in cancer"	"-4.29"
"Asthma"	"-4.595"
"Inflammatory bowel disease (IBD)"	"-4.611"
"Alzheimer's disease"	"-4.628"
"Focal adhesion"	"-4.632"
"Signaling pathways regulating pluripotency of stem cells"	"-4.729"
"ECM-receptor interaction"	"-4.891"
"Viral myocarditis"	"-4.896"
"Allograft rejection"	"-5.148"
"Autoimmune thyroid disease"	"-5.254"
"Natural killer cell mediated cytotoxicity"	"-5.276"
"Graft-versus-host disease"	"-5.329"
"Non-alcoholic fatty liver disease (NAFLD)"	"-5.332"
"Jak-STAT signaling pathway"	"-5.433"
"Cell adhesion molecules (CAMs)"	"-6.174"
"Hematopoietic cell lineage"	"-6.483"
"Ribosome biogenesis in eukaryotes"	"-7.34"
"Spliceosome"	"-9.385"
