"ID"	"Pathway"	"Z-score"
"hsa00061"	"Fatty acid biosynthesis"	"2.747"
"hsa04213"	"Longevity regulating pathway - multiple species"	"2.734"
"hsa00270"	"Cysteine and methionine metabolism"	"2.714"
"hsa00740"	"Riboflavin metabolism"	"2.68"
"hsa04910"	"Insulin signaling pathway"	"2.605"
"hsa04530"	"Tight junction"	"2.575"
"hsa04140"	"Autophagy - animal"	"2.571"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"2.549"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"2.493"
"hsa02010"	"ABC transporters"	"2.404"
"hsa00100"	"Steroid biosynthesis"	"2.381"
"hsa00410"	"beta-Alanine metabolism"	"2.379"
"hsa00780"	"Biotin metabolism"	"2.261"
"hsa00785"	"Lipoic acid metabolism"	"2.248"
"hsa00790"	"Folate biosynthesis"	"2.196"
"hsa00360"	"Phenylalanine metabolism"	"2.196"
"hsa00600"	"Sphingolipid metabolism"	"2.173"
"hsa04142"	"Lysosome"	"2.166"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"2.127"
"hsa03320"	"PPAR signaling pathway"	"2.113"
"hsa04975"	"Fat digestion and absorption"	"2.105"
"hsa04022"	"cGMP-PKG signaling pathway"	"2.029"
"hsa00430"	"Taurine and hypotaurine metabolism"	"2.024"
"hsa04726"	"Serotonergic synapse"	"2.021"
"hsa04727"	"GABAergic synapse"	"1.994"
"hsa04721"	"Synaptic vesicle cycle"	"1.986"
"hsa04150"	"mTOR signaling pathway"	"1.974"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"1.961"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"1.958"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"1.875"
"hsa04966"	"Collecting duct acid secretion"	"1.873"
"hsa05230"	"Central carbon metabolism in cancer"	"1.846"
"hsa03450"	"Non-homologous end-joining"	"1.837"
"hsa04730"	"Long-term depression"	"1.829"
"hsa04924"	"Renin secretion"	"1.822"
"hsa05030"	"Cocaine addiction"	"1.821"
"hsa04720"	"Long-term potentiation"	"1.816"
"hsa05031"	"Amphetamine addiction"	"1.784"
"hsa00450"	"Selenocompound metabolism"	"1.763"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"1.758"
"hsa00120"	"Primary bile acid biosynthesis"	"1.747"
"hsa04921"	"Oxytocin signaling pathway"	"1.72"
"hsa04392"	"Hippo signaling pathway - multiple species"	"1.703"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"1.674"
"hsa05203"	"Viral carcinogenesis"	"1.602"
"hsa04136"	"Autophagy - other"	"1.507"
"hsa04024"	"cAMP signaling pathway"	"1.475"
"hsa04713"	"Circadian entrainment"	"1.458"
"hsa04612"	"Antigen processing and presentation"	"1.256"
"hsa04120"	"Ubiquitin mediated proteolysis"	"1.248"
"hsa05166"	"HTLV-I infection"	"1.183"
"hsa04976"	"Bile secretion"	"1.114"
"hsa00310"	"Lysine degradation"	"1.024"
"hsa00592"	"alpha-Linolenic acid metabolism"	"0.96"
"hsa00650"	"Butanoate metabolism"	"0.946"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"0.927"
"hsa04216"	"Ferroptosis"	"0.926"
"hsa05216"	"Thyroid cancer"	"0.92"
"hsa00511"	"Other glycan degradation"	"0.919"
"hsa04934"	"Cushing,s syndrome"	"0.913"
"hsa04971"	"Gastric acid secretion"	"0.91"
"hsa04211"	"Longevity regulating pathway"	"0.899"
"hsa03015"	"mRNA surveillance pathway"	"0.886"
"hsa04931"	"Insulin resistance"	"0.877"
"hsa04371"	"Apelin signaling pathway"	"0.832"
"hsa04270"	"Vascular smooth muscle contraction"	"0.822"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"0.797"
"hsa04725"	"Cholinergic synapse"	"0.691"
"hsa04210"	"Apoptosis"	"0.683"
"hsa04614"	"Renin-angiotensin system"	"0.657"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"0.623"
"hsa00983"	"Drug metabolism - other enzymes"	"0.606"
"hsa00920"	"Sulfur metabolism"	"0.549"
"hsa00565"	"Ether lipid metabolism"	"0.534"
"hsa04144"	"Endocytosis"	"0.524"
"hsa00562"	"Inositol phosphate metabolism"	"0.491"
"hsa03013"	"RNA transport"	"0.489"
"hsa05145"	"Toxoplasmosis"	"0.487"
"hsa04915"	"Estrogen signaling pathway"	"0.458"
"hsa00053"	"Ascorbate and aldarate metabolism"	"0.439"
"hsa04930"	"Type II diabetes mellitus"	"0.436"
"hsa05162"	"Measles"	"0.417"
"hsa00240"	"Pyrimidine metabolism"	"0.399"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"0.325"
"hsa05169"	"Epstein-Barr virus infection"	"0.285"
"hsa04913"	"Ovarian steroidogenesis"	"0.273"
"hsa05219"	"Bladder cancer"	"0.264"
"hsa04918"	"Thyroid hormone synthesis"	"0.194"
"hsa04657"	"IL-17 signaling pathway"	"0.126"
"hsa00531"	"Glycosaminoglycan degradation"	"0.107"
"hsa04978"	"Mineral absorption"	"0.073"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"0.038"
"hsa04390"	"Hippo signaling pathway"	"0.02"
"hsa04920"	"Adipocytokine signaling pathway"	"-0.011"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-0.024"
"hsa00062"	"Fatty acid elongation"	"-0.07"
"hsa04977"	"Vitamin digestion and absorption"	"-0.081"
"hsa04979"	"Cholesterol metabolism"	"-0.105"
"hsa05132"	"Salmonella infection"	"-0.137"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.143"
"hsa04710"	"Circadian rhythm"	"-0.152"
"hsa05164"	"Influenza A"	"-0.171"
"hsa04916"	"Melanogenesis"	"-0.174"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.176"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"-0.178"
"hsa04068"	"FoxO signaling pathway"	"-0.234"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.242"
"hsa04925"	"Aldosterone synthesis and secretion"	"-0.257"
"hsa05213"	"Endometrial cancer"	"-0.266"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"-0.305"
"hsa04066"	"HIF-1 signaling pathway"	"-0.314"
"hsa04370"	"VEGF signaling pathway"	"-0.318"
"hsa04972"	"Pancreatic secretion"	"-0.355"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"-0.375"
"hsa05215"	"Prostate cancer"	"-0.402"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"-0.427"
"hsa00910"	"Nitrogen metabolism"	"-0.466"
"hsa00040"	"Pentose and glucuronate interconversions"	"-0.579"
"hsa04260"	"Cardiac muscle contraction"	"-0.595"
"hsa05133"	"Pertussis"	"-0.668"
"hsa04137"	"Mitophagy - animal"	"-0.677"
"hsa05223"	"Non-small cell lung cancer"	"-0.679"
"hsa00232"	"Caffeine metabolism"	"-0.68"
"hsa04970"	"Salivary secretion"	"-0.686"
"hsa05160"	"Hepatitis C"	"-0.706"
"hsa05222"	"Small cell lung cancer"	"-0.721"
"hsa05323"	"Rheumatoid arthritis"	"-0.779"
"hsa03060"	"Protein export"	"-0.797"
"hsa04151"	"PI3K-Akt signaling pathway"	"-0.813"
"hsa04064"	"NF-kappa B signaling pathway"	"-0.821"
"hsa04740"	"Olfactory transduction"	"-0.89"
"hsa05218"	"Melanoma"	"-0.903"
"hsa04926"	"Relaxin signaling pathway"	"-0.942"
"hsa04010"	"MAPK signaling pathway"	"-0.974"
"hsa04070"	"Phosphatidylinositol signaling system"	"-0.996"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"-1"
"hsa04973"	"Carbohydrate digestion and absorption"	"-1.019"
"hsa04744"	"Phototransduction"	"-1.05"
"hsa05131"	"Shigellosis"	"-1.071"
"hsa05214"	"Glioma"	"-1.09"
"hsa05221"	"Acute myeloid leukemia"	"-1.11"
"hsa05165"	"Human papillomavirus infection"	"-1.12"
"hsa03022"	"Basal transcription factors"	"-1.122"
"hsa05204"	"Chemical carcinogenesis"	"-1.128"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"-1.132"
"hsa04911"	"Insulin secretion"	"-1.159"
"hsa00830"	"Retinol metabolism"	"-1.177"
"hsa04912"	"GnRH signaling pathway"	"-1.182"
"hsa04310"	"Wnt signaling pathway"	"-1.2"
"hsa05212"	"Pancreatic cancer"	"-1.201"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-1.206"
"hsa00514"	"Other types of O-glycan biosynthesis"	"-1.314"
"hsa05152"	"Tuberculosis"	"-1.326"
"hsa04611"	"Platelet activation"	"-1.375"
"hsa04621"	"NOD-like receptor signaling pathway"	"-1.383"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"-1.414"
"hsa05220"	"Chronic myeloid leukemia"	"-1.428"
"hsa04974"	"Protein digestion and absorption"	"-1.467"
"hsa04340"	"Hedgehog signaling pathway"	"-1.491"
"hsa05217"	"Basal cell carcinoma"	"-1.588"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.601"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-1.626"
"hsa04927"	"Cortisol synthesis and secretion"	"-1.639"
"hsa05150"	"Staphylococcus aureus infection"	"-1.644"
"hsa04917"	"Prolactin signaling pathway"	"-1.656"
"hsa04672"	"Intestinal immune network for IgA production"	"-1.685"
"hsa04620"	"Toll-like receptor signaling pathway"	"-1.685"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"-1.691"
"hsa05033"	"Nicotine addiction"	"-1.735"
"hsa05012"	"Parkinson,s disease"	"-1.74"
"hsa05202"	"Transcriptional misregulation in cancer"	"-1.765"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-1.772"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"-1.773"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"-1.785"
"hsa04625"	"C-type lectin receptor signaling pathway"	"-1.791"
"hsa05231"	"Choline metabolism in cancer"	"-1.851"
"hsa04130"	"SNARE interactions in vesicular transport"	"-1.89"
"hsa05225"	"Hepatocellular carcinoma"	"-1.921"
"hsa05146"	"Amoebiasis"	"-1.971"
"hsa05140"	"Leishmaniasis"	"-1.995"
"hsa04668"	"TNF signaling pathway"	"-2.02"
"hsa00140"	"Steroid hormone biosynthesis"	"-2.053"
"hsa05206"	"MicroRNAs in cancer"	"-2.089"
"hsa04610"	"Complement and coagulation cascades"	"-2.105"
"hsa04072"	"Phospholipase D signaling pathway"	"-2.204"
"hsa05100"	"Bacterial invasion of epithelial cells"	"-2.24"
"hsa04950"	"Maturity onset diabetes of the young"	"-2.247"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"-2.263"
"hsa04919"	"Thyroid hormone signaling pathway"	"-2.272"
"hsa04658"	"Th1 and Th2 cell differentiation"	"-2.321"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"-2.414"
"hsa04722"	"Neurotrophin signaling pathway"	"-2.424"
"hsa05210"	"Colorectal cancer"	"-2.425"
"hsa04723"	"Retrograde endocannabinoid signaling"	"-2.447"
"hsa04670"	"Leukocyte transendothelial migration"	"-2.452"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-2.486"
"hsa00590"	"Arachidonic acid metabolism"	"-2.498"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-2.529"
"hsa05224"	"Breast cancer"	"-2.596"
"hsa04014"	"Ras signaling pathway"	"-2.612"
"hsa04659"	"Th17 cell differentiation"	"-2.615"
"hsa05161"	"Hepatitis B"	"-2.666"
"hsa04380"	"Osteoclast differentiation"	"-2.679"
"hsa04215"	"Apoptosis - multiple species"	"-2.696"
"hsa00190"	"Oxidative phosphorylation"	"-2.714"
"hsa05143"	"African trypanosomiasis"	"-2.78"
"hsa05144"	"Malaria"	"-2.807"
"hsa00591"	"Linoleic acid metabolism"	"-2.864"
"hsa05340"	"Primary immunodeficiency"	"-2.912"
"hsa04350"	"TGF-beta signaling pathway"	"-2.953"
"hsa05226"	"Gastric cancer"	"-2.965"
"hsa04660"	"T cell receptor signaling pathway"	"-3.043"
"hsa04020"	"Calcium signaling pathway"	"-3.062"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"-3.088"
"hsa04662"	"B cell receptor signaling pathway"	"-3.1"
"hsa05211"	"Renal cell carcinoma"	"-3.116"
"hsa04360"	"Axon guidance"	"-3.168"
"hsa04714"	"Thermogenesis"	"-3.188"
"hsa04330"	"Notch signaling pathway"	"-3.218"
"hsa04012"	"ErbB signaling pathway"	"-3.272"
"hsa04520"	"Adherens junction"	"-3.273"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-3.286"
"hsa04940"	"Type I diabetes mellitus"	"-3.374"
"hsa03020"	"RNA polymerase"	"-3.408"
"hsa05168"	"Herpes simplex infection"	"-3.435"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"-3.556"
"hsa04664"	"Fc epsilon RI signaling pathway"	"-3.703"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-3.812"
"hsa05205"	"Proteoglycans in cancer"	"-3.989"
"hsa04015"	"Rap1 signaling pathway"	"-4.004"
"hsa04810"	"Regulation of actin cytoskeleton"	"-4.144"
"hsa05016"	"Huntington,s disease"	"-4.175"
"hsa05200"	"Pathways in cancer"	"-4.29"
"hsa05310"	"Asthma"	"-4.595"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"-4.611"
"hsa05010"	"Alzheimer,s disease"	"-4.628"
"hsa04510"	"Focal adhesion"	"-4.632"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"-4.729"
"hsa04512"	"ECM-receptor interaction"	"-4.891"
"hsa05416"	"Viral myocarditis"	"-4.896"
"hsa05330"	"Allograft rejection"	"-5.148"
"hsa05320"	"Autoimmune thyroid disease"	"-5.254"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"-5.276"
"hsa05332"	"Graft-versus-host disease"	"-5.329"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"-5.332"
"hsa04630"	"Jak-STAT signaling pathway"	"-5.433"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"-6.174"
"hsa04640"	"Hematopoietic cell lineage"	"-6.483"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-7.34"
"hsa03040"	"Spliceosome"	"-9.385"
