"Pathway"	"Z-score"
"Bladder cancer"	"1.359"
"Cholinergic synapse"	"1.356"
"Neurotrophin signaling pathway"	"1.293"
"ABC transporters"	"1.291"
"Type I diabetes mellitus"	"1.237"
"Type II diabetes mellitus"	"1.228"
"Carbohydrate digestion and absorption"	"1.225"
"Pathways in cancer"	"1.214"
"Cysteine and methionine metabolism"	"1.212"
"Nucleotide excision repair"	"1.19"
"Arginine and proline metabolism"	"1.111"
"Spliceosome"	"1.099"
"Cholesterol metabolism"	"1.076"
"Estrogen signaling pathway"	"1.072"
"Hepatitis B"	"1.033"
"Endocytosis"	"1.019"
"Glutathione metabolism"	"1.002"
"Breast cancer"	"0.98"
"Gastric cancer"	"0.98"
"Pathogenic Escherichia coli infection"	"0.975"
"Phospholipase D signaling pathway"	"0.968"
"Endometrial cancer"	"0.953"
"Lysine degradation"	"0.913"
"Phagosome"	"0.906"
"Cushing's syndrome"	"0.893"
"Arachidonic acid metabolism"	"0.883"
"Drug metabolism - cytochrome P450"	"0.88"
"Glycerolipid metabolism"	"0.851"
"Cortisol synthesis and secretion"	"0.828"
"Mitophagy - animal"	"0.814"
"Inflammatory bowel disease (IBD)"	"0.812"
"Non-small cell lung cancer"	"0.811"
"Metabolism of xenobiotics by cytochrome P450"	"0.801"
"Renal cell carcinoma"	"0.771"
"Epithelial cell signaling in Helicobacter pylori infection"	"0.747"
"Drug metabolism - other enzymes"	"0.74"
"Alzheimer's disease"	"0.738"
"Melanoma"	"0.714"
"Adherens junction"	"0.692"
"Bile secretion"	"0.675"
"Chemical carcinogenesis"	"0.673"
"Alcoholism"	"0.666"
"MAPK signaling pathway"	"0.664"
"Chronic myeloid leukemia"	"0.66"
"Herpes simplex infection"	"0.626"
"Gastric acid secretion"	"0.624"
"Ribosome biogenesis in eukaryotes"	"0.62"
"Cardiac muscle contraction"	"0.616"
"Transcriptional misregulation in cancer"	"0.607"
"Proteoglycans in cancer"	"0.534"
"Insulin secretion"	"0.49"
"mRNA surveillance pathway"	"0.471"
"Regulation of actin cytoskeleton"	"0.468"
"GABAergic synapse"	"0.466"
"Dilated cardiomyopathy (DCM)"	"0.462"
"Th1 and Th2 cell differentiation"	"0.456"
"Protein digestion and absorption"	"0.448"
"NF-kappa B signaling pathway"	"0.431"
"Choline metabolism in cancer"	"0.386"
"Chagas disease (American trypanosomiasis)"	"0.357"
"Melanogenesis"	"0.346"
"Phosphatidylinositol signaling system"	"0.342"
"Th17 cell differentiation"	"0.297"
"Insulin resistance"	"0.296"
"Leukocyte transendothelial migration"	"0.23"
"Glutamatergic synapse"	"0.219"
"Thyroid hormone signaling pathway"	"0.187"
"HTLV-I infection"	"0.163"
"Vascular smooth muscle contraction"	"0.155"
"Osteoclast differentiation"	"0.109"
"Autophagy - animal"	"0.106"
"Relaxin signaling pathway"	"0.096"
"Natural killer cell mediated cytotoxicity"	"0.086"
"Hepatitis C"	"0.083"
"Signaling pathways regulating pluripotency of stem cells"	"0.051"
"Ubiquitin mediated proteolysis"	"0.045"
"Parkinson's disease"	"0.024"
"Fluid shear stress and atherosclerosis"	"0.016"
"Wnt signaling pathway"	"-0.015"
"Cell adhesion molecules (CAMs)"	"-0.022"
"Adrenergic signaling in cardiomyocytes"	"-0.024"
"Hippo signaling pathway"	"-0.062"
"D-Arginine and D-ornithine metabolism"	"-0.074"
"Oxytocin signaling pathway"	"-0.079"
"Biotin metabolism"	"-0.141"
"cGMP-PKG signaling pathway"	"-0.143"
"Lipoic acid metabolism"	"-0.145"
"Human papillomavirus infection"	"-0.155"
"NOD-like receptor signaling pathway"	"-0.168"
"Valine, leucine and isoleucine biosynthesis"	"-0.169"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.185"
"Caffeine metabolism"	"-0.188"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.188"
"D-Glutamine and D-glutamate metabolism"	"-0.191"
"Axon guidance"	"-0.197"
"Phosphonate and phosphinate metabolism"	"-0.2"
"Vitamin B6 metabolism"	"-0.201"
"Sulfur relay system"	"-0.226"
"Riboflavin metabolism"	"-0.237"
"Sulfur metabolism"	"-0.265"
"Synthesis and degradation of ketone bodies"	"-0.265"
"Kaposi's sarcoma-associated herpesvirus infection"	"-0.266"
"Chemokine signaling pathway"	"-0.27"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.283"
"Huntington's disease"	"-0.297"
"Non-homologous end-joining"	"-0.3"
"Fatty acid biosynthesis"	"-0.312"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.318"
"Thiamine metabolism"	"-0.318"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.32"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.326"
"Other glycan degradation"	"-0.338"
"Nitrogen metabolism"	"-0.341"
"Primary bile acid biosynthesis"	"-0.341"
"Focal adhesion"	"-0.342"
"Phenylalanine metabolism"	"-0.343"
"Ascorbate and aldarate metabolism"	"-0.347"
"Selenocompound metabolism"	"-0.353"
"Glycosaminoglycan degradation"	"-0.361"
"Steroid biosynthesis"	"-0.367"
"Pantothenate and CoA biosynthesis"	"-0.37"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.373"
"One carbon pool by folate"	"-0.373"
"Rap1 signaling pathway"	"-0.377"
"Other types of O-glycan biosynthesis"	"-0.387"
"Mannose type O-glycan biosynthesis"	"-0.401"
"Terpenoid backbone biosynthesis"	"-0.401"
"Biosynthesis of unsaturated fatty acids"	"-0.404"
"Pentose and glucuronate interconversions"	"-0.406"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.407"
"Histidine metabolism"	"-0.409"
"Protein export"	"-0.41"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.412"
"alpha-Linolenic acid metabolism"	"-0.413"
"Vitamin digestion and absorption"	"-0.415"
"Folate biosynthesis"	"-0.419"
"Maturity onset diabetes of the young"	"-0.419"
"Proximal tubule bicarbonate reclamation"	"-0.42"
"Glyoxylate and dicarboxylate metabolism"	"-0.437"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.441"
"Collecting duct acid secretion"	"-0.442"
"Nicotinate and nicotinamide metabolism"	"-0.444"
"Phototransduction"	"-0.452"
"Asthma"	"-0.466"
"Circadian rhythm"	"-0.466"
"Galactose metabolism"	"-0.468"
"Mucin type O-glycan biosynthesis"	"-0.472"
"RNA polymerase"	"-0.474"
"Porphyrin and chlorophyll metabolism"	"-0.476"
"Fructose and mannose metabolism"	"-0.48"
"Thermogenesis"	"-0.485"
"SNARE interactions in vesicular transport"	"-0.491"
"African trypanosomiasis"	"-0.493"
"Starch and sucrose metabolism"	"-0.497"
"Primary immunodeficiency"	"-0.498"
"Prion diseases"	"-0.501"
"Tyrosine metabolism"	"-0.504"
"Aldosterone-regulated sodium reabsorption"	"-0.518"
"Allograft rejection"	"-0.522"
"Tryptophan metabolism"	"-0.533"
"Nicotine addiction"	"-0.534"
"Fat digestion and absorption"	"-0.535"
"Glycine, serine and threonine metabolism"	"-0.539"
"Graft-versus-host disease"	"-0.544"
"Vasopressin-regulated water reabsorption"	"-0.557"
"Basal transcription factors"	"-0.559"
"Aminoacyl-tRNA biosynthesis"	"-0.562"
"Ether lipid metabolism"	"-0.563"
"Proteasome"	"-0.563"
"Fatty acid degradation"	"-0.568"
"Intestinal immune network for IgA production"	"-0.576"
"Valine, leucine and isoleucine degradation"	"-0.577"
"Sphingolipid metabolism"	"-0.579"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.58"
"Hedgehog signaling pathway"	"-0.58"
"Amino sugar and nucleotide sugar metabolism"	"-0.582"
"Notch signaling pathway"	"-0.585"
"Malaria"	"-0.586"
"Steroid hormone biosynthesis"	"-0.586"
"Cocaine addiction"	"-0.591"
"N-Glycan biosynthesis"	"-0.595"
"Mineral absorption"	"-0.599"
"Ovarian steroidogenesis"	"-0.6"
"Fanconi anemia pathway"	"-0.607"
"Autoimmune thyroid disease"	"-0.614"
"Regulation of lipolysis in adipocytes"	"-0.62"
"Staphylococcus aureus infection"	"-0.621"
"Retinol metabolism"	"-0.628"
"VEGF signaling pathway"	"-0.642"
"Viral myocarditis"	"-0.644"
"Cytokine-cytokine receptor interaction"	"-0.659"
"Cytosolic DNA-sensing pathway"	"-0.663"
"Basal cell carcinoma"	"-0.666"
"Synaptic vesicle cycle"	"-0.67"
"Shigellosis"	"-0.68"
"Fc epsilon RI signaling pathway"	"-0.686"
"RIG-I-like receptor signaling pathway"	"-0.69"
"B cell receptor signaling pathway"	"-0.704"
"Prolactin signaling pathway"	"-0.711"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.712"
"PPAR signaling pathway"	"-0.717"
"Leishmaniasis"	"-0.721"
"Bacterial invasion of epithelial cells"	"-0.722"
"Inositol phosphate metabolism"	"-0.724"
"RNA degradation"	"-0.732"
"Thyroid hormone synthesis"	"-0.733"
"Pertussis"	"-0.741"
"Complement and coagulation cascades"	"-0.742"
"Peroxisome"	"-0.748"
"ECM-receptor interaction"	"-0.766"
"TGF-beta signaling pathway"	"-0.772"
"Salmonella infection"	"-0.773"
"Taste transduction"	"-0.782"
"Fc gamma R-mediated phagocytosis"	"-0.796"
"Rheumatoid arthritis"	"-0.797"
"GnRH signaling pathway"	"-0.804"
"IL-17 signaling pathway"	"-0.804"
"Morphine addiction"	"-0.808"
"Small cell lung cancer"	"-0.809"
"Inflammatory mediator regulation of TRP channels"	"-0.819"
"Amoebiasis"	"-0.821"
"Hematopoietic cell lineage"	"-0.833"
"Pyrimidine metabolism"	"-0.838"
"AGE-RAGE signaling pathway in diabetic complications"	"-0.839"
"T cell receptor signaling pathway"	"-0.846"
"Toll-like receptor signaling pathway"	"-0.852"
"TNF signaling pathway"	"-0.873"
"C-type lectin receptor signaling pathway"	"-0.878"
"Sphingolipid signaling pathway"	"-0.927"
"Lysosome"	"-0.931"
"Platelet activation"	"-0.952"
"Oxidative phosphorylation"	"-0.955"
"PI3K-Akt signaling pathway"	"-0.955"
"Ribosome"	"-0.965"
"Systemic lupus erythematosus"	"-0.965"
"Dopaminergic synapse"	"-0.975"
"Non-alcoholic fatty liver disease (NAFLD)"	"-1.018"
"Retrograde endocannabinoid signaling"	"-1.029"
"RNA transport"	"-1.087"
"Purine metabolism"	"-1.096"
"Tuberculosis"	"-1.12"
"Ras signaling pathway"	"-1.289"
"Olfactory transduction"	"-1.734"
