"Pathway"	"zscore"
"Small cell lung cancer"	"3.213"
"Human papillomavirus infection"	"3.211"
"Shigellosis"	"3.178"
"Pentose phosphate pathway"	"3.174"
"RIG-I-like receptor signaling pathway"	"3.152"
"Glutamatergic synapse"	"3.14"
"Chemokine signaling pathway"	"3.139"
"GnRH signaling pathway"	"3.129"
"Vibrio cholerae infection"	"3.117"
"Pertussis"	"3.071"
"Apoptosis"	"3.068"
"Chagas disease (American trypanosomiasis)"	"3.055"
"Adrenergic signaling in cardiomyocytes"	"3.037"
"Amoebiasis"	"3.035"
"Dilated cardiomyopathy (DCM)"	"3.016"
"Hepatocellular carcinoma"	"2.949"
"Cholinergic synapse"	"2.912"
"Th17 cell differentiation"	"2.905"
"Glucagon signaling pathway"	"2.904"
"Other types of O-glycan biosynthesis"	"2.903"
"Glycosphingolipid biosynthesis - ganglio series"	"2.836"
"Sphingolipid signaling pathway"	"2.821"
"Toll-like receptor signaling pathway"	"2.817"
"Collecting duct acid secretion"	"2.806"
"Proteasome"	"2.779"
"Linoleic acid metabolism"	"2.774"
"Rheumatoid arthritis"	"2.764"
"Measles"	"2.744"
"Progesterone-mediated oocyte maturation"	"2.732"
"NOD-like receptor signaling pathway"	"2.687"
"Type I diabetes mellitus"	"2.606"
"Serotonergic synapse"	"2.579"
"Neuroactive ligand-receptor interaction"	"2.575"
"cAMP signaling pathway"	"2.51"
"Osteoclast differentiation"	"2.496"
"Platelet activation"	"2.485"
"Circadian entrainment"	"2.412"
"Staphylococcus aureus infection"	"2.408"
"AMPK signaling pathway"	"2.386"
"Protein digestion and absorption"	"2.35"
"RNA degradation"	"2.322"
"Oxytocin signaling pathway"	"2.312"
"GABAergic synapse"	"2.25"
"Melanoma"	"2.245"
"Propanoate metabolism"	"2.241"
"Calcium signaling pathway"	"2.238"
"Asthma"	"2.236"
"Insulin resistance"	"2.224"
"Melanogenesis"	"2.219"
"Regulation of lipolysis in adipocytes"	"2.202"
"Cell adhesion molecules (CAMs)"	"2.132"
"Salmonella infection"	"2.097"
"Hematopoietic cell lineage"	"2.096"
"Pancreatic cancer"	"2.096"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"2.095"
"Choline metabolism in cancer"	"2.09"
"Longevity regulating pathway"	"2.085"
"Tight junction"	"2.06"
"Apelin signaling pathway"	"2.049"
"AGE-RAGE signaling pathway in diabetic complications"	"2.048"
"C-type lectin receptor signaling pathway"	"2.044"
"Inflammatory bowel disease (IBD)"	"2.035"
"Morphine addiction"	"2.03"
"Hepatitis C"	"2.02"
"Th1 and Th2 cell differentiation"	"2.018"
"Gastric acid secretion"	"1.996"
"Pentose and glucuronate interconversions"	"1.986"
"Long-term depression"	"1.951"
"Dopaminergic synapse"	"1.942"
"Phosphonate and phosphinate metabolism"	"1.928"
"Bacterial invasion of epithelial cells"	"1.914"
"Regulation of actin cytoskeleton"	"1.914"
"Adipocytokine signaling pathway"	"1.906"
"Endocrine and other factor-regulated calcium reabsorption"	"1.838"
"Valine, leucine and isoleucine biosynthesis"	"1.833"
"FoxO signaling pathway"	"1.778"
"Type II diabetes mellitus"	"1.776"
"TGF-beta signaling pathway"	"1.774"
"Bladder cancer"	"1.768"
"Graft-versus-host disease"	"1.746"
"Intestinal immune network for IgA production"	"1.735"
"Salivary secretion"	"1.715"
"Ferroptosis"	"1.692"
"Epstein-Barr virus infection"	"1.646"
"Allograft rejection"	"1.622"
"Alzheimer's disease"	"1.608"
"SNARE interactions in vesicular transport"	"1.576"
"Aldosterone-regulated sodium reabsorption"	"1.555"
"Ras signaling pathway"	"1.543"
"Retrograde endocannabinoid signaling"	"1.495"
"HTLV-I infection"	"1.471"
"Peroxisome"	"1.47"
"Maturity onset diabetes of the young"	"1.465"
"Endometrial cancer"	"1.446"
"Prolactin signaling pathway"	"1.446"
"Ascorbate and aldarate metabolism"	"1.442"
"Thyroid hormone signaling pathway"	"1.42"
"Wnt signaling pathway"	"1.417"
"mTOR signaling pathway"	"1.411"
"Synaptic vesicle cycle"	"1.406"
"Carbohydrate digestion and absorption"	"1.384"
"Fatty acid biosynthesis"	"1.381"
"Vascular smooth muscle contraction"	"1.359"
"Neurotrophin signaling pathway"	"1.351"
"RNA transport"	"1.325"
"Fatty acid elongation"	"1.282"
"MicroRNAs in cancer"	"1.161"
"Acute myeloid leukemia"	"1.123"
"Biotin metabolism"	"1.104"
"Sphingolipid metabolism"	"1.098"
"Selenocompound metabolism"	"1.089"
"Renin-angiotensin system"	"1.085"
"Non-small cell lung cancer"	"1.067"
"Autophagy - other"	"1.046"
"Biosynthesis of unsaturated fatty acids"	"1.043"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"1.043"
"Glioma"	"1.039"
"Gastric cancer"	"1.035"
"Autoimmune thyroid disease"	"0.995"
"Autophagy - animal"	"0.961"
"Thyroid cancer"	"0.949"
"Breast cancer"	"0.877"
"Oocyte meiosis"	"0.873"
"VEGF signaling pathway"	"0.829"
"Hypertrophic cardiomyopathy (HCM)"	"0.785"
"Malaria"	"0.743"
"Kaposi's sarcoma-associated herpesvirus infection"	"0.726"
"Viral myocarditis"	"0.72"
"Leukocyte transendothelial migration"	"0.719"
"Chronic myeloid leukemia"	"0.663"
"Non-homologous end-joining"	"0.656"
"Colorectal cancer"	"0.647"
"Renal cell carcinoma"	"0.626"
"Hedgehog signaling pathway"	"0.502"
"African trypanosomiasis"	"0.494"
"Notch signaling pathway"	"0.483"
"Amyotrophic lateral sclerosis (ALS)"	"0.482"
"T cell receptor signaling pathway"	"0.481"
"Proximal tubule bicarbonate reclamation"	"0.447"
"Thiamine metabolism"	"0.446"
"Amphetamine addiction"	"0.444"
"Nitrogen metabolism"	"0.44"
"Cellular senescence"	"0.43"
"Mineral absorption"	"0.413"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"0.404"
"Proteoglycans in cancer"	"0.4"
"Renin secretion"	"0.385"
"Jak-STAT signaling pathway"	"0.384"
"Circadian rhythm"	"0.355"
"Insulin signaling pathway"	"0.303"
"Inflammatory mediator regulation of TRP channels"	"0.28"
"Caffeine metabolism"	"0.277"
"Hepatitis B"	"0.255"
"ErbB signaling pathway"	"0.248"
"Inositol phosphate metabolism"	"0.207"
"Taurine and hypotaurine metabolism"	"0.178"
"Long-term potentiation"	"0.159"
"Thermogenesis"	"0.158"
"Protein export"	"0.139"
"alpha-Linolenic acid metabolism"	"0.083"
"Fc epsilon RI signaling pathway"	"0.064"
"Folate biosynthesis"	"0.053"
"Fc gamma R-mediated phagocytosis"	"0.043"
"Oxidative phosphorylation"	"0.021"
"B cell receptor signaling pathway"	"-0.029"
"D-Arginine and D-ornithine metabolism"	"-0.1"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.104"
"Vasopressin-regulated water reabsorption"	"-0.172"
"Ether lipid metabolism"	"-0.255"
"Mitophagy - animal"	"-0.304"
"ABC transporters"	"-0.318"
"Vitamin B6 metabolism"	"-0.32"
"p53 signaling pathway"	"-0.532"
"Phosphatidylinositol signaling system"	"-0.54"
"Porphyrin and chlorophyll metabolism"	"-0.605"
"Hippo signaling pathway"	"-0.613"
"Non-alcoholic fatty liver disease (NAFLD)"	"-0.624"
"Signaling pathways regulating pluripotency of stem cells"	"-0.629"
"Purine metabolism"	"-0.674"
"Lipoic acid metabolism"	"-0.901"
"Parkinson's disease"	"-0.917"
"Nicotine addiction"	"-0.924"
"NF-kappa B signaling pathway"	"-0.957"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.978"
"Transcriptional misregulation in cancer"	"-1.005"
"D-Glutamine and D-glutamate metabolism"	"-1.017"
"Hippo signaling pathway - multiple species"	"-1.018"
"Mucin type O-glycan biosynthesis"	"-1.033"
"Axon guidance"	"-1.081"
"Primary immunodeficiency"	"-1.155"
"Basal cell carcinoma"	"-1.376"
"Sulfur metabolism"	"-1.414"
"Olfactory transduction"	"-1.417"
"Cardiac muscle contraction"	"-1.418"
"Natural killer cell mediated cytotoxicity"	"-1.441"
"Ribosome"	"-1.461"
"Ubiquitin mediated proteolysis"	"-1.547"
"Nicotinate and nicotinamide metabolism"	"-1.639"
"Herpes simplex infection"	"-1.646"
"Apoptosis - multiple species"	"-1.649"
"Cytosolic DNA-sensing pathway"	"-1.678"
"Sulfur relay system"	"-1.702"
"Huntington's disease"	"-1.738"
"Phototransduction"	"-1.758"
"Cell cycle"	"-1.876"
"Viral carcinogenesis"	"-2.093"
"mRNA surveillance pathway"	"-2.136"
"Necroptosis"	"-2.141"
"Base excision repair"	"-2.306"
"DNA replication"	"-2.637"
"Pyrimidine metabolism"	"-3.233"
"Mismatch repair"	"-3.485"
"Homologous recombination"	"-3.735"
"Fanconi anemia pathway"	"-4.168"
"Alcoholism"	"-4.328"
"RNA polymerase"	"-5.117"
"Basal transcription factors"	"-5.288"
"Systemic lupus erythematosus"	"-5.347"
"Nucleotide excision repair"	"-5.836"
"Spliceosome"	"-6.409"
"Ribosome biogenesis in eukaryotes"	"-6.814"
