"Pathway"	"Z-score"
"Sulfur relay system"	"-0.154"
"Sulfur metabolism"	"-0.168"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.176"
"Taurine and hypotaurine metabolism"	"-0.177"
"Synthesis and degradation of ketone bodies"	"-0.179"
"Non-homologous end-joining"	"-0.189"
"Fatty acid biosynthesis"	"-0.196"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.199"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.208"
"Thiamine metabolism"	"-0.21"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.212"
"Ascorbate and aldarate metabolism"	"-0.221"
"Phenylalanine metabolism"	"-0.224"
"Primary bile acid biosynthesis"	"-0.225"
"Other glycan degradation"	"-0.229"
"Selenocompound metabolism"	"-0.229"
"Steroid biosynthesis"	"-0.232"
"Nitrogen metabolism"	"-0.237"
"Arginine biosynthesis"	"-0.241"
"Glycosaminoglycan degradation"	"-0.241"
"One carbon pool by folate"	"-0.241"
"Pantothenate and CoA biosynthesis"	"-0.243"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.246"
"Mismatch repair"	"-0.258"
"Histidine metabolism"	"-0.259"
"Protein export"	"-0.261"
"Terpenoid backbone biosynthesis"	"-0.261"
"Other types of O-glycan biosynthesis"	"-0.264"
"Proximal tubule bicarbonate reclamation"	"-0.264"
"Renin-angiotensin system"	"-0.266"
"Mannose type O-glycan biosynthesis"	"-0.267"
"Biosynthesis of unsaturated fatty acids"	"-0.271"
"alpha-Linolenic acid metabolism"	"-0.273"
"Folate biosynthesis"	"-0.275"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.275"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.276"
"Collecting duct acid secretion"	"-0.28"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.283"
"Maturity onset diabetes of the young"	"-0.284"
"Linoleic acid metabolism"	"-0.287"
"Phototransduction"	"-0.288"
"Fatty acid elongation"	"-0.289"
"Hippo signaling pathway - multiple species"	"-0.291"
"Butanoate metabolism"	"-0.292"
"Asthma"	"-0.294"
"Glyoxylate and dicarboxylate metabolism"	"-0.295"
"Circadian rhythm"	"-0.298"
"Mucin type O-glycan biosynthesis"	"-0.3"
"Citrate cycle (TCA cycle)"	"-0.303"
"Nicotinate and nicotinamide metabolism"	"-0.303"
"Pentose phosphate pathway"	"-0.306"
"Propanoate metabolism"	"-0.306"
"Apoptosis - multiple species"	"-0.312"
"Autophagy - other"	"-0.312"
"Porphyrin and chlorophyll metabolism"	"-0.316"
"RNA polymerase"	"-0.316"
"SNARE interactions in vesicular transport"	"-0.317"
"African trypanosomiasis"	"-0.323"
"Prion diseases"	"-0.324"
"Alanine, aspartate and glutamate metabolism"	"-0.325"
"Allograft rejection"	"-0.327"
"Tyrosine metabolism"	"-0.329"
"Graft-versus-host disease"	"-0.339"
"Aldosterone-regulated sodium reabsorption"	"-0.341"
"Glycine, serine and threonine metabolism"	"-0.341"
"Homologous recombination"	"-0.346"
"Nicotine addiction"	"-0.347"
"Pyruvate metabolism"	"-0.347"
"Tryptophan metabolism"	"-0.347"
"Ferroptosis"	"-0.351"
"Fat digestion and absorption"	"-0.354"
"ABC transporters"	"-0.362"
"Vasopressin-regulated water reabsorption"	"-0.368"
"Ether lipid metabolism"	"-0.369"
"Sphingolipid metabolism"	"-0.37"
"Basal transcription factors"	"-0.371"
"Intestinal immune network for IgA production"	"-0.372"
"Fatty acid degradation"	"-0.375"
"Proteasome"	"-0.375"
"Malaria"	"-0.376"
"Cocaine addiction"	"-0.377"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.379"
"Hedgehog signaling pathway"	"-0.379"
"Nucleotide excision repair"	"-0.38"
"Vibrio cholerae infection"	"-0.38"
"Steroid hormone biosynthesis"	"-0.382"
"Notch signaling pathway"	"-0.383"
"Valine, leucine and isoleucine degradation"	"-0.385"
"Ovarian steroidogenesis"	"-0.386"
"Cholesterol metabolism"	"-0.389"
"Autoimmune thyroid disease"	"-0.391"
"Amyotrophic lateral sclerosis (ALS)"	"-0.394"
"N-Glycan biosynthesis"	"-0.395"
"Staphylococcus aureus infection"	"-0.397"
"Fanconi anemia pathway"	"-0.398"
"Regulation of lipolysis in adipocytes"	"-0.398"
"Pathogenic Escherichia coli infection"	"-0.405"
"Mineral absorption"	"-0.408"
"Retinol metabolism"	"-0.409"
"Viral myocarditis"	"-0.412"
"Drug metabolism - cytochrome P450"	"-0.418"
"Long-term depression"	"-0.419"
"Lysine degradation"	"-0.419"
"Arachidonic acid metabolism"	"-0.428"
"Synaptic vesicle cycle"	"-0.432"
"VEGF signaling pathway"	"-0.432"
"Glycerolipid metabolism"	"-0.433"
"Metabolism of xenobiotics by cytochrome P450"	"-0.434"
"Basal cell carcinoma"	"-0.437"
"Shigellosis"	"-0.438"
"Renin secretion"	"-0.439"
"Cytosolic DNA-sensing pathway"	"-0.44"
"Cortisol synthesis and secretion"	"-0.442"
"Amphetamine addiction"	"-0.444"
"Longevity regulating pathway - multiple species"	"-0.445"
"Inflammatory bowel disease (IBD)"	"-0.446"
"Long-term potentiation"	"-0.447"
"Drug metabolism - other enzymes"	"-0.452"
"Fc epsilon RI signaling pathway"	"-0.453"
"Adipocytokine signaling pathway"	"-0.454"
"Epithelial cell signaling in Helicobacter pylori infection"	"-0.455"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.458"
"Adherens junction"	"-0.463"
"Mitophagy - animal"	"-0.463"
"Prolactin signaling pathway"	"-0.464"
"Bacterial invasion of epithelial cells"	"-0.466"
"Chemical carcinogenesis"	"-0.466"
"Leishmaniasis"	"-0.468"
"B cell receptor signaling pathway"	"-0.469"
"Thyroid hormone synthesis"	"-0.469"
"PPAR signaling pathway"	"-0.47"
"Renal cell carcinoma"	"-0.472"
"RIG-I-like receptor signaling pathway"	"-0.472"
"Bile secretion"	"-0.473"
"Pertussis"	"-0.473"
"Gastric acid secretion"	"-0.474"
"Inositol phosphate metabolism"	"-0.48"
"Antigen processing and presentation"	"-0.487"
"Cardiac muscle contraction"	"-0.488"
"Complement and coagulation cascades"	"-0.489"
"ECM-receptor interaction"	"-0.494"
"Insulin secretion"	"-0.497"
"Hypertrophic cardiomyopathy (HCM)"	"-0.498"
"Peroxisome"	"-0.505"
"Taste transduction"	"-0.506"
"Salmonella infection"	"-0.51"
"Protein digestion and absorption"	"-0.514"
"Dilated cardiomyopathy (DCM)"	"-0.516"
"GABAergic synapse"	"-0.516"
"Gap junction"	"-0.519"
"GnRH signaling pathway"	"-0.521"
"Salivary secretion"	"-0.521"
"Rheumatoid arthritis"	"-0.525"
"Morphine addiction"	"-0.526"
"mRNA surveillance pathway"	"-0.526"
"Fc gamma R-mediated phagocytosis"	"-0.529"
"NF-kappa B signaling pathway"	"-0.53"
"Circadian entrainment"	"-0.531"
"Longevity regulating pathway"	"-0.532"
"Aldosterone synthesis and secretion"	"-0.533"
"Inflammatory mediator regulation of TRP channels"	"-0.534"
"Th1 and Th2 cell differentiation"	"-0.534"
"Pancreatic secretion"	"-0.535"
"Glycerophospholipid metabolism"	"-0.54"
"IL-17 signaling pathway"	"-0.54"
"Amoebiasis"	"-0.541"
"Hematopoietic cell lineage"	"-0.541"
"Prostate cancer"	"-0.551"
"Melanogenesis"	"-0.553"
"Chagas disease (American trypanosomiasis)"	"-0.555"
"Choline metabolism in cancer"	"-0.558"
"Phosphatidylinositol signaling system"	"-0.559"
"Th17 cell differentiation"	"-0.564"
"Toll-like receptor signaling pathway"	"-0.566"
"Glucagon signaling pathway"	"-0.569"
"TNF signaling pathway"	"-0.572"
"C-type lectin receptor signaling pathway"	"-0.573"
"Toxoplasmosis"	"-0.578"
"Insulin resistance"	"-0.579"
"Serotonergic synapse"	"-0.579"
"Cholinergic synapse"	"-0.585"
"Leukocyte transendothelial migration"	"-0.586"
"Glutamatergic synapse"	"-0.59"
"Vascular smooth muscle contraction"	"-0.593"
"Neurotrophin signaling pathway"	"-0.601"
"Sphingolipid signaling pathway"	"-0.601"
"Platelet activation"	"-0.604"
"AMPK signaling pathway"	"-0.611"
"Lysosome"	"-0.613"
"Systemic lupus erythematosus"	"-0.618"
"Spliceosome"	"-0.62"
"Dopaminergic synapse"	"-0.622"
"Osteoclast differentiation"	"-0.627"
"Oxidative phosphorylation"	"-0.63"
"Relaxin signaling pathway"	"-0.63"
"Ribosome"	"-0.63"
"Natural killer cell mediated cytotoxicity"	"-0.632"
"Estrogen signaling pathway"	"-0.639"
"Apelin signaling pathway"	"-0.64"
"Autophagy - animal"	"-0.641"
"Ubiquitin mediated proteolysis"	"-0.645"
"Fluid shear stress and atherosclerosis"	"-0.646"
"Parkinson's disease"	"-0.648"
"Cell adhesion molecules (CAMs)"	"-0.649"
"Hepatitis C"	"-0.649"
"Retrograde endocannabinoid signaling"	"-0.653"
"Adrenergic signaling in cardiomyocytes"	"-0.654"
"Apoptosis"	"-0.658"
"Phagosome"	"-0.664"
"Phospholipase D signaling pathway"	"-0.665"
"Non-alcoholic fatty liver disease (NAFLD)"	"-0.672"
"Oxytocin signaling pathway"	"-0.672"
"mTOR signaling pathway"	"-0.69"
"cGMP-PKG signaling pathway"	"-0.699"
"Necroptosis"	"-0.706"
"RNA transport"	"-0.708"
"Protein processing in endoplasmic reticulum"	"-0.712"
"NOD-like receptor signaling pathway"	"-0.713"
"Purine metabolism"	"-0.717"
"Alzheimer's disease"	"-0.722"
"Influenza A"	"-0.727"
"Alcoholism"	"-0.73"
"Calcium signaling pathway"	"-0.74"
"Axon guidance"	"-0.746"
"Chemokine signaling pathway"	"-0.757"
"Herpes simplex infection"	"-0.757"
"Huntington's disease"	"-0.759"
"cAMP signaling pathway"	"-0.774"
"Focal adhesion"	"-0.783"
"Rap1 signaling pathway"	"-0.783"
"Regulation of actin cytoskeleton"	"-0.814"
"Ras signaling pathway"	"-0.846"
"Endocytosis"	"-0.86"
"Cytokine-cytokine receptor interaction"	"-0.914"
"Neuroactive ligand-receptor interaction"	"-0.926"
"Olfactory transduction"	"-1.121"
