"Pathway"	"Z-score"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.582"
"ABC transporters"	"-0.598"
"Bladder cancer"	"-0.662"
"Protein export"	"-0.684"
"D-Glutamine and D-glutamate metabolism"	"-0.762"
"Synthesis and degradation of ketone bodies"	"-0.77"
"Insulin resistance"	"-0.772"
"Fatty acid elongation"	"-0.797"
"Arachidonic acid metabolism"	"-0.844"
"Toxoplasmosis"	"-0.854"
"Hypertrophic cardiomyopathy (HCM)"	"-0.863"
"Autophagy - other"	"-0.903"
"Butanoate metabolism"	"-0.96"
"Thermogenesis"	"-1.013"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-1.067"
"Porphyrin and chlorophyll metabolism"	"-1.069"
"Vitamin digestion and absorption"	"-1.069"
"Other types of O-glycan biosynthesis"	"-1.116"
"Vascular smooth muscle contraction"	"-1.164"
"Dilated cardiomyopathy (DCM)"	"-1.176"
"Ferroptosis"	"-1.285"
"Primary bile acid biosynthesis"	"-1.409"
"Linoleic acid metabolism"	"-1.417"
"Cardiac muscle contraction"	"-1.461"
"Herpes simplex infection"	"-1.489"
"Mannose type O-glycan biosynthesis"	"-1.492"
"Small cell lung cancer"	"-1.554"
"Hippo signaling pathway"	"-1.56"
"Nucleotide excision repair"	"-1.562"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-1.563"
"Proximal tubule bicarbonate reclamation"	"-1.583"
"Progesterone-mediated oocyte maturation"	"-1.586"
"Type II diabetes mellitus"	"-1.714"
"HTLV-I infection"	"-1.848"
"Rheumatoid arthritis"	"-1.851"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-1.869"
"N-Glycan biosynthesis"	"-1.9"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.913"
"Salmonella infection"	"-1.953"
"Inflammatory bowel disease (IBD)"	"-1.973"
"Non-alcoholic fatty liver disease (NAFLD)"	"-1.999"
"Apoptosis - multiple species"	"-2.017"
"Malaria"	"-2.021"
"NOD-like receptor signaling pathway"	"-2.036"
"Mineral absorption"	"-2.084"
"Synaptic vesicle cycle"	"-2.148"
"Longevity regulating pathway"	"-2.247"
"Long-term potentiation"	"-2.276"
"Alzheimer's disease"	"-2.303"
"AMPK signaling pathway"	"-2.314"
"Cholesterol metabolism"	"-2.375"
"Mucin type O-glycan biosynthesis"	"-2.392"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-2.393"
"Type I diabetes mellitus"	"-2.401"
"Pertussis"	"-2.468"
"MAPK signaling pathway"	"-2.472"
"Ubiquitin mediated proteolysis"	"-2.486"
"Adherens junction"	"-2.49"
"Epithelial cell signaling in Helicobacter pylori infection"	"-2.492"
"African trypanosomiasis"	"-2.562"
"Inflammatory mediator regulation of TRP channels"	"-2.581"
"NF-kappa B signaling pathway"	"-2.587"
"ECM-receptor interaction"	"-2.604"
"Primary immunodeficiency"	"-2.611"
"Melanoma"	"-2.753"
"Adrenergic signaling in cardiomyocytes"	"-2.771"
"Renin-angiotensin system"	"-2.796"
"Bile secretion"	"-2.815"
"Drug metabolism - cytochrome P450"	"-2.949"
"Cell adhesion molecules (CAMs)"	"-2.989"
"TGF-beta signaling pathway"	"-3.005"
"Basal cell carcinoma"	"-3.053"
"Leishmaniasis"	"-3.059"
"IL-17 signaling pathway"	"-3.061"
"cGMP-PKG signaling pathway"	"-3.149"
"Non-small cell lung cancer"	"-3.18"
"Olfactory transduction"	"-3.196"
"Endocrine and other factor-regulated calcium reabsorption"	"-3.229"
"MicroRNAs in cancer"	"-3.256"
"Breast cancer"	"-3.271"
"Metabolism of xenobiotics by cytochrome P450"	"-3.272"
"Thyroid hormone signaling pathway"	"-3.303"
"Nicotine addiction"	"-3.335"
"Intestinal immune network for IgA production"	"-3.369"
"Ovarian steroidogenesis"	"-3.372"
"Cocaine addiction"	"-3.377"
"Th17 cell differentiation"	"-3.387"
"Prostate cancer"	"-3.436"
"Inositol phosphate metabolism"	"-3.499"
"Carbohydrate digestion and absorption"	"-3.512"
"Thyroid hormone synthesis"	"-3.526"
"Notch signaling pathway"	"-3.546"
"Pancreatic cancer"	"-3.554"
"Phototransduction"	"-3.588"
"Huntington's disease"	"-3.621"
"SNARE interactions in vesicular transport"	"-3.64"
"mTOR signaling pathway"	"-3.642"
"Chronic myeloid leukemia"	"-3.668"
"Viral myocarditis"	"-3.67"
"Glioma"	"-3.712"
"Basal transcription factors"	"-3.725"
"C-type lectin receptor signaling pathway"	"-3.797"
"Acute myeloid leukemia"	"-3.813"
"FoxO signaling pathway"	"-3.825"
"RNA polymerase"	"-3.837"
"Protein digestion and absorption"	"-3.919"
"RIG-I-like receptor signaling pathway"	"-3.952"
"Th1 and Th2 cell differentiation"	"-3.962"
"Adipocytokine signaling pathway"	"-4.017"
"Chemical carcinogenesis"	"-4.039"
"Spliceosome"	"-4.115"
"Endometrial cancer"	"-4.153"
"Prolactin signaling pathway"	"-4.187"
"Shigellosis"	"-4.196"
"AGE-RAGE signaling pathway in diabetic complications"	"-4.226"
"Choline metabolism in cancer"	"-4.277"
"Platelet activation"	"-4.286"
"Cortisol synthesis and secretion"	"-4.293"
"Cushing's syndrome"	"-4.332"
"Steroid hormone biosynthesis"	"-4.354"
"Asthma"	"-4.356"
"Autophagy - animal"	"-4.361"
"TNF signaling pathway"	"-4.365"
"Graft-versus-host disease"	"-4.402"
"Neurotrophin signaling pathway"	"-4.467"
"Hepatocellular carcinoma"	"-4.472"
"GnRH signaling pathway"	"-4.519"
"Colorectal cancer"	"-4.533"
"Insulin secretion"	"-4.581"
"Cytosolic DNA-sensing pathway"	"-4.59"
"Proteoglycans in cancer"	"-4.601"
"Gastric acid secretion"	"-4.621"
"Allograft rejection"	"-4.635"
"Endocytosis"	"-4.671"
"Aldosterone synthesis and secretion"	"-4.675"
"Focal adhesion"	"-4.698"
"Retrograde endocannabinoid signaling"	"-4.711"
"Phosphatidylinositol signaling system"	"-4.727"
"Apelin signaling pathway"	"-4.74"
"Hematopoietic cell lineage"	"-4.788"
"Vasopressin-regulated water reabsorption"	"-4.793"
"Aldosterone-regulated sodium reabsorption"	"-4.802"
"Bacterial invasion of epithelial cells"	"-4.808"
"Autoimmune thyroid disease"	"-4.91"
"Dopaminergic synapse"	"-4.927"
"Fc gamma R-mediated phagocytosis"	"-5.027"
"Renal cell carcinoma"	"-5.146"
"Amyotrophic lateral sclerosis (ALS)"	"-5.174"
"Gastric cancer"	"-5.202"
"Regulation of actin cytoskeleton"	"-5.267"
"Human papillomavirus infection"	"-5.308"
"Toll-like receptor signaling pathway"	"-5.31"
"Renin secretion"	"-5.328"
"Hepatitis C"	"-5.336"
"B cell receptor signaling pathway"	"-5.371"
"Salivary secretion"	"-5.374"
"Jak-STAT signaling pathway"	"-5.453"
"Staphylococcus aureus infection"	"-5.604"
"Hepatitis B"	"-5.613"
"Osteoclast differentiation"	"-5.643"
"Pancreatic secretion"	"-5.659"
"Leukocyte transendothelial migration"	"-5.683"
"ErbB signaling pathway"	"-5.807"
"PI3K-Akt signaling pathway"	"-5.868"
"Long-term depression"	"-5.904"
"GABAergic synapse"	"-6.004"
"Regulation of lipolysis in adipocytes"	"-6.031"
"Chagas disease (American trypanosomiasis)"	"-6.043"
"Complement and coagulation cascades"	"-6.153"
"Signaling pathways regulating pluripotency of stem cells"	"-6.225"
"Amoebiasis"	"-6.268"
"Morphine addiction"	"-6.293"
"Melanogenesis"	"-6.385"
"VEGF signaling pathway"	"-6.408"
"Tuberculosis"	"-6.51"
"Sphingolipid signaling pathway"	"-6.748"
"T cell receptor signaling pathway"	"-6.805"
"Circadian entrainment"	"-7.102"
"Relaxin signaling pathway"	"-7.175"
"Fc epsilon RI signaling pathway"	"-7.233"
"Kaposi's sarcoma-associated herpesvirus infection"	"-7.332"
"Serotonergic synapse"	"-7.335"
"Calcium signaling pathway"	"-7.43"
"cAMP signaling pathway"	"-7.696"
"Natural killer cell mediated cytotoxicity"	"-8.191"
"Taste transduction"	"-8.443"
"Glutamatergic synapse"	"-8.538"
"Cholinergic synapse"	"-8.681"
"Pathways in cancer"	"-8.839"
"Axon guidance"	"-8.976"
"Ras signaling pathway"	"-9.408"
"Phospholipase D signaling pathway"	"-9.771"
"Rap1 signaling pathway"	"-10.278"
"Cytokine-cytokine receptor interaction"	"-10.572"
"Chemokine signaling pathway"	"-12.209"
"Neuroactive ligand-receptor interaction"	"-17.154"
