"Pathway"	"Z-score"
"Proximal tubule bicarbonate reclamation"	"-0.494"
"Mannose type O-glycan biosynthesis"	"-0.495"
"alpha-Linolenic acid metabolism"	"-0.498"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.502"
"Pentose and glucuronate interconversions"	"-0.504"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.512"
"Folate biosynthesis"	"-0.513"
"Jak-STAT signaling pathway"	"-0.522"
"Maturity onset diabetes of the young"	"-0.526"
"Butanoate metabolism"	"-0.528"
"Glyoxylate and dicarboxylate metabolism"	"-0.528"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.529"
"Collecting duct acid secretion"	"-0.535"
"Fatty acid elongation"	"-0.536"
"Nicotinate and nicotinamide metabolism"	"-0.539"
"cGMP-PKG signaling pathway"	"-0.54"
"Linoleic acid metabolism"	"-0.545"
"Phototransduction"	"-0.545"
"Asthma"	"-0.558"
"Citrate cycle (TCA cycle)"	"-0.559"
"Mucin type O-glycan biosynthesis"	"-0.559"
"Pentose phosphate pathway"	"-0.564"
"RNA transport"	"-0.564"
"beta-Alanine metabolism"	"-0.565"
"Propanoate metabolism"	"-0.566"
"RNA polymerase"	"-0.568"
"Galactose metabolism"	"-0.582"
"Base excision repair"	"-0.583"
"Porphyrin and chlorophyll metabolism"	"-0.583"
"Fructose and mannose metabolism"	"-0.588"
"African trypanosomiasis"	"-0.594"
"SNARE interactions in vesicular transport"	"-0.595"
"Alanine, aspartate and glutamate metabolism"	"-0.606"
"Prion diseases"	"-0.61"
"Tyrosine metabolism"	"-0.611"
"Allograft rejection"	"-0.618"
"Starch and sucrose metabolism"	"-0.621"
"Primary immunodeficiency"	"-0.622"
"Aldosterone-regulated sodium reabsorption"	"-0.623"
"Thyroid cancer"	"-0.629"
"Tuberculosis"	"-0.631"
"Pyruvate metabolism"	"-0.633"
"Tryptophan metabolism"	"-0.643"
"Ferroptosis"	"-0.649"
"Graft-versus-host disease"	"-0.65"
"Herpes simplex infection"	"-0.65"
"Bladder cancer"	"-0.651"
"Nicotine addiction"	"-0.653"
"Glycine, serine and threonine metabolism"	"-0.655"
"Fat digestion and absorption"	"-0.66"
"Type I diabetes mellitus"	"-0.66"
"Basal transcription factors"	"-0.675"
"Kaposi's sarcoma-associated herpesvirus infection"	"-0.676"
"Fatty acid degradation"	"-0.681"
"Aminoacyl-tRNA biosynthesis"	"-0.683"
"ABC transporters"	"-0.686"
"Proteasome"	"-0.691"
"Carbohydrate digestion and absorption"	"-0.694"
"Intestinal immune network for IgA production"	"-0.694"
"Cysteine and methionine metabolism"	"-0.696"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.696"
"Type II diabetes mellitus"	"-0.696"
"Sphingolipid metabolism"	"-0.7"
"Valine, leucine and isoleucine degradation"	"-0.7"
"Malaria"	"-0.702"
"Arginine and proline metabolism"	"-0.709"
"Cocaine addiction"	"-0.711"
"Steroid hormone biosynthesis"	"-0.711"
"Amino sugar and nucleotide sugar metabolism"	"-0.714"
"N-Glycan biosynthesis"	"-0.715"
"Ovarian steroidogenesis"	"-0.718"
"Mineral absorption"	"-0.731"
"Autoimmune thyroid disease"	"-0.732"
"Cholesterol metabolism"	"-0.732"
"Vibrio cholerae infection"	"-0.738"
"Staphylococcus aureus infection"	"-0.749"
"Glutathione metabolism"	"-0.751"
"Legionellosis"	"-0.753"
"Retinol metabolism"	"-0.754"
"Regulation of lipolysis in adipocytes"	"-0.757"
"Drug metabolism - cytochrome P450"	"-0.787"
"Long-term depression"	"-0.789"
"Lysine degradation"	"-0.79"
"Glycerolipid metabolism"	"-0.806"
"Arachidonic acid metabolism"	"-0.807"
"Cytosolic DNA-sensing pathway"	"-0.808"
"Longevity regulating pathway - multiple species"	"-0.809"
"Metabolism of xenobiotics by cytochrome P450"	"-0.812"
"Synaptic vesicle cycle"	"-0.818"
"Cortisol synthesis and secretion"	"-0.821"
"Renin secretion"	"-0.827"
"Central carbon metabolism in cancer"	"-0.828"
"Inflammatory bowel disease (IBD)"	"-0.829"
"Glycolysis / Gluconeogenesis"	"-0.835"
"Amphetamine addiction"	"-0.84"
"Long-term potentiation"	"-0.84"
"Adipocytokine signaling pathway"	"-0.852"
"Drug metabolism - other enzymes"	"-0.853"
"RIG-I-like receptor signaling pathway"	"-0.856"
"Leishmaniasis"	"-0.866"
"Bile secretion"	"-0.868"
"Melanoma"	"-0.869"
"PPAR signaling pathway"	"-0.874"
"Chemical carcinogenesis"	"-0.875"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.876"
"Pertussis"	"-0.879"
"Inositol phosphate metabolism"	"-0.882"
"Thyroid hormone synthesis"	"-0.887"
"Antigen processing and presentation"	"-0.889"
"Ribosome biogenesis in eukaryotes"	"-0.898"
"Cardiac muscle contraction"	"-0.914"
"RNA degradation"	"-0.921"
"Complement and coagulation cascades"	"-0.929"
"ECM-receptor interaction"	"-0.93"
"Peroxisome"	"-0.932"
"Hypertrophic cardiomyopathy (HCM)"	"-0.939"
"Taste transduction"	"-0.943"
"Insulin secretion"	"-0.951"
"Rheumatoid arthritis"	"-0.958"
"Dilated cardiomyopathy (DCM)"	"-0.976"
"Salivary secretion"	"-0.977"
"GABAergic synapse"	"-0.979"
"Protein digestion and absorption"	"-0.984"
"Small cell lung cancer"	"-0.985"
"Morphine addiction"	"-0.988"
"mRNA surveillance pathway"	"-0.991"
"Hematopoietic cell lineage"	"-0.996"
"IL-17 signaling pathway"	"-0.998"
"Circadian entrainment"	"-1.01"
"NF-kappa B signaling pathway"	"-1.01"
"Aldosterone synthesis and secretion"	"-1.011"
"Glycerophospholipid metabolism"	"-1.013"
"Pancreatic secretion"	"-1.013"
"Inflammatory mediator regulation of TRP channels"	"-1.017"
"HIF-1 signaling pathway"	"-1.018"
"Pyrimidine metabolism"	"-1.025"
"Phosphatidylinositol signaling system"	"-1.029"
"Chagas disease (American trypanosomiasis)"	"-1.03"
"Toll-like receptor signaling pathway"	"-1.042"
"Glucagon signaling pathway"	"-1.048"
"Melanogenesis"	"-1.054"
"Insulin resistance"	"-1.057"
"Th17 cell differentiation"	"-1.068"
"TNF signaling pathway"	"-1.071"
"Toxoplasmosis"	"-1.079"
"Serotonergic synapse"	"-1.084"
"Glutamatergic synapse"	"-1.092"
"Cholinergic synapse"	"-1.1"
"Lysosome"	"-1.142"
"Osteoclast differentiation"	"-1.149"
"Spliceosome"	"-1.17"
"Ribosome"	"-1.181"
"Apelin signaling pathway"	"-1.182"
"Measles"	"-1.182"
"Oxidative phosphorylation"	"-1.202"
"Cell adhesion molecules (CAMs)"	"-1.228"
"Adrenergic signaling in cardiomyocytes"	"-1.232"
"Parkinson's disease"	"-1.245"
"Retrograde endocannabinoid signaling"	"-1.259"
"Necroptosis"	"-1.304"
"Protein processing in endoplasmic reticulum"	"-1.34"
"NOD-like receptor signaling pathway"	"-1.343"
"Influenza A"	"-1.351"
"Purine metabolism"	"-1.351"
"Alzheimer's disease"	"-1.354"
"Calcium signaling pathway"	"-1.397"
"Transcriptional misregulation in cancer"	"-1.397"
"Huntington's disease"	"-1.451"
"Cytokine-cytokine receptor interaction"	"-1.68"
"Neuroactive ligand-receptor interaction"	"-1.717"
"Olfactory transduction"	"-2.117"
