"Pathway"	"Z-score"
"Sphingolipid signaling pathway"	"5.384"
"Fluid shear stress and atherosclerosis"	"5.342"
"ECM-receptor interaction"	"5.264"
"Chronic myeloid leukemia"	"5.093"
"Apoptosis"	"5.075"
"Phospholipase D signaling pathway"	"5.061"
"Wnt signaling pathway"	"4.763"
"Chemokine signaling pathway"	"4.524"
"Inositol phosphate metabolism"	"4.51"
"Dilated cardiomyopathy (DCM)"	"4.482"
"Apoptosis - multiple species"	"4.393"
"Prostate cancer"	"4.38"
"Bladder cancer"	"4.35"
"Hepatitis B"	"4.33"
"Acute myeloid leukemia"	"4.294"
"Hedgehog signaling pathway"	"4.159"
"mTOR signaling pathway"	"4.059"
"Hypertrophic cardiomyopathy (HCM)"	"4.039"
"Epithelial cell signaling in Helicobacter pylori infection"	"4.013"
"Amyotrophic lateral sclerosis (ALS)"	"3.983"
"cAMP signaling pathway"	"3.911"
"Amphetamine addiction"	"3.809"
"Hepatocellular carcinoma"	"3.778"
"Osteoclast differentiation"	"3.666"
"Prolactin signaling pathway"	"3.642"
"Thyroid cancer"	"3.577"
"Long-term depression"	"3.227"
"Fanconi anemia pathway"	"2.981"
"Homologous recombination"	"2.88"
"Viral carcinogenesis"	"2.835"
"Taurine and hypotaurine metabolism"	"2.834"
"Small cell lung cancer"	"2.826"
"Nicotine addiction"	"2.786"
"Adrenergic signaling in cardiomyocytes"	"2.731"
"Autophagy - animal"	"2.626"
"Jak-STAT signaling pathway"	"2.601"
"Aldosterone-regulated sodium reabsorption"	"2.587"
"Phagosome"	"2.558"
"Gastric acid secretion"	"2.523"
"HTLV-I infection"	"2.505"
"Salivary secretion"	"2.501"
"Central carbon metabolism in cancer"	"2.448"
"Type II diabetes mellitus"	"2.15"
"Cell adhesion molecules (CAMs)"	"1.996"
"Primary immunodeficiency"	"1.906"
"Cushing's syndrome"	"1.892"
"ABC transporters"	"1.854"
"Melanogenesis"	"1.841"
"African trypanosomiasis"	"1.721"
"Hematopoietic cell lineage"	"1.712"
"Signaling pathways regulating pluripotency of stem cells"	"1.7"
"Glycosaminoglycan degradation"	"1.693"
"Dopaminergic synapse"	"1.662"
"Prion diseases"	"1.603"
"Olfactory transduction"	"1.561"
"Circadian rhythm"	"1.489"
"SNARE interactions in vesicular transport"	"1.483"
"Basal cell carcinoma"	"1.452"
"Lysosome"	"1.417"
"Circadian entrainment"	"1.235"
"Amoebiasis"	"1.229"
"Insulin resistance"	"1.228"
"Vibrio cholerae infection"	"1.149"
"Other glycan degradation"	"1.099"
"Mitophagy - animal"	"0.957"
"Relaxin signaling pathway"	"0.891"
"Thyroid hormone signaling pathway"	"0.773"
"Renin secretion"	"0.65"
"Ubiquitin mediated proteolysis"	"0.57"
"Cholinergic synapse"	"0.542"
"D-Glutamine and D-glutamate metabolism"	"0.527"
"Mismatch repair"	"0.508"
"Carbohydrate digestion and absorption"	"0.502"
"Glycosphingolipid biosynthesis - ganglio series"	"0.498"
"Kaposi's sarcoma-associated herpesvirus infection"	"0.44"
"Bile secretion"	"0.364"
"cGMP-PKG signaling pathway"	"0.297"
"Regulation of lipolysis in adipocytes"	"0.247"
"Longevity regulating pathway"	"0.179"
"Aldosterone synthesis and secretion"	"0.157"
"Riboflavin metabolism"	"0.117"
"Hepatitis C"	"0.108"
"TGF-beta signaling pathway"	"0.056"
"Glutamatergic synapse"	"0.054"
"Synaptic vesicle cycle"	"0.044"
"Apelin signaling pathway"	"0"
"Non-homologous end-joining"	"-0.036"
"Toll-like receptor signaling pathway"	"-0.087"
"Pentose and glucuronate interconversions"	"-0.106"
"D-Arginine and D-ornithine metabolism"	"-0.16"
"Non-alcoholic fatty liver disease (NAFLD)"	"-0.162"
"Nicotinate and nicotinamide metabolism"	"-0.166"
"Mineral absorption"	"-0.18"
"Malaria"	"-0.24"
"Pertussis"	"-0.244"
"Nitrogen metabolism"	"-0.301"
"Caffeine metabolism"	"-0.314"
"DNA replication"	"-0.328"
"Notch signaling pathway"	"-0.329"
"Estrogen signaling pathway"	"-0.372"
"Th1 and Th2 cell differentiation"	"-0.399"
"Vitamin B6 metabolism"	"-0.411"
"Ascorbate and aldarate metabolism"	"-0.412"
"Thyroid hormone synthesis"	"-0.421"
"Porphyrin and chlorophyll metabolism"	"-0.452"
"Other types of O-glycan biosynthesis"	"-0.579"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.586"
"One carbon pool by folate"	"-0.596"
"Phototransduction"	"-0.626"
"PPAR signaling pathway"	"-0.662"
"Ovarian steroidogenesis"	"-0.673"
"Phosphonate and phosphinate metabolism"	"-0.712"
"Sulfur relay system"	"-0.735"
"Cardiac muscle contraction"	"-0.821"
"Morphine addiction"	"-0.832"
"Lipoic acid metabolism"	"-0.927"
"Biotin metabolism"	"-1.024"
"Thiamine metabolism"	"-1.034"
"Pantothenate and CoA biosynthesis"	"-1.045"
"Fatty acid biosynthesis"	"-1.12"
"Cocaine addiction"	"-1.123"
"Tuberculosis"	"-1.157"
"Vitamin digestion and absorption"	"-1.261"
"Cortisol synthesis and secretion"	"-1.269"
"Mucin type O-glycan biosynthesis"	"-1.352"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-1.354"
"Sulfur metabolism"	"-1.358"
"Fat digestion and absorption"	"-1.536"
"Adipocytokine signaling pathway"	"-1.554"
"HIF-1 signaling pathway"	"-1.619"
"Glycerophospholipid metabolism"	"-1.694"
"Protein digestion and absorption"	"-1.71"
"Autophagy - other"	"-1.753"
"TNF signaling pathway"	"-1.789"
"Sphingolipid metabolism"	"-1.836"
"GABAergic synapse"	"-1.909"
"Selenocompound metabolism"	"-1.939"
"AMPK signaling pathway"	"-1.973"
"Longevity regulating pathway - multiple species"	"-1.98"
"Th17 cell differentiation"	"-2.002"
"Chagas disease (American trypanosomiasis)"	"-2.038"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-2.05"
"Drug metabolism - other enzymes"	"-2.123"
"Glucagon signaling pathway"	"-2.14"
"Proximal tubule bicarbonate reclamation"	"-2.141"
"alpha-Linolenic acid metabolism"	"-2.271"
"Base excision repair"	"-2.282"
"Insulin secretion"	"-2.33"
"Cholesterol metabolism"	"-2.338"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-2.338"
"Ferroptosis"	"-2.371"
"Tyrosine metabolism"	"-2.391"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-2.406"
"N-Glycan biosynthesis"	"-2.448"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-2.489"
"NOD-like receptor signaling pathway"	"-2.493"
"Arachidonic acid metabolism"	"-2.497"
"Mannose type O-glycan biosynthesis"	"-2.515"
"RIG-I-like receptor signaling pathway"	"-2.527"
"Folate biosynthesis"	"-2.564"
"Steroid biosynthesis"	"-2.609"
"Arginine biosynthesis"	"-2.624"
"Primary bile acid biosynthesis"	"-2.635"
"Synthesis and degradation of ketone bodies"	"-2.709"
"Measles"	"-2.713"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-2.757"
"Butanoate metabolism"	"-2.796"
"Drug metabolism - cytochrome P450"	"-2.922"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-2.924"
"Serotonergic synapse"	"-2.985"
"Fatty acid elongation"	"-3.001"
"Biosynthesis of unsaturated fatty acids"	"-3.012"
"Graft-versus-host disease"	"-3.027"
"Phenylalanine metabolism"	"-3.027"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-3.054"
"Allograft rejection"	"-3.057"
"Retinol metabolism"	"-3.077"
"Terpenoid backbone biosynthesis"	"-3.081"
"Metabolism of xenobiotics by cytochrome P450"	"-3.088"
"Peroxisome"	"-3.095"
"Histidine metabolism"	"-3.156"
"Glycerolipid metabolism"	"-3.21"
"Type I diabetes mellitus"	"-3.214"
"Valine, leucine and isoleucine biosynthesis"	"-3.271"
"Alzheimer's disease"	"-3.313"
"Nucleotide excision repair"	"-3.365"
"Linoleic acid metabolism"	"-3.378"
"Leishmaniasis"	"-3.384"
"Alanine, aspartate and glutamate metabolism"	"-3.427"
"Fatty acid degradation"	"-3.475"
"Asthma"	"-3.506"
"Collecting duct acid secretion"	"-3.538"
"IL-17 signaling pathway"	"-3.542"
"RNA transport"	"-3.622"
"Aminoacyl-tRNA biosynthesis"	"-3.627"
"Epstein-Barr virus infection"	"-3.639"
"Influenza A"	"-3.65"
"Inflammatory bowel disease (IBD)"	"-3.659"
"Steroid hormone biosynthesis"	"-3.685"
"beta-Alanine metabolism"	"-3.789"
"Transcriptional misregulation in cancer"	"-3.822"
"Autoimmune thyroid disease"	"-3.847"
"Tryptophan metabolism"	"-3.858"
"Protein export"	"-3.903"
"NF-kappa B signaling pathway"	"-3.925"
"Renin-angiotensin system"	"-3.983"
"Glutathione metabolism"	"-4.047"
"Maturity onset diabetes of the young"	"-4.1"
"Starch and sucrose metabolism"	"-4.153"
"Arginine and proline metabolism"	"-4.157"
"Chemical carcinogenesis"	"-4.17"
"Propanoate metabolism"	"-4.176"
"Glyoxylate and dicarboxylate metabolism"	"-4.472"
"Glycine, serine and threonine metabolism"	"-4.543"
"Legionellosis"	"-4.607"
"Antigen processing and presentation"	"-4.61"
"Toxoplasmosis"	"-4.631"
"Lysine degradation"	"-4.635"
"Galactose metabolism"	"-4.751"
"Valine, leucine and isoleucine degradation"	"-4.768"
"Fructose and mannose metabolism"	"-4.962"
"Retrograde endocannabinoid signaling"	"-5.095"
"Pentose phosphate pathway"	"-5.132"
"Calcium signaling pathway"	"-5.135"
"Intestinal immune network for IgA production"	"-5.237"
"Pyruvate metabolism"	"-5.375"
"Herpes simplex infection"	"-5.588"
"Proteasome"	"-5.598"
"Complement and coagulation cascades"	"-5.671"
"Amino sugar and nucleotide sugar metabolism"	"-5.725"
"Alcoholism"	"-6.046"
"Thermogenesis"	"-6.134"
"Citrate cycle (TCA cycle)"	"-6.201"
"Cysteine and methionine metabolism"	"-6.388"
"Huntington's disease"	"-6.412"
"Rheumatoid arthritis"	"-6.459"
"Cytosolic DNA-sensing pathway"	"-6.991"
"Staphylococcus aureus infection"	"-7.421"
"Protein processing in endoplasmic reticulum"	"-7.465"
"Glycolysis / Gluconeogenesis"	"-7.909"
"Necroptosis"	"-7.91"
"Parkinson's disease"	"-7.952"
"mRNA surveillance pathway"	"-8.523"
"Basal transcription factors"	"-8.697"
"Ribosome"	"-8.753"
"RNA degradation"	"-9.69"
"Purine metabolism"	"-9.691"
"Oxidative phosphorylation"	"-9.835"
"Pyrimidine metabolism"	"-10.368"
"Cytokine-cytokine receptor interaction"	"-10.426"
"RNA polymerase"	"-10.529"
"Systemic lupus erythematosus"	"-11.346"
"Taste transduction"	"-11.398"
"Ribosome biogenesis in eukaryotes"	"-12.218"
"Spliceosome"	"-14.946"
"Neuroactive ligand-receptor interaction"	"-24.561"
