"Pathway"	"Z-score"
"D-Arginine and D-ornithine metabolism"	"-0.104"
"Glutamatergic synapse"	"-0.164"
"Biotin metabolism"	"-0.175"
"Lipoic acid metabolism"	"-0.183"
"Thyroid hormone signaling pathway"	"-0.187"
"Valine, leucine and isoleucine biosynthesis"	"-0.199"
"D-Glutamine and D-glutamate metabolism"	"-0.231"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.232"
"Caffeine metabolism"	"-0.24"
"Vitamin B6 metabolism"	"-0.249"
"Phosphonate and phosphinate metabolism"	"-0.256"
"Sulfur relay system"	"-0.284"
"Riboflavin metabolism"	"-0.292"
"Systemic lupus erythematosus"	"-0.295"
"Hepatitis C"	"-0.312"
"Synthesis and degradation of ketone bodies"	"-0.325"
"Sulfur metabolism"	"-0.326"
"Taurine and hypotaurine metabolism"	"-0.337"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.341"
"Fatty acid biosynthesis"	"-0.373"
"Non-homologous end-joining"	"-0.377"
"Thiamine metabolism"	"-0.383"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.385"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.404"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.406"
"Selenocompound metabolism"	"-0.417"
"Ascorbate and aldarate metabolism"	"-0.423"
"Primary bile acid biosynthesis"	"-0.432"
"Pantothenate and CoA biosynthesis"	"-0.443"
"One carbon pool by folate"	"-0.445"
"Glycosaminoglycan degradation"	"-0.446"
"Steroid biosynthesis"	"-0.449"
"Oxytocin signaling pathway"	"-0.456"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.466"
"Cushing's syndrome"	"-0.476"
"Terpenoid backbone biosynthesis"	"-0.486"
"Mismatch repair"	"-0.489"
"Vitamin digestion and absorption"	"-0.492"
"Protein export"	"-0.493"
"Biosynthesis of unsaturated fatty acids"	"-0.494"
"Mannose type O-glycan biosynthesis"	"-0.498"
"alpha-Linolenic acid metabolism"	"-0.502"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.502"
"Pentose and glucuronate interconversions"	"-0.503"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.508"
"Maturity onset diabetes of the young"	"-0.522"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.536"
"Phototransduction"	"-0.536"
"Fatty acid elongation"	"-0.537"
"Hippo signaling pathway - multiple species"	"-0.543"
"Glyoxylate and dicarboxylate metabolism"	"-0.545"
"Linoleic acid metabolism"	"-0.546"
"Butanoate metabolism"	"-0.548"
"Circadian rhythm"	"-0.554"
"Pentose phosphate pathway"	"-0.554"
"Nicotinate and nicotinamide metabolism"	"-0.555"
"Protein processing in endoplasmic reticulum"	"-0.556"
"Citrate cycle (TCA cycle)"	"-0.567"
"Propanoate metabolism"	"-0.576"
"Tight junction"	"-0.582"
"RNA polymerase"	"-0.583"
"Porphyrin and chlorophyll metabolism"	"-0.587"
"Base excision repair"	"-0.593"
"DNA replication"	"-0.608"
"SNARE interactions in vesicular transport"	"-0.61"
"Aldosterone-regulated sodium reabsorption"	"-0.613"
"Allograft rejection"	"-0.624"
"Pyruvate metabolism"	"-0.652"
"Homologous recombination"	"-0.655"
"Ferroptosis"	"-0.657"
"Fat digestion and absorption"	"-0.667"
"Fatty acid degradation"	"-0.677"
"Vasopressin-regulated water reabsorption"	"-0.682"
"Cysteine and methionine metabolism"	"-0.685"
"Basal transcription factors"	"-0.686"
"Aminoacyl-tRNA biosynthesis"	"-0.687"
"Nucleotide excision repair"	"-0.695"
"Valine, leucine and isoleucine degradation"	"-0.698"
"Ether lipid metabolism"	"-0.702"
"Sphingolipid metabolism"	"-0.707"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.709"
"Cocaine addiction"	"-0.71"
"Vibrio cholerae infection"	"-0.727"
"Autoimmune thyroid disease"	"-0.742"
"Glutathione metabolism"	"-0.743"
"Fanconi anemia pathway"	"-0.745"
"Mineral absorption"	"-0.746"
"Lysine degradation"	"-0.784"
"Glycerolipid metabolism"	"-0.801"
"Cortisol synthesis and secretion"	"-0.812"
"Mitophagy - animal"	"-0.817"
"Long-term potentiation"	"-0.818"
"Shigellosis"	"-0.827"
"Amphetamine addiction"	"-0.846"
"Drug metabolism - other enzymes"	"-0.849"
"Inositol phosphate metabolism"	"-0.868"
"Adherens junction"	"-0.874"
"Thyroid hormone synthesis"	"-0.877"
"Thermogenesis"	"-0.899"
"Ribosome biogenesis in eukaryotes"	"-0.91"
"RNA degradation"	"-0.91"
"Aldosterone synthesis and secretion"	"-0.988"
"Phosphatidylinositol signaling system"	"-1.008"
"Glycerophospholipid metabolism"	"-1.018"
"Pyrimidine metabolism"	"-1.026"
"Vascular smooth muscle contraction"	"-1.099"
"Oocyte meiosis"	"-1.125"
"Oxidative phosphorylation"	"-1.173"
"Ribosome"	"-1.176"
"Spliceosome"	"-1.192"
"Parkinson's disease"	"-1.219"
"RNA transport"	"-1.348"
"Purine metabolism"	"-1.352"
"Calcium signaling pathway"	"-1.375"
"Huntington's disease"	"-1.431"
"Olfactory transduction"	"-1.641"
