"ID"	"Pathway"	"Z-score"
"hsa04130"	"SNARE interactions in vesicular transport"	"-11.635"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"-11.675"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"-11.898"
"hsa04810"	"Regulation of actin cytoskeleton"	"-12.337"
"hsa04726"	"Serotonergic synapse"	"-12.85"
"hsa04723"	"Retrograde endocannabinoid signaling"	"-12.999"
"hsa04724"	"Glutamatergic synapse"	"-13.421"
"hsa04610"	"Complement and coagulation cascades"	"-13.501"
"hsa04014"	"Ras signaling pathway"	"-14.25"
"hsa04024"	"cAMP signaling pathway"	"-14.439"
"hsa04725"	"Cholinergic synapse"	"-14.713"
"hsa04062"	"Chemokine signaling pathway"	"-16.041"
"hsa04072"	"Phospholipase D signaling pathway"	"-16.063"
"hsa04742"	"Taste transduction"	"-16.581"
"hsa04015"	"Rap1 signaling pathway"	"-17.467"
"hsa04360"	"Axon guidance"	"-17.49"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-23.352"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"-24.587"
