"Pathway"	"Z-score"
"Circadian rhythm"	"1.245"
"beta-Alanine metabolism"	"1.199"
"Propanoate metabolism"	"1.199"
"Porphyrin and chlorophyll metabolism"	"1.182"
"Hippo signaling pathway"	"1.144"
"IL-17 signaling pathway"	"1.053"
"Tyrosine metabolism"	"1.044"
"Thyroid cancer"	"1.012"
"Prostate cancer"	"0.995"
"Hepatocellular carcinoma"	"0.982"
"NOD-like receptor signaling pathway"	"0.944"
"Alzheimer's disease"	"0.922"
"Fat digestion and absorption"	"0.903"
"Type I diabetes mellitus"	"0.846"
"Hedgehog signaling pathway"	"0.757"
"Notch signaling pathway"	"0.728"
"Thyroid hormone signaling pathway"	"0.723"
"Fanconi anemia pathway"	"0.616"
"Legionellosis"	"0.581"
"Pathogenic Escherichia coli infection"	"0.551"
"Viral myocarditis"	"0.517"
"Endometrial cancer"	"0.509"
"Insulin signaling pathway"	"0.498"
"Arachidonic acid metabolism"	"0.492"
"Longevity regulating pathway - multiple species"	"0.445"
"Wnt signaling pathway"	"0.403"
"Breast cancer"	"0.4"
"Acute myeloid leukemia"	"0.391"
"Human papillomavirus infection"	"0.387"
"Gastric cancer"	"0.386"
"Shigellosis"	"0.382"
"Non-small cell lung cancer"	"0.379"
"mTOR signaling pathway"	"0.355"
"Glioma"	"0.312"
"Cushing's syndrome"	"0.306"
"Melanoma"	"0.302"
"Adherens junction"	"0.284"
"Thyroid hormone synthesis"	"0.266"
"Pancreatic cancer"	"0.252"
"cGMP-PKG signaling pathway"	"0.246"
"Pathways in cancer"	"0.244"
"Tight junction"	"0.185"
"ErbB signaling pathway"	"0.129"
"Colorectal cancer"	"0.114"
"Alcoholism"	"0.097"
"Longevity regulating pathway"	"0.086"
"Transcriptional misregulation in cancer"	"0.072"
"Calcium signaling pathway"	"0.069"
"Kaposi's sarcoma-associated herpesvirus infection"	"0.037"
"AGE-RAGE signaling pathway in diabetic complications"	"-0.033"
"T cell receptor signaling pathway"	"-0.034"
"Proteoglycans in cancer"	"-0.05"
"Glucagon signaling pathway"	"-0.06"
"Th17 cell differentiation"	"-0.1"
"D-Arginine and D-ornithine metabolism"	"-0.104"
"Lipoic acid metabolism"	"-0.172"
"Biotin metabolism"	"-0.173"
"AMPK signaling pathway"	"-0.203"
"Valine, leucine and isoleucine biosynthesis"	"-0.206"
"Neurotrophin signaling pathway"	"-0.21"
"D-Glutamine and D-glutamate metabolism"	"-0.216"
"Caffeine metabolism"	"-0.23"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.232"
"Phosphonate and phosphinate metabolism"	"-0.243"
"Vitamin B6 metabolism"	"-0.245"
"Lysosome"	"-0.25"
"Sulfur relay system"	"-0.281"
"Autophagy - animal"	"-0.294"
"FoxO signaling pathway"	"-0.308"
"Hepatitis C"	"-0.309"
"Synthesis and degradation of ketone bodies"	"-0.324"
"Sulfur metabolism"	"-0.331"
"Taurine and hypotaurine metabolism"	"-0.341"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.344"
"Apoptosis"	"-0.352"
"Estrogen signaling pathway"	"-0.355"
"Fluid shear stress and atherosclerosis"	"-0.357"
"Apelin signaling pathway"	"-0.359"
"Fatty acid biosynthesis"	"-0.368"
"Signaling pathways regulating pluripotency of stem cells"	"-0.379"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.386"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.4"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.4"
"Ascorbate and aldarate metabolism"	"-0.412"
"Primary bile acid biosynthesis"	"-0.419"
"Nitrogen metabolism"	"-0.423"
"Other glycan degradation"	"-0.426"
"Selenocompound metabolism"	"-0.428"
"Retrograde endocannabinoid signaling"	"-0.434"
"MicroRNAs in cancer"	"-0.448"
"Glycosaminoglycan degradation"	"-0.449"
"Pantothenate and CoA biosynthesis"	"-0.451"
"Phagosome"	"-0.455"
"Steroid biosynthesis"	"-0.458"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.464"
"Terpenoid backbone biosynthesis"	"-0.478"
"Other types of O-glycan biosynthesis"	"-0.483"
"Renin-angiotensin system"	"-0.483"
"Vitamin digestion and absorption"	"-0.485"
"Protein export"	"-0.491"
"Biosynthesis of unsaturated fatty acids"	"-0.492"
"Histidine metabolism"	"-0.493"
"Mannose type O-glycan biosynthesis"	"-0.493"
"Proximal tubule bicarbonate reclamation"	"-0.493"
"Pentose and glucuronate interconversions"	"-0.503"
"alpha-Linolenic acid metabolism"	"-0.505"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.512"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.514"
"Maturity onset diabetes of the young"	"-0.516"
"Folate biosynthesis"	"-0.522"
"Collecting duct acid secretion"	"-0.527"
"Glyoxylate and dicarboxylate metabolism"	"-0.532"
"Hippo signaling pathway - multiple species"	"-0.535"
"Jak-STAT signaling pathway"	"-0.535"
"Fatty acid elongation"	"-0.537"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.538"
"Linoleic acid metabolism"	"-0.539"
"Butanoate metabolism"	"-0.546"
"Phototransduction"	"-0.549"
"Asthma"	"-0.551"
"Citrate cycle (TCA cycle)"	"-0.558"
"Nicotinate and nicotinamide metabolism"	"-0.558"
"Mucin type O-glycan biosynthesis"	"-0.564"
"RNA polymerase"	"-0.568"
"Galactose metabolism"	"-0.57"
"Autophagy - other"	"-0.581"
"African trypanosomiasis"	"-0.593"
"Fructose and mannose metabolism"	"-0.593"
"Apoptosis - multiple species"	"-0.594"
"SNARE interactions in vesicular transport"	"-0.601"
"Prion diseases"	"-0.605"
"Primary immunodeficiency"	"-0.609"
"Starch and sucrose metabolism"	"-0.61"
"Allograft rejection"	"-0.613"
"Aldosterone-regulated sodium reabsorption"	"-0.619"
"Tuberculosis"	"-0.626"
"Nicotine addiction"	"-0.644"
"Graft-versus-host disease"	"-0.646"
"Glycine, serine and threonine metabolism"	"-0.649"
"Tryptophan metabolism"	"-0.649"
"Carbohydrate digestion and absorption"	"-0.668"
"ABC transporters"	"-0.679"
"Fatty acid degradation"	"-0.686"
"Basal transcription factors"	"-0.69"
"Ether lipid metabolism"	"-0.694"
"Type II diabetes mellitus"	"-0.695"
"Vasopressin-regulated water reabsorption"	"-0.697"
"Sphingolipid metabolism"	"-0.702"
"Intestinal immune network for IgA production"	"-0.703"
"Cocaine addiction"	"-0.706"
"Valine, leucine and isoleucine degradation"	"-0.706"
"Steroid hormone biosynthesis"	"-0.707"
"Malaria"	"-0.709"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.712"
"N-Glycan biosynthesis"	"-0.717"
"Amino sugar and nucleotide sugar metabolism"	"-0.718"
"Ovarian steroidogenesis"	"-0.723"
"Amyotrophic lateral sclerosis (ALS)"	"-0.729"
"Vibrio cholerae infection"	"-0.729"
"Autoimmune thyroid disease"	"-0.736"
"Mineral absorption"	"-0.741"
"Retinol metabolism"	"-0.742"
"Staphylococcus aureus infection"	"-0.756"
"Regulation of lipolysis in adipocytes"	"-0.767"
"VEGF signaling pathway"	"-0.779"
"Long-term depression"	"-0.782"
"Drug metabolism - cytochrome P450"	"-0.785"
"Glycerolipid metabolism"	"-0.792"
"Lysine degradation"	"-0.794"
"Cytosolic DNA-sensing pathway"	"-0.807"
"Synaptic vesicle cycle"	"-0.808"
"Metabolism of xenobiotics by cytochrome P450"	"-0.809"
"Cortisol synthesis and secretion"	"-0.818"
"Inflammatory bowel disease (IBD)"	"-0.821"
"Basal cell carcinoma"	"-0.825"
"Renin secretion"	"-0.826"
"Fc epsilon RI signaling pathway"	"-0.831"
"Mitophagy - animal"	"-0.832"
"Epithelial cell signaling in Helicobacter pylori infection"	"-0.834"
"Amphetamine addiction"	"-0.841"
"Renal cell carcinoma"	"-0.843"
"Adipocytokine signaling pathway"	"-0.849"
"Long-term potentiation"	"-0.852"
"B cell receptor signaling pathway"	"-0.855"
"Chemical carcinogenesis"	"-0.858"
"RIG-I-like receptor signaling pathway"	"-0.861"
"Bile secretion"	"-0.869"
"PPAR signaling pathway"	"-0.869"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.87"
"Leishmaniasis"	"-0.87"
"Prolactin signaling pathway"	"-0.879"
"Bacterial invasion of epithelial cells"	"-0.883"
"Inositol phosphate metabolism"	"-0.883"
"Gastric acid secretion"	"-0.896"
"Pertussis"	"-0.899"
"Complement and coagulation cascades"	"-0.9"
"Hypertrophic cardiomyopathy (HCM)"	"-0.923"
"ECM-receptor interaction"	"-0.927"
"Taste transduction"	"-0.935"
"Peroxisome"	"-0.937"
"Insulin secretion"	"-0.949"
"Salmonella infection"	"-0.958"
"Dilated cardiomyopathy (DCM)"	"-0.963"
"GABAergic synapse"	"-0.967"
"Rheumatoid arthritis"	"-0.968"
"Gap junction"	"-0.97"
"Salivary secretion"	"-0.974"
"Fc gamma R-mediated phagocytosis"	"-0.977"
"Protein digestion and absorption"	"-0.979"
"Morphine addiction"	"-0.982"
"Th1 and Th2 cell differentiation"	"-0.982"
"NF-kappa B signaling pathway"	"-0.984"
"GnRH signaling pathway"	"-0.989"
"Glycerophospholipid metabolism"	"-1"
"Hematopoietic cell lineage"	"-1.005"
"Circadian entrainment"	"-1.007"
"Aldosterone synthesis and secretion"	"-1.01"
"Amoebiasis"	"-1.011"
"Inflammatory mediator regulation of TRP channels"	"-1.012"
"Choline metabolism in cancer"	"-1.013"
"Pancreatic secretion"	"-1.015"
"Phosphatidylinositol signaling system"	"-1.019"
"Toll-like receptor signaling pathway"	"-1.038"
"Melanogenesis"	"-1.039"
"Chagas disease (American trypanosomiasis)"	"-1.041"
"TNF signaling pathway"	"-1.057"
"Insulin resistance"	"-1.058"
"C-type lectin receptor signaling pathway"	"-1.067"
"Leukocyte transendothelial migration"	"-1.083"
"Serotonergic synapse"	"-1.093"
"Glutamatergic synapse"	"-1.097"
"Toxoplasmosis"	"-1.101"
"Cholinergic synapse"	"-1.104"
"Sphingolipid signaling pathway"	"-1.115"
"Vascular smooth muscle contraction"	"-1.125"
"Platelet activation"	"-1.141"
"Osteoclast differentiation"	"-1.163"
"Dopaminergic synapse"	"-1.169"
"Relaxin signaling pathway"	"-1.174"
"Natural killer cell mediated cytotoxicity"	"-1.182"
"MAPK signaling pathway"	"-1.2"
"Cell adhesion molecules (CAMs)"	"-1.216"
"Phospholipase D signaling pathway"	"-1.231"
"Adrenergic signaling in cardiomyocytes"	"-1.239"
"Oxytocin signaling pathway"	"-1.281"
"Axon guidance"	"-1.365"
"Chemokine signaling pathway"	"-1.425"
"Focal adhesion"	"-1.443"
"cAMP signaling pathway"	"-1.462"
"Regulation of actin cytoskeleton"	"-1.491"
"Rap1 signaling pathway"	"-1.505"
"Ras signaling pathway"	"-1.586"
"Endocytosis"	"-1.619"
"Cytokine-cytokine receptor interaction"	"-1.702"
"Neuroactive ligand-receptor interaction"	"-1.727"
"Olfactory transduction"	"-2.108"
