"Pathway"	"zscore"
"IL-17 signaling pathway"	"3.14"
"Fatty acid elongation"	"3.064"
"Amoebiasis"	"3.051"
"Sulfur relay system"	"3.029"
"Longevity regulating pathway"	"2.898"
"Thyroid hormone synthesis"	"2.824"
"Aldosterone synthesis and secretion"	"2.809"
"Sulfur metabolism"	"2.8"
"Serotonergic synapse"	"2.791"
"Vitamin digestion and absorption"	"2.756"
"mTOR signaling pathway"	"2.742"
"Ferroptosis"	"2.601"
"N-Glycan biosynthesis"	"2.518"
"Hepatocellular carcinoma"	"2.489"
"Endocytosis"	"2.339"
"Oxidative phosphorylation"	"2.27"
"Protein export"	"2.258"
"Purine metabolism"	"2.25"
"Autophagy - other"	"2.235"
"Small cell lung cancer"	"2.231"
"Prostate cancer"	"2.19"
"Biotin metabolism"	"2.182"
"Glycosaminoglycan degradation"	"2.166"
"Phosphonate and phosphinate metabolism"	"2.145"
"Sphingolipid metabolism"	"2.071"
"Viral myocarditis"	"2.018"
"Graft-versus-host disease"	"2"
"Dilated cardiomyopathy (DCM)"	"1.96"
"ABC transporters"	"1.905"
"Epithelial cell signaling in Helicobacter pylori infection"	"1.848"
"Cushing's syndrome"	"1.827"
"Alzheimer's disease"	"1.771"
"Vitamin B6 metabolism"	"1.561"
"D-Glutamine and D-glutamate metabolism"	"1.559"
"Focal adhesion"	"1.531"
"Allograft rejection"	"1.52"
"Lysosome"	"1.52"
"Toll-like receptor signaling pathway"	"1.446"
"Cocaine addiction"	"1.418"
"Thyroid cancer"	"1.372"
"Thiamine metabolism"	"1.323"
"Hypertrophic cardiomyopathy (HCM)"	"1.309"
"Taurine and hypotaurine metabolism"	"1.297"
"Staphylococcus aureus infection"	"1.288"
"Renal cell carcinoma"	"1.283"
"Inflammatory bowel disease (IBD)"	"1.281"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"1.155"
"Mineral absorption"	"1.134"
"Carbohydrate digestion and absorption"	"1.094"
"Bacterial invasion of epithelial cells"	"1.065"
"Lipoic acid metabolism"	"1.062"
"RNA transport"	"1.01"
"Nitrogen metabolism"	"0.931"
"Oxytocin signaling pathway"	"0.871"
"Ras signaling pathway"	"0.83"
"Malaria"	"0.807"
"Parkinson's disease"	"0.789"
"Pathways in cancer"	"0.779"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"0.712"
"Nicotinate and nicotinamide metabolism"	"0.702"
"TNF signaling pathway"	"0.702"
"Apoptosis - multiple species"	"0.679"
"Cell adhesion molecules (CAMs)"	"0.678"
"Proximal tubule bicarbonate reclamation"	"0.675"
"Bladder cancer"	"0.666"
"Thyroid hormone signaling pathway"	"0.666"
"RIG-I-like receptor signaling pathway"	"0.662"
"Neurotrophin signaling pathway"	"0.651"
"Th17 cell differentiation"	"0.648"
"Glycosphingolipid biosynthesis - ganglio series"	"0.579"
"Riboflavin metabolism"	"0.557"
"Other glycan degradation"	"0.499"
"Prolactin signaling pathway"	"0.482"
"cGMP-PKG signaling pathway"	"0.414"
"Mitophagy - animal"	"0.403"
"Amyotrophic lateral sclerosis (ALS)"	"0.39"
"p53 signaling pathway"	"0.338"
"Proteoglycans in cancer"	"0.293"
"PI3K-Akt signaling pathway"	"0.235"
"Ether lipid metabolism"	"0.233"
"Cellular senescence"	"0.209"
"Pyrimidine metabolism"	"0.183"
"Apelin signaling pathway"	"0.149"
"Non-alcoholic fatty liver disease (NAFLD)"	"0.148"
"GABAergic synapse"	"0.138"
"Platelet activation"	"0.137"
"Endocrine and other factor-regulated calcium reabsorption"	"0.084"
"Chagas disease (American trypanosomiasis)"	"0.07"
"Aldosterone-regulated sodium reabsorption"	"0.035"
"FoxO signaling pathway"	"0.031"
"Vasopressin-regulated water reabsorption"	"0.012"
"Salmonella infection"	"-0.008"
"Adherens junction"	"-0.026"
"Progesterone-mediated oocyte maturation"	"-0.096"
"Salivary secretion"	"-0.113"
"Autoimmune thyroid disease"	"-0.141"
"Melanoma"	"-0.196"
"Pancreatic secretion"	"-0.196"
"C-type lectin receptor signaling pathway"	"-0.197"
"Human papillomavirus infection"	"-0.221"
"D-Arginine and D-ornithine metabolism"	"-0.234"
"Hepatitis B"	"-0.243"
"Endometrial cancer"	"-0.25"
"Asthma"	"-0.275"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.277"
"Regulation of lipolysis in adipocytes"	"-0.302"
"Osteoclast differentiation"	"-0.349"
"NF-kappa B signaling pathway"	"-0.358"
"Non-homologous end-joining"	"-0.415"
"Renin-angiotensin system"	"-0.431"
"Choline metabolism in cancer"	"-0.433"
"Hepatitis C"	"-0.448"
"Inositol phosphate metabolism"	"-0.501"
"Circadian rhythm"	"-0.519"
"TGF-beta signaling pathway"	"-0.52"
"Phosphatidylinositol signaling system"	"-0.521"
"Gastric acid secretion"	"-0.535"
"Amphetamine addiction"	"-0.574"
"AGE-RAGE signaling pathway in diabetic complications"	"-0.644"
"MicroRNAs in cancer"	"-0.651"
"Adrenergic signaling in cardiomyocytes"	"-0.679"
"Protein digestion and absorption"	"-0.783"
"HTLV-I infection"	"-0.803"
"Glioma"	"-0.833"
"Leukocyte transendothelial migration"	"-0.842"
"GnRH signaling pathway"	"-0.854"
"Long-term depression"	"-0.868"
"Non-small cell lung cancer"	"-0.945"
"Mannose type O-glycan biosynthesis"	"-0.953"
"African trypanosomiasis"	"-0.981"
"Cardiac muscle contraction"	"-1.016"
"Wnt signaling pathway"	"-1.018"
"Circadian entrainment"	"-1.022"
"Hematopoietic cell lineage"	"-1.098"
"Shigellosis"	"-1.104"
"Kaposi's sarcoma-associated herpesvirus infection"	"-1.113"
"Sphingolipid signaling pathway"	"-1.127"
"Pancreatic cancer"	"-1.145"
"Insulin secretion"	"-1.154"
"Nicotine addiction"	"-1.155"
"ErbB signaling pathway"	"-1.162"
"Long-term potentiation"	"-1.173"
"Phototransduction"	"-1.185"
"Hedgehog signaling pathway"	"-1.186"
"Vascular smooth muscle contraction"	"-1.228"
"Cytosolic DNA-sensing pathway"	"-1.345"
"Acute myeloid leukemia"	"-1.356"
"Jak-STAT signaling pathway"	"-1.409"
"Colorectal cancer"	"-1.413"
"Other types of O-glycan biosynthesis"	"-1.579"
"Olfactory transduction"	"-1.634"
"Renin secretion"	"-1.724"
"Thermogenesis"	"-1.727"
"Melanogenesis"	"-1.735"
"Hippo signaling pathway - multiple species"	"-1.74"
"Inflammatory mediator regulation of TRP channels"	"-1.813"
"Regulation of actin cytoskeleton"	"-1.85"
"Breast cancer"	"-1.887"
"Relaxin signaling pathway"	"-1.891"
"Chronic myeloid leukemia"	"-1.95"
"Axon guidance"	"-1.96"
"B cell receptor signaling pathway"	"-2.031"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-2.04"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-2.118"
"Base excision repair"	"-2.142"
"Viral carcinogenesis"	"-2.178"
"Fc gamma R-mediated phagocytosis"	"-2.197"
"Natural killer cell mediated cytotoxicity"	"-2.232"
"Th1 and Th2 cell differentiation"	"-2.271"
"Intestinal immune network for IgA production"	"-2.275"
"SNARE interactions in vesicular transport"	"-2.298"
"Gastric cancer"	"-2.311"
"Morphine addiction"	"-2.377"
"Signaling pathways regulating pluripotency of stem cells"	"-2.388"
"Ribosome"	"-2.389"
"Cholinergic synapse"	"-2.45"
"Dopaminergic synapse"	"-2.521"
"Glutamatergic synapse"	"-2.6"
"Basal cell carcinoma"	"-2.699"
"Fc epsilon RI signaling pathway"	"-2.742"
"Mismatch repair"	"-2.743"
"VEGF signaling pathway"	"-2.753"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-2.809"
"Hippo signaling pathway"	"-2.867"
"DNA replication"	"-2.895"
"cAMP signaling pathway"	"-2.983"
"Calcium signaling pathway"	"-3.065"
"Rap1 signaling pathway"	"-3.085"
"T cell receptor signaling pathway"	"-3.171"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-3.195"
"Mucin type O-glycan biosynthesis"	"-3.224"
"Retrograde endocannabinoid signaling"	"-3.273"
"Oocyte meiosis"	"-3.483"
"Herpes simplex infection"	"-3.499"
"Transcriptional misregulation in cancer"	"-3.745"
"RNA polymerase"	"-3.84"
"Primary immunodeficiency"	"-3.899"
"Systemic lupus erythematosus"	"-3.919"
"Spliceosome"	"-3.977"
"Homologous recombination"	"-4.176"
"Huntington's disease"	"-4.219"
"Notch signaling pathway"	"-4.466"
"mRNA surveillance pathway"	"-4.874"
"Fanconi anemia pathway"	"-4.957"
"Taste transduction"	"-4.958"
"Cytokine-cytokine receptor interaction"	"-4.993"
"Alcoholism"	"-5.02"
"Chemokine signaling pathway"	"-5.066"
"Phospholipase D signaling pathway"	"-5.138"
"Nucleotide excision repair"	"-5.18"
"Ubiquitin mediated proteolysis"	"-5.233"
"Cell cycle"	"-5.712"
"Basal transcription factors"	"-6.049"
"Ribosome biogenesis in eukaryotes"	"-6.549"
"Neuroactive ligand-receptor interaction"	"-14.496"
