"Pathway"	"Z-score"
"D-Glutamine and D-glutamate metabolism"	"-0.161"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.166"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.172"
"Caffeine metabolism"	"-0.174"
"Phosphonate and phosphinate metabolism"	"-0.179"
"Vitamin B6 metabolism"	"-0.187"
"Sulfur relay system"	"-0.205"
"Riboflavin metabolism"	"-0.209"
"Ras signaling pathway"	"-0.228"
"Sulfur metabolism"	"-0.24"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.242"
"Taurine and hypotaurine metabolism"	"-0.246"
"Non-homologous end-joining"	"-0.266"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.274"
"Thiamine metabolism"	"-0.275"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.278"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.281"
"Nitrogen metabolism"	"-0.297"
"Other glycan degradation"	"-0.299"
"Phenylalanine metabolism"	"-0.301"
"Selenocompound metabolism"	"-0.31"
"One carbon pool by folate"	"-0.312"
"Glycosaminoglycan degradation"	"-0.314"
"Arginine biosynthesis"	"-0.322"
"Pantothenate and CoA biosynthesis"	"-0.327"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.331"
"Other types of O-glycan biosynthesis"	"-0.335"
"Proximal tubule bicarbonate reclamation"	"-0.343"
"Renin-angiotensin system"	"-0.348"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.351"
"Protein export"	"-0.352"
"Vitamin digestion and absorption"	"-0.355"
"Mannose type O-glycan biosynthesis"	"-0.357"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.365"
"Folate biosynthesis"	"-0.369"
"Maturity onset diabetes of the young"	"-0.374"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.375"
"Linoleic acid metabolism"	"-0.39"
"Collecting duct acid secretion"	"-0.393"
"Nicotinate and nicotinamide metabolism"	"-0.393"
"Phototransduction"	"-0.393"
"Asthma"	"-0.399"
"Hippo signaling pathway - multiple species"	"-0.4"
"Mucin type O-glycan biosynthesis"	"-0.4"
"Circadian rhythm"	"-0.407"
"RNA polymerase"	"-0.407"
"Galactose metabolism"	"-0.409"
"Pentose phosphate pathway"	"-0.41"
"Apoptosis - multiple species"	"-0.411"
"Neuroactive ligand-receptor interaction"	"-0.413"
"Autophagy - other"	"-0.422"
"Fructose and mannose metabolism"	"-0.426"
"Alanine, aspartate and glutamate metabolism"	"-0.428"
"SNARE interactions in vesicular transport"	"-0.428"
"Base excision repair"	"-0.432"
"African trypanosomiasis"	"-0.433"
"Starch and sucrose metabolism"	"-0.434"
"Primary immunodeficiency"	"-0.436"
"Allograft rejection"	"-0.444"
"Tyrosine metabolism"	"-0.447"
"DNA replication"	"-0.455"
"Glycine, serine and threonine metabolism"	"-0.46"
"Homologous recombination"	"-0.47"
"Graft-versus-host disease"	"-0.472"
"Carbohydrate digestion and absorption"	"-0.477"
"Aminoacyl-tRNA biosynthesis"	"-0.483"
"Type I diabetes mellitus"	"-0.483"
"Vasopressin-regulated water reabsorption"	"-0.484"
"Ether lipid metabolism"	"-0.495"
"Proteasome"	"-0.499"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.5"
"Intestinal immune network for IgA production"	"-0.501"
"Sphingolipid metabolism"	"-0.504"
"Hedgehog signaling pathway"	"-0.505"
"Amino sugar and nucleotide sugar metabolism"	"-0.506"
"Cysteine and methionine metabolism"	"-0.506"
"Ovarian steroidogenesis"	"-0.509"
"N-Glycan biosynthesis"	"-0.516"
"Malaria"	"-0.517"
"Mineral absorption"	"-0.517"
"Autoimmune thyroid disease"	"-0.527"
"Vibrio cholerae infection"	"-0.529"
"Regulation of lipolysis in adipocytes"	"-0.539"
"Staphylococcus aureus infection"	"-0.55"
"Legionellosis"	"-0.554"
"Pathogenic Escherichia coli infection"	"-0.555"
"Viral myocarditis"	"-0.558"
"Human papillomavirus infection"	"-0.56"
"Cortisol synthesis and secretion"	"-0.587"
"Cytosolic DNA-sensing pathway"	"-0.588"
"Basal cell carcinoma"	"-0.589"
"Renin secretion"	"-0.595"
"Shigellosis"	"-0.595"
"Inflammatory bowel disease (IBD)"	"-0.596"
"Amphetamine addiction"	"-0.61"
"Epithelial cell signaling in Helicobacter pylori infection"	"-0.613"
"RIG-I-like receptor signaling pathway"	"-0.623"
"Adherens junction"	"-0.628"
"Leishmaniasis"	"-0.629"
"Bacterial invasion of epithelial cells"	"-0.636"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.638"
"Pancreatic cancer"	"-0.638"
"Inositol phosphate metabolism"	"-0.639"
"Ribosome biogenesis in eukaryotes"	"-0.643"
"Antigen processing and presentation"	"-0.644"
"Gastric acid secretion"	"-0.646"
"Cardiac muscle contraction"	"-0.65"
"Complement and coagulation cascades"	"-0.655"
"ECM-receptor interaction"	"-0.66"
"Taste transduction"	"-0.664"
"Pertussis"	"-0.665"
"TGF-beta signaling pathway"	"-0.678"
"Hypertrophic cardiomyopathy (HCM)"	"-0.681"
"Protein digestion and absorption"	"-0.691"
"Th1 and Th2 cell differentiation"	"-0.695"
"Salmonella infection"	"-0.696"
"Rheumatoid arthritis"	"-0.702"
"Dilated cardiomyopathy (DCM)"	"-0.705"
"Salivary secretion"	"-0.705"
"Fc gamma R-mediated phagocytosis"	"-0.707"
"IL-17 signaling pathway"	"-0.709"
"Amoebiasis"	"-0.712"
"Aldosterone synthesis and secretion"	"-0.718"
"Inflammatory mediator regulation of TRP channels"	"-0.721"
"Circadian entrainment"	"-0.723"
"Hematopoietic cell lineage"	"-0.726"
"Phosphatidylinositol signaling system"	"-0.727"
"Progesterone-mediated oocyte maturation"	"-0.733"
"Pyrimidine metabolism"	"-0.741"
"Chagas disease (American trypanosomiasis)"	"-0.747"
"HIF-1 signaling pathway"	"-0.747"
"Toll-like receptor signaling pathway"	"-0.749"
"Glucagon signaling pathway"	"-0.756"
"TNF signaling pathway"	"-0.758"
"Leukocyte transendothelial migration"	"-0.776"
"Toxoplasmosis"	"-0.783"
"Vascular smooth muscle contraction"	"-0.802"
"Platelet activation"	"-0.817"
"Osteoclast differentiation"	"-0.828"
"Systemic lupus erythematosus"	"-0.841"
"Spliceosome"	"-0.852"
"Ribosome"	"-0.856"
"Oxidative phosphorylation"	"-0.858"
"Measles"	"-0.862"
"Fluid shear stress and atherosclerosis"	"-0.874"
"Adrenergic signaling in cardiomyocytes"	"-0.894"
"Non-alcoholic fatty liver disease (NAFLD)"	"-0.904"
"Phagosome"	"-0.919"
"Cushing's syndrome"	"-0.922"
"Protein processing in endoplasmic reticulum"	"-0.941"
"NOD-like receptor signaling pathway"	"-0.948"
"Purine metabolism"	"-0.956"
"Tight junction"	"-0.966"
"Herpes simplex infection"	"-0.995"
"Cytokine-cytokine receptor interaction"	"-1.226"
"Olfactory transduction"	"-1.512"
