"Pathway"	"Z-score"
"Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"	"3.163"
"Fatty acid biosynthesis - Homo sapiens (human)"	"3.138"
"cGMP-PKG signaling pathway - Homo sapiens (human)"	"3.074"
"Alanine, aspartate and glutamate metabolism - Homo sapiens (human)"	"3.046"
"Thyroid cancer - Homo sapiens (human)"	"3.016"
"Endocytosis - Homo sapiens (human)"	"2.92"
"Pantothenate and CoA biosynthesis - Homo sapiens (human)"	"2.875"
"AMPK signaling pathway - Homo sapiens (human)"	"2.777"
"Arginine biosynthesis - Homo sapiens (human)"	"2.761"
"DNA replication - Homo sapiens (human)"	"2.755"
"Epstein-Barr virus infection - Homo sapiens (human)"	"2.752"
"ABC transporters - Homo sapiens (human)"	"2.75"
"Amphetamine addiction - Homo sapiens (human)"	"2.725"
"Maturity onset diabetes of the young - Homo sapiens (human)"	"2.688"
"Base excision repair - Homo sapiens (human)"	"2.68"
"Huntington,s disease - Homo sapiens (human)"	"2.672"
"Aldosterone synthesis and secretion - Homo sapiens (human)"	"2.514"
