"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"R-HSA-2408508"	"Metabolism of ingested SeMet, Sec, MeSec into H2Se"	"9.914"	"101"	"44.82"	"5.667"
"R-HSA-72766"	"Translation"	"9.871"	"1931"	"1521"	"41.534"
"R-HSA-390450"	"Folding of actin by CCT/TriC"	"9.642"	"245"	"149.52"	"9.902"
"R-HSA-446205"	"Synthesis of GDP-mannose"	"9.324"	"81"	"30.14"	"5.455"
"R-HSA-70635"	"Urea cycle"	"9.245"	"57"	"20.44"	"3.955"
"R-HSA-111471"	"Apoptotic factor-mediated response"	"9.219"	"48"	"14.34"	"3.651"
"R-HSA-8978868"	"Fatty acid metabolism"	"9.203"	"275"	"163.16"	"12.153"
"R-HSA-8873719"	"RAB geranylgeranylation"	"9.124"	"210"	"116.76"	"10.219"
"R-HSA-3371497"	"HSP90 chaperone cycle for steroid hormone receptors (SHR)"	"9.035"	"588"	"407.26"	"20.005"
"R-HSA-70614"	"Amino acid synthesis and interconversion (transamination)"	"8.748"	"106"	"46.04"	"6.854"
"R-HSA-211859"	"Biological oxidations"	"8.725"	"445"	"297.74"	"16.879"
"R-HSA-156581"	"Methylation"	"8.62"	"111"	"51.92"	"6.854"
"R-HSA-8854214"	"TBC/RABGAPs"	"8.568"	"213"	"127.84"	"9.939"
"R-HSA-390466"	"Chaperonin-mediated protein folding"	"8.508"	"992"	"736.4"	"30.043"
"R-HSA-5689880"	"Ub-specific processing proteases"	"8.442"	"1715"	"1357.22"	"42.379"
"R-HSA-391251"	"Protein folding"	"8.27"	"993"	"740.18"	"30.573"
"R-HSA-8982491"	"Glycogen metabolism"	"8.26"	"145"	"77.42"	"8.182"
"R-HSA-379726"	"Mitochondrial tRNA aminoacylation"	"8.255"	"87"	"40.64"	"5.616"
"R-HSA-189451"	"Heme biosynthesis"	"8.16"	"40"	"12.9"	"3.321"
"R-HSA-446210"	"Synthesis of UDP-N-acetyl-glucosamine"	"7.955"	"62"	"26.18"	"4.503"
"R-HSA-189445"	"Metabolism of porphyrins"	"7.934"	"48"	"16.98"	"3.91"
"R-HSA-75108"	"Activation, myristolyation of BID and translocation to mitochondria"	"7.838"	"30"	"8.32"	"2.766"
"R-HSA-8849175"	"Threonine catabolism"	"7.746"	"41"	"14.18"	"3.462"
"R-HSA-8978934"	"Metabolism of cofactors"	"7.656"	"156"	"84.2"	"9.379"
"R-HSA-1483166"	"Synthesis of PA"	"7.644"	"64"	"22.98"	"5.366"
"R-HSA-189200"	"Cellular hexose transport"	"7.329"	"54"	"20.4"	"4.585"
"R-HSA-196854"	"Metabolism of vitamins and cofactors"	"7.304"	"349"	"239.44"	"15.001"
"R-HSA-70370"	"Galactose catabolism"	"7.267"	"49"	"15.76"	"4.574"
"R-HSA-168277"	"Influenza Virus Induced Apoptosis"	"7.213"	"46"	"16.36"	"4.11"
"R-HSA-173599"	"Formation of the active cofactor, UDP-glucuronate"	"7.148"	"28"	"9.94"	"2.527"
"R-HSA-196780"	"Biotin transport and metabolism"	"7.086"	"51"	"21.12"	"4.217"
"R-HSA-70221"	"Glycogen breakdown (glycogenolysis)"	"6.93"	"109"	"56.7"	"7.546"
"R-HSA-204626"	"Hypusine synthesis from eIF5A-lysine"	"6.926"	"56"	"24.88"	"4.493"
"R-HSA-196849"	"Metabolism of water-soluble vitamins and cofactors"	"6.75"	"165"	"98.34"	"9.876"
"R-HSA-75876"	"Synthesis of very long-chain fatty acyl-CoAs"	"6.651"	"77"	"38.98"	"5.716"
"R-HSA-3371568"	"Attenuation phase"	"6.369"	"586"	"451.72"	"21.083"
"R-HSA-71737"	"Pyrophosphate hydrolysis"	"6.311"	"44"	"18.46"	"4.047"
"R-HSA-162699"	"Synthesis of dolichyl-phosphate mannose"	"6.21"	"14"	"3.24"	"1.733"
"R-HSA-3371571"	"HSF1-dependent transactivation"	"6.166"	"609"	"479"	"21.085"
"R-HSA-156590"	"Glutathione conjugation"	"6.14"	"58"	"26.4"	"5.147"
"R-HSA-5689603"	"UCH proteinases"	"6.127"	"1044"	"827.52"	"35.329"
"R-HSA-71336"	"Pentose phosphate pathway (hexose monophosphate shunt)"	"6.065"	"70"	"33.04"	"6.094"
"R-HSA-75105"	"Fatty acyl-CoA biosynthesis"	"6.012"	"107"	"60.72"	"7.699"
"R-HSA-1614603"	"Cysteine formation from homocysteine"	"5.915"	"36"	"15.62"	"3.446"
"R-HSA-164516"	"Minus-strand DNA synthesis"	"5.912"	"24"	"10.08"	"2.355"
"R-HSA-164525"	"Plus-strand DNA synthesis"	"5.912"	"24"	"10.08"	"2.355"
"R-HSA-162589"	"Reverse Transcription of HIV RNA"	"5.912"	"24"	"10.08"	"2.355"
"R-HSA-162585"	"Uncoating of the HIV Virion"	"5.912"	"24"	"10.08"	"2.355"
"R-HSA-3322077"	"Glycogen synthesis"	"5.875"	"58"	"29.78"	"4.803"
"R-HSA-8956320"	"Nucleobase biosynthesis"	"5.833"	"103"	"58.78"	"7.582"
"R-HSA-1483206"	"Glycerophospholipid biosynthesis"	"5.765"	"172"	"111.56"	"10.485"
"R-HSA-3371511"	"HSF1 activation"	"5.752"	"563"	"438.68"	"21.613"
"R-HSA-8949664"	"Processing of SMDT1"	"5.752"	"49"	"21.52"	"4.778"
"R-HSA-5688426"	"Deubiquitination"	"5.729"	"1937"	"1660.88"	"48.201"
"R-HSA-196108"	"Pregnenolone biosynthesis"	"5.727"	"21"	"6.66"	"2.504"
"R-HSA-74182"	"Ketone body metabolism"	"5.63"	"29"	"10.68"	"3.254"
"R-HSA-73728"	"RNA Polymerase I Promoter Opening"	"5.592"	"541"	"412.2"	"23.033"
"R-HSA-1296346"	"Tandem pore domain potassium channels"	"5.587"	"10"	"1.98"	"1.436"
"R-HSA-9007101"	"Rab regulation of trafficking"	"5.499"	"325"	"248.02"	"13.998"
"R-HSA-171306"	"Packaging Of Telomere Ends"	"5.418"	"496"	"380.9"	"21.242"
"R-HSA-912446"	"Meiotic recombination"	"5.342"	"511"	"390.7"	"22.518"
"R-HSA-1483148"	"Synthesis of PG"	"5.328"	"19"	"4.8"	"2.665"
"R-HSA-77288"	"mitochondrial fatty acid beta-oxidation of unsaturated fatty acids"	"5.239"	"15"	"4"	"2.1"
"R-HSA-180024"	"DARPP-32 events"	"5.23"	"251"	"184.16"	"12.78"
"R-HSA-380612"	"Metabolism of serotonin"	"5.157"	"33"	"15.24"	"3.444"
"R-HSA-1296052"	"Ca2+ activated K+ channels"	"5.15"	"23"	"7.7"	"2.971"
"R-HSA-380615"	"Serotonin clearance from the synaptic cleft"	"5.136"	"33"	"15.42"	"3.423"
"R-HSA-202670"	"ERKs are inactivated"	"5.066"	"147"	"99.22"	"9.431"
"R-HSA-1299308"	"Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)"	"4.953"	"7"	"1.42"	"1.126"
"R-HSA-156587"	"Amino Acid conjugation"	"4.94"	"5"	"0.06"	"0.24"
"R-HSA-159424"	"Conjugation of carboxylic acids"	"4.94"	"5"	"0.06"	"0.24"
"R-HSA-5334118"	"DNA methylation"	"4.92"	"512"	"402.1"	"22.339"
"R-HSA-163841"	"Gamma carboxylation, hypusine formation and arylsulfatase activation"	"4.879"	"88"	"53"	"7.174"
"R-HSA-73817"	"Purine ribonucleoside monophosphate biosynthesis"	"4.868"	"68"	"38.88"	"5.982"
"R-HSA-8876198"	"RAB GEFs exchange GTP for GDP on RABs"	"4.86"	"239"	"178.26"	"12.498"
"R-HSA-556833"	"Metabolism of lipids"	"4.765"	"948"	"820.46"	"26.764"
"R-HSA-77111"	"Synthesis of Ketone Bodies"	"4.729"	"25"	"10.2"	"3.13"
"WP3397"	"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3"	"4.725"	"520"	"414.86"	"22.253"
"R-HSA-450282"	"MAPK targets/ Nuclear events mediated by MAP kinases"	"4.719"	"260"	"197.48"	"13.25"
"R-HSA-111447"	"Activation of BAD and translocation to mitochondria "	"4.698"	"197"	"148.84"	"10.251"
"R-HSA-163754"	"Insulin effects increased synthesis of Xylulose-5-Phosphate"	"4.689"	"27"	"10.4"	"3.54"
"R-HSA-112311"	"Neurotransmitter clearance"	"4.641"	"33"	"16.32"	"3.594"
"R-HSA-2978092"	"Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate"	"4.602"	"15"	"4.02"	"2.386"
"R-HSA-5668914"	"Diseases of metabolism"	"4.602"	"15"	"4.02"	"2.386"
"R-HSA-389542"	"NADPH regeneration"	"4.602"	"15"	"4.02"	"2.386"
"R-HSA-194840"	"Rho GTPase cycle"	"4.598"	"296"	"226.56"	"15.101"
"R-HSA-72731"	"Recycling of eIF2:GDP"	"4.577"	"76"	"48.3"	"6.052"
"R-HSA-427359"	"SIRT1 negatively regulates rRNA expression"	"4.378"	"522"	"418.46"	"23.649"
"WP1841"	"Intrinsic Pathway for Apoptosis"	"4.303"	"322"	"260.28"	"14.343"
"R-HSA-74217"	"Purine salvage"	"4.294"	"28"	"13.96"	"3.27"
"R-HSA-1614558"	"Degradation of cysteine and homocysteine"	"4.292"	"30"	"13.14"	"3.928"
"R-HSA-1614517"	"Sulfide oxidation to sulfate"	"4.257"	"8"	"2.42"	"1.311"
"R-HSA-6782315"	"tRNA modification in the nucleus and cytosol"	"4.025"	"58"	"35.24"	"5.655"
"R-HSA-212300"	"PRC2 methylates histones and DNA"	"4.01"	"574"	"475.02"	"24.682"
"R-HSA-177128"	"Conjugation of salicylate with glycine"	"3.94"	"4"	"0.06"	"0.24"
"R-HSA-168256"	"Immune System"	"3.938"	"4718"	"4463.22"	"64.701"
"R-HSA-187042"	"TRKA activation by NGF"	"3.903"	"65"	"43.98"	"5.385"
"R-HSA-5205685"	"Pink/Parkin Mediated Mitophagy"	"3.884"	"369"	"294.36"	"19.217"
"R-HSA-164378"	"PKA activation in glucagon signalling"	"3.853"	"103"	"74.58"	"7.376"
"R-HSA-5620922"	"BBSome-mediated cargo-targeting to cilium"	"3.841"	"139"	"106.22"	"8.534"
"R-HSA-198753"	"ERK/MAPK targets"	"3.815"	"169"	"128.48"	"10.62"
"R-HSA-5576886"	"Phase 4 - resting membrane potential"	"3.799"	"11"	"3.8"	"1.895"
"R-HSA-168330"	"Viral RNP Complexes in the Host Cell Nucleus"	"3.795"	"62"	"39.74"	"5.865"
"R-HSA-450341"	"Activation of the AP-1 family of transcription factors"	"3.783"	"156"	"113.14"	"11.33"
"R-HSA-198725"	"Nuclear Events (kinase and transcription factor activation)"	"3.749"	"173"	"134.96"	"10.146"
"R-HSA-418457"	"cGMP effects"	"3.704"	"26"	"11.96"	"3.79"
"R-HSA-77346"	"Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA"	"3.698"	"23"	"10.26"	"3.445"
"R-HSA-187706"	"Signalling to p38 via RIT and RIN"	"3.681"	"67"	"46.44"	"5.585"
"R-HSA-1483257"	"Phospholipid metabolism"	"3.68"	"282"	"223.44"	"15.913"
"R-HSA-2395516"	"Electron transport from NADPH to Ferredoxin"	"3.64"	"4"	"0.36"	"0.485"
"R-HSA-936837"	"Ion transport by P-type ATPases"	"3.638"	"112"	"78.3"	"9.263"
"R-HSA-8876725"	"Protein methylation"	"3.63"	"203"	"158.78"	"12.181"
"R-HSA-163685"	"Integration of energy metabolism"	"3.575"	"436"	"369.32"	"18.652"
"R-HSA-170984"	"ARMS-mediated activation"	"3.553"	"103"	"77.82"	"7.087"
"R-HSA-77348"	"Beta oxidation of octanoyl-CoA to hexanoyl-CoA"	"3.512"	"21"	"9.58"	"3.252"
"R-HSA-500753"	"Pyrimidine biosynthesis"	"3.495"	"35"	"19.9"	"4.32"
"R-HSA-196757"	"Metabolism of folate and pterines"	"3.492"	"48"	"32.76"	"4.364"
"R-HSA-2408517"	"SeMet incorporation into proteins"	"3.434"	"60"	"40.68"	"5.626"
"R-HSA-8953897"	"Cellular responses to external stimuli"	"3.426"	"2779"	"2532.32"	"72.009"
"R-HSA-210455"	"Astrocytic Glutamate-Glutamine Uptake And Metabolism"	"3.42"	"11"	"3.94"	"2.064"
"R-HSA-112313"	"Neurotransmitter uptake and metabolism In glial cells"	"3.42"	"11"	"3.94"	"2.064"
"R-HSA-163767"	"PP2A-mediated dephosphorylation of key metabolic factors"	"3.419"	"85"	"59.78"	"7.377"
"R-HSA-1475029"	"Reversible hydration of carbon dioxide"	"3.398"	"9"	"2.86"	"1.807"
"R-HSA-5578775"	"Ion homeostasis"	"3.336"	"121"	"88.88"	"9.629"
"R-HSA-381070"	"IRE1alpha activates chaperones"	"3.281"	"65"	"44.66"	"6.199"
"R-HSA-73843"	"5-Phosphoribose 1-diphosphate biosynthesis"	"3.27"	"14"	"6.36"	"2.337"
"R-HSA-211945"	"Phase I - Functionalization of compounds"	"3.265"	"225"	"188.02"	"11.327"
"R-HSA-450513"	"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA"	"3.256"	"97"	"68.3"	"8.814"
"R-HSA-114608"	"Platelet degranulation "	"3.243"	"384"	"325.98"	"17.891"
"R-HSA-3065676"	"SUMO is conjugated to E1 (UBA2:SAE1)"	"3.213"	"146"	"117.72"	"8.802"
"R-HSA-190840"	"Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane"	"3.212"	"11"	"4.7"	"1.961"
"R-HSA-75035"	"Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex"	"3.198"	"191"	"162.32"	"8.968"
"R-HSA-3065679"	"SUMO is proteolytically processed"	"3.192"	"146"	"116.46"	"9.254"
"R-HSA-2262752"	"Cellular responses to stress"	"3.191"	"2594"	"2356.24"	"74.517"
"R-HSA-5620920"	"Cargo trafficking to the periciliary membrane"	"3.141"	"190"	"156.2"	"10.761"
"R-HSA-8956321"	"Nucleotide salvage"	"3.119"	"32"	"19.64"	"3.963"
"R-HSA-157579"	"Telomere Maintenance"	"3.082"	"638"	"559.9"	"25.34"
"R-HSA-977225"	"Amyloid fiber formation"	"3.062"	"811"	"691.36"	"39.078"
"R-HSA-77108"	"Utilization of Ketone Bodies"	"3.039"	"12"	"5.44"	"2.159"
"R-HSA-450408"	"AUF1 (hnRNP D0) binds and destabilizes mRNA"	"3.031"	"172"	"139.5"	"10.723"
"R-HSA-5674499"	"Negative feedback regulation of MAPK pathway"	"3.027"	"68"	"46.3"	"7.169"
"R-HSA-170968"	"Frs2-mediated activation"	"2.992"	"101"	"79.86"	"7.065"
"R-HSA-190872"	"Transport of connexons to the plasma membrane"	"2.976"	"11"	"5.12"	"1.976"
"R-HSA-73777"	"RNA Polymerase I Chain Elongation"	"2.966"	"652"	"568.36"	"28.2"
"R-HSA-392154"	"Nitric oxide stimulates guanylate cyclase"	"2.965"	"32"	"18.38"	"4.593"
"R-HSA-947581"	"Molybdenum cofactor biosynthesis"	"2.945"	"14"	"6.78"	"2.452"
"R-HSA-381033"	"ATF6 (ATF6-alpha) activates chaperones"	"2.939"	"37"	"24.12"	"4.383"
"R-HSA-71291"	"Metabolism of amino acids and derivatives"	"2.932"	"1116"	"1026.96"	"30.365"
"R-HSA-1660514"	"Synthesis of PIPs at the Golgi membrane"	"2.931"	"61"	"40.96"	"6.836"
"R-HSA-196025"	"Formation of annular gap junctions"	"2.895"	"100"	"76.94"	"7.965"
"R-HSA-5358493"	"Synthesis of diphthamide-EEF2"	"2.868"	"31"	"19.02"	"4.177"
"R-HSA-2299718"	"Condensation of Prophase Chromosomes"	"2.865"	"546"	"474.98"	"24.791"
"R-HSA-163615"	"PKA activation"	"2.862"	"114"	"89.7"	"8.491"
"R-HSA-190861"	"Gap junction assembly"	"2.801"	"11"	"5.22"	"2.063"
"R-HSA-190704"	"Oligomerization of connexins into connexons"	"2.801"	"11"	"5.22"	"2.063"
"R-HSA-190827"	"Transport of connexins along the secretory pathway"	"2.801"	"11"	"5.22"	"2.063"
"R-HSA-5625740"	"RHO GTPases activate PKNs"	"2.799"	"730"	"647.94"	"29.316"
"R-HSA-196783"	"Coenzyme A biosynthesis"	"2.781"	"6"	"2.44"	"1.28"
"R-HSA-392517"	"Rap1 signalling"	"2.725"	"116"	"89.84"	"9.601"
"R-HSA-1500620"	"Meiosis"	"2.719"	"534"	"465.58"	"25.166"
"R-HSA-111996"	"Ca-dependent events"	"2.708"	"157"	"129.64"	"10.103"
"R-HSA-198745"	"Signalling to STAT3"	"2.699"	"68"	"52.34"	"5.802"
"R-HSA-111931"	"PKA-mediated phosphorylation of CREB"	"2.692"	"117"	"94.06"	"8.522"
"R-HSA-1221632"	"Meiotic synapsis"	"2.68"	"346"	"291.8"	"20.222"
"R-HSA-71262"	"Carnitine synthesis"	"2.665"	"14"	"7.16"	"2.566"
"R-HSA-168253"	"Host Interactions with Influenza Factors"	"2.665"	"103"	"80.2"	"8.555"
"R-HSA-381042"	"PERK regulates gene expression"	"2.656"	"42"	"29.24"	"4.805"
"WP3404"	"Oxidative Stress Induced Senescence"	"2.637"	"1108"	"996.82"	"42.167"
"R-HSA-418359"	"Reduction of cytosolic Ca++ levels"	"2.635"	"53"	"35.6"	"6.602"
"R-HSA-190873"	"Gap junction degradation"	"2.632"	"100"	"79.18"	"7.909"
"WP3391"	"Senescence-Associated Secretory Phenotype (SASP)"	"2.601"	"963"	"858.44"	"40.198"
"R-HSA-71288"	"Creatine metabolism"	"2.595"	"10"	"5.28"	"1.819"
"R-HSA-1660661"	"Sphingolipid de novo biosynthesis"	"2.585"	"54"	"37.02"	"6.57"
"R-HSA-196836"	"Vitamin C (ascorbate) metabolism"	"2.554"	"21"	"11.76"	"3.617"
"R-HSA-9006931"	"Signaling by Nuclear Receptors"	"2.545"	"1267"	"1165.68"	"39.817"
"R-HSA-1474165"	"Reproduction"	"2.54"	"534"	"469.48"	"25.405"
"R-HSA-190828"	"Gap junction trafficking"	"2.538"	"100"	"79.7"	"7.998"
"R-HSA-2022377"	"Metabolism of Angiotensinogen to Angiotensins"	"2.527"	"31"	"18.62"	"4.899"
"R-HSA-5673000"	"RAF activation"	"2.511"	"187"	"159.84"	"10.818"
"R-HSA-76005"	"Response to elevated platelet cytosolic Ca2+"	"2.495"	"387"	"340.24"	"18.744"
"R-HSA-1445148"	"Translocation of GLUT4 to the plasma membrane"	"2.483"	"237"	"206.22"	"12.399"
"R-HSA-3214847"	"HATs acetylate histones"	"2.479"	"745"	"676.04"	"27.817"
"R-HSA-8951664"	"Neddylation"	"2.421"	"1171"	"1080.5"	"37.377"
"R-HSA-1855183"	"Synthesis of IP2, IP, and Ins in the cytosol"	"2.394"	"24"	"14.3"	"4.052"
"R-HSA-5250924"	"B-WICH complex positively regulates rRNA expression"	"2.381"	"694"	"621.92"	"30.268"
"R-HSA-425374"	"Amino acid and oligopeptide SLC transporters"	"2.376"	"21"	"13.04"	"3.35"
"R-HSA-352230"	"Amino acid transport across the plasma membrane"	"2.371"	"16"	"9.18"	"2.876"
"R-HSA-427389"	"ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression"	"2.357"	"534"	"477.72"	"23.882"
"R-HSA-167021"	"PLC-gamma1 signalling"	"2.356"	"65"	"51.34"	"5.798"
"R-HSA-8866911"	"TFAP2 (AP-2) family regulates transcription of cell cycle factors"	"2.351"	"68"	"53.1"	"6.338"
"R-HSA-168275"	"Entry of Influenza Virion into Host Cell via Endocytosis"	"2.33"	"41"	"27.6"	"5.75"
"R-HSA-111995"	"phospho-PLA2 pathway"	"2.328"	"28"	"17.22"	"4.63"
"R-HSA-187024"	"NGF-independant TRKA activation"	"2.327"	"65"	"50.5"	"6.231"
"R-HSA-422356"	"Regulation of insulin secretion"	"2.272"	"310"	"272.18"	"16.648"
"R-HSA-5205647"	"Mitophagy"	"2.26"	"414"	"362.98"	"22.575"
"R-HSA-1980150"	"Signaling by NOTCH4"	"2.238"	"23"	"14.86"	"3.637"
"R-HSA-1237112"	"Methionine salvage pathway"	"2.235"	"13"	"6.3"	"2.998"
"R-HSA-381119"	"Unfolded Protein Response (UPR)"	"2.223"	"75"	"58.78"	"7.296"
"R-HSA-211728"	"Regulation of PAK-2p34 activity by PS-GAP/RHG10"	"2.212"	"11"	"6.4"	"2.08"
"WP3395"	"Cellular response to heat stress"	"2.21"	"1028"	"945.66"	"37.259"
"R-HSA-6814848"	"Glycerophospholipid catabolism"	"2.173"	"8"	"3.9"	"1.887"
"R-HSA-3371453"	"Regulation of HSF1-mediated heat shock response"	"2.157"	"812"	"745.6"	"30.79"
