"Pathway"	"Z-score"
"Regulation of lipolysis in adipocytes"	"0.874"
"Pathogenic Escherichia coli infection"	"0.86"
"Wnt signaling pathway"	"0.852"
"Gastric cancer"	"0.835"
"Breast cancer"	"0.831"
"Phospholipase D signaling pathway"	"0.83"
"Oxytocin signaling pathway"	"0.735"
"Synaptic vesicle cycle"	"0.729"
"Shigellosis"	"0.72"
"Longevity regulating pathway - multiple species"	"0.719"
"Cortisol synthesis and secretion"	"0.707"
"Mitophagy - animal"	"0.701"
"Central carbon metabolism in cancer"	"0.692"
"Renin secretion"	"0.682"
"Renal cell carcinoma"	"0.663"
"cGMP-PKG signaling pathway"	"0.652"
"Hepatocellular carcinoma"	"0.635"
"Bile secretion"	"0.622"
"Tight junction"	"0.609"
"Bacterial invasion of epithelial cells"	"0.585"
"Thyroid hormone synthesis"	"0.538"
"Gastric acid secretion"	"0.521"
"Taste transduction"	"0.467"
"Transcriptional misregulation in cancer"	"0.467"
"Insulin secretion"	"0.396"
"GABAergic synapse"	"0.381"
"Proteoglycans in cancer"	"0.379"
"Dilated cardiomyopathy (DCM)"	"0.363"
"cAMP signaling pathway"	"0.362"
"Gap junction"	"0.362"
"Human papillomavirus infection"	"0.337"
"Salivary secretion"	"0.336"
"GnRH signaling pathway"	"0.335"
"Rap1 signaling pathway"	"0.303"
"Prostate cancer"	"0.286"
"Progesterone-mediated oocyte maturation"	"0.274"
"Aldosterone synthesis and secretion"	"0.273"
"Circadian entrainment"	"0.272"
"Pancreatic secretion"	"0.272"
"Inflammatory mediator regulation of TRP channels"	"0.268"
"HIF-1 signaling pathway"	"0.243"
"Melanogenesis"	"0.222"
"Thermogenesis"	"0.141"
"Glutamatergic synapse"	"0.125"
"Cholinergic synapse"	"0.119"
"Thyroid hormone signaling pathway"	"0.095"
"Sphingolipid signaling pathway"	"0.09"
"Neurotrophin signaling pathway"	"0.088"
"Platelet activation"	"0.034"
"Hepatitis C"	"-0.007"
"Relaxin signaling pathway"	"-0.013"
"Measles"	"-0.029"
"Oxidative phosphorylation"	"-0.038"
"Apoptosis"	"-0.052"
"Estrogen signaling pathway"	"-0.063"
"Fluid shear stress and atherosclerosis"	"-0.069"
"Apelin signaling pathway"	"-0.074"
"Signaling pathways regulating pluripotency of stem cells"	"-0.074"
"D-Arginine and D-ornithine metabolism"	"-0.082"
"Adrenergic signaling in cardiomyocytes"	"-0.127"
"Retrograde endocannabinoid signaling"	"-0.152"
"Biotin metabolism"	"-0.154"
"MicroRNAs in cancer"	"-0.154"
"Phagosome"	"-0.156"
"Lipoic acid metabolism"	"-0.165"
"Valine, leucine and isoleucine biosynthesis"	"-0.18"
"Cushing's syndrome"	"-0.185"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.192"
"Caffeine metabolism"	"-0.199"
"D-Glutamine and D-glutamate metabolism"	"-0.202"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.202"
"Cellular senescence"	"-0.214"
"Vitamin B6 metabolism"	"-0.214"
"Phosphonate and phosphinate metabolism"	"-0.217"
"Sulfur relay system"	"-0.251"
"Riboflavin metabolism"	"-0.253"
"Sulfur metabolism"	"-0.28"
"Synthesis and degradation of ketone bodies"	"-0.283"
"Taurine and hypotaurine metabolism"	"-0.288"
"Influenza A"	"-0.291"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.297"
"Fatty acid biosynthesis"	"-0.321"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.328"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.331"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.35"
"Primary bile acid biosynthesis"	"-0.358"
"Other glycan degradation"	"-0.359"
"Phenylalanine metabolism"	"-0.364"
"Kaposi's sarcoma-associated herpesvirus infection"	"-0.365"
"Ascorbate and aldarate metabolism"	"-0.366"
"Nitrogen metabolism"	"-0.369"
"Chemokine signaling pathway"	"-0.371"
"Selenocompound metabolism"	"-0.371"
"Glycosaminoglycan degradation"	"-0.382"
"Steroid biosynthesis"	"-0.39"
"Pantothenate and CoA biosynthesis"	"-0.395"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.396"
"Arginine biosynthesis"	"-0.401"
"Other types of O-glycan biosynthesis"	"-0.415"
"Renin-angiotensin system"	"-0.419"
"Terpenoid backbone biosynthesis"	"-0.419"
"Proximal tubule bicarbonate reclamation"	"-0.424"
"Mannose type O-glycan biosynthesis"	"-0.428"
"Vitamin digestion and absorption"	"-0.428"
"Histidine metabolism"	"-0.429"
"Pentose and glucuronate interconversions"	"-0.431"
"Biosynthesis of unsaturated fatty acids"	"-0.432"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.432"
"alpha-Linolenic acid metabolism"	"-0.438"
"Folate biosynthesis"	"-0.439"
"Maturity onset diabetes of the young"	"-0.451"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.455"
"Glyoxylate and dicarboxylate metabolism"	"-0.456"
"Collecting duct acid secretion"	"-0.461"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.467"
"Butanoate metabolism"	"-0.469"
"Fatty acid elongation"	"-0.469"
"Linoleic acid metabolism"	"-0.471"
"Hippo signaling pathway - multiple species"	"-0.474"
"Mucin type O-glycan biosynthesis"	"-0.475"
"Asthma"	"-0.478"
"Pentose phosphate pathway"	"-0.484"
"Propanoate metabolism"	"-0.485"
"Galactose metabolism"	"-0.49"
"Citrate cycle (TCA cycle)"	"-0.498"
"Porphyrin and chlorophyll metabolism"	"-0.499"
"beta-Alanine metabolism"	"-0.5"
"Autophagy - other"	"-0.502"
"Apoptosis - multiple species"	"-0.506"
"African trypanosomiasis"	"-0.513"
"Fructose and mannose metabolism"	"-0.516"
"Prion diseases"	"-0.525"
"Starch and sucrose metabolism"	"-0.526"
"Tyrosine metabolism"	"-0.533"
"Alanine, aspartate and glutamate metabolism"	"-0.534"
"Aldosterone-regulated sodium reabsorption"	"-0.538"
"Allograft rejection"	"-0.538"
"Pyruvate metabolism"	"-0.551"
"Glycine, serine and threonine metabolism"	"-0.554"
"Nicotine addiction"	"-0.563"
"Tryptophan metabolism"	"-0.564"
"Graft-versus-host disease"	"-0.565"
"Fat digestion and absorption"	"-0.573"
"Carbohydrate digestion and absorption"	"-0.581"
"Aminoacyl-tRNA biosynthesis"	"-0.582"
"Type I diabetes mellitus"	"-0.585"
"ABC transporters"	"-0.589"
"Type II diabetes mellitus"	"-0.594"
"Cysteine and methionine metabolism"	"-0.597"
"Fatty acid degradation"	"-0.598"
"Ether lipid metabolism"	"-0.6"
"Ras signaling pathway"	"-0.6"
"Sphingolipid metabolism"	"-0.6"
"Malaria"	"-0.604"
"Hedgehog signaling pathway"	"-0.605"
"Notch signaling pathway"	"-0.606"
"Intestinal immune network for IgA production"	"-0.608"
"Steroid hormone biosynthesis"	"-0.617"
"Cocaine addiction"	"-0.618"
"Valine, leucine and isoleucine degradation"	"-0.62"
"Cholesterol metabolism"	"-0.622"
"Amino sugar and nucleotide sugar metabolism"	"-0.628"
"Arginine and proline metabolism"	"-0.628"
"Mineral absorption"	"-0.636"
"Autoimmune thyroid disease"	"-0.64"
"Staphylococcus aureus infection"	"-0.65"
"Legionellosis"	"-0.656"
"Retinol metabolism"	"-0.66"
"VEGF signaling pathway"	"-0.67"
"Viral myocarditis"	"-0.672"
"Arachidonic acid metabolism"	"-0.676"
"Drug metabolism - cytochrome P450"	"-0.681"
"Lysine degradation"	"-0.685"
"Long-term depression"	"-0.696"
"Metabolism of xenobiotics by cytochrome P450"	"-0.7"
"Glycerolipid metabolism"	"-0.706"
"Fc epsilon RI signaling pathway"	"-0.713"
"Acute myeloid leukemia"	"-0.714"
"Glycolysis / Gluconeogenesis"	"-0.716"
"Inflammatory bowel disease (IBD)"	"-0.717"
"Long-term potentiation"	"-0.722"
"Epithelial cell signaling in Helicobacter pylori infection"	"-0.727"
"Amphetamine addiction"	"-0.729"
"B cell receptor signaling pathway"	"-0.736"
"Adipocytokine signaling pathway"	"-0.739"
"RIG-I-like receptor signaling pathway"	"-0.74"
"Chemical carcinogenesis"	"-0.743"
"Prolactin signaling pathway"	"-0.743"
"Adherens junction"	"-0.754"
"Leishmaniasis"	"-0.755"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.759"
"PPAR signaling pathway"	"-0.764"
"Inositol phosphate metabolism"	"-0.771"
"Antigen processing and presentation"	"-0.774"
"RNA degradation"	"-0.775"
"Pertussis"	"-0.782"
"Cardiac muscle contraction"	"-0.783"
"Ribosome biogenesis in eukaryotes"	"-0.783"
"Complement and coagulation cascades"	"-0.787"
"ECM-receptor interaction"	"-0.793"
"ErbB signaling pathway"	"-0.807"
"Hypertrophic cardiomyopathy (HCM)"	"-0.811"
"Salmonella infection"	"-0.817"
"Peroxisome"	"-0.828"
"Th1 and Th2 cell differentiation"	"-0.828"
"Rheumatoid arthritis"	"-0.83"
"Protein digestion and absorption"	"-0.835"
"Fc gamma R-mediated phagocytosis"	"-0.847"
"IL-17 signaling pathway"	"-0.849"
"Amoebiasis"	"-0.854"
"MAPK signaling pathway"	"-0.868"
"NF-kappa B signaling pathway"	"-0.868"
"Hematopoietic cell lineage"	"-0.872"
"Glycerophospholipid metabolism"	"-0.879"
"AGE-RAGE signaling pathway in diabetic complications"	"-0.881"
"T cell receptor signaling pathway"	"-0.882"
"Choline metabolism in cancer"	"-0.886"
"Phosphatidylinositol signaling system"	"-0.896"
"C-type lectin receptor signaling pathway"	"-0.899"
"Toll-like receptor signaling pathway"	"-0.902"
"Glucagon signaling pathway"	"-0.904"
"Chagas disease (American trypanosomiasis)"	"-0.912"
"Th17 cell differentiation"	"-0.914"
"TNF signaling pathway"	"-0.921"
"Insulin resistance"	"-0.927"
"Leukocyte transendothelial migration"	"-0.935"
"Serotonergic synapse"	"-0.942"
"Toxoplasmosis"	"-0.944"
"Lysosome"	"-0.966"
"AMPK signaling pathway"	"-0.973"
"Osteoclast differentiation"	"-0.985"
"Natural killer cell mediated cytotoxicity"	"-1.005"
"FoxO signaling pathway"	"-1.008"
"Autophagy - animal"	"-1.01"
"Dopaminergic synapse"	"-1.014"
"Ribosome"	"-1.016"
"Systemic lupus erythematosus"	"-1.022"
"PI3K-Akt signaling pathway"	"-1.043"
"Insulin signaling pathway"	"-1.048"
"Parkinson's disease"	"-1.059"
"Cell adhesion molecules (CAMs)"	"-1.066"
"Non-alcoholic fatty liver disease (NAFLD)"	"-1.087"
"mTOR signaling pathway"	"-1.097"
"Hippo signaling pathway"	"-1.1"
"Necroptosis"	"-1.129"
"Jak-STAT signaling pathway"	"-1.131"
"NOD-like receptor signaling pathway"	"-1.152"
"Alzheimer's disease"	"-1.159"
"Tuberculosis"	"-1.162"
"Axon guidance"	"-1.175"
"Calcium signaling pathway"	"-1.181"
"Alcoholism"	"-1.193"
"Focal adhesion"	"-1.257"
"Regulation of actin cytoskeleton"	"-1.27"
"Cytokine-cytokine receptor interaction"	"-1.465"
"Neuroactive ligand-receptor interaction"	"-1.489"
"Olfactory transduction"	"-1.839"
