"Pathway"	"zscore"
"Glycosaminoglycan degradation"	"-1.885"
"Mucin type O-glycan biosynthesis"	"-1.953"
"Arachidonic acid metabolism"	"-1.961"
"Phosphonate and phosphinate metabolism"	"-1.969"
"ABC transporters"	"-2.051"
"alpha-Linolenic acid metabolism"	"-2.066"
"Prion diseases"	"-2.168"
"Proteasome"	"-2.196"
"Mannose type O-glycan biosynthesis"	"-2.209"
"Terpenoid backbone biosynthesis"	"-2.234"
"Folate biosynthesis"	"-2.241"
"Cortisol synthesis and secretion"	"-2.27"
"Pantothenate and CoA biosynthesis"	"-2.331"
"Mitophagy - animal"	"-2.348"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-2.353"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-2.406"
"Small cell lung cancer"	"-2.431"
"Fatty acid elongation"	"-2.475"
"Steroid biosynthesis"	"-2.485"
"Retinol metabolism"	"-2.519"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-2.528"
"Pentose and glucuronate interconversions"	"-2.546"
"Primary immunodeficiency"	"-2.561"
"Measles"	"-2.651"
"Sphingolipid metabolism"	"-2.694"
"Glycerolipid metabolism"	"-2.709"
"Fat digestion and absorption"	"-2.713"
"Bile secretion"	"-2.747"
"Linoleic acid metabolism"	"-2.775"
"Pyruvate metabolism"	"-2.825"
"TGF-beta signaling pathway"	"-2.85"
"Dilated cardiomyopathy (DCM)"	"-2.899"
"Gap junction"	"-2.902"
"Glucagon signaling pathway"	"-2.923"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-2.967"
"Ovarian steroidogenesis"	"-3.005"
"Drug metabolism - cytochrome P450"	"-3.043"
"Propanoate metabolism"	"-3.199"
"Circadian rhythm"	"-3.248"
"Protein export"	"-3.272"
"Estrogen signaling pathway"	"-3.302"
"Central carbon metabolism in cancer"	"-3.389"
"Proximal tubule bicarbonate reclamation"	"-3.399"
"Aminoacyl-tRNA biosynthesis"	"-3.408"
"Nicotine addiction"	"-3.424"
"Metabolism of xenobiotics by cytochrome P450"	"-3.487"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-3.507"
"Porphyrin and chlorophyll metabolism"	"-3.595"
"Peroxisome"	"-3.606"
"Thyroid hormone signaling pathway"	"-3.607"
"Amyotrophic lateral sclerosis (ALS)"	"-3.633"
"Necroptosis"	"-3.693"
"Autophagy - other"	"-3.715"
"Chemical carcinogenesis"	"-3.731"
"Thyroid hormone synthesis"	"-3.757"
"Toxoplasmosis"	"-3.781"
"Melanoma"	"-3.786"
"Hypertrophic cardiomyopathy (HCM)"	"-3.976"
"Biosynthesis of unsaturated fatty acids"	"-4.045"
"Renin-angiotensin system"	"-4.056"
"Non-small cell lung cancer"	"-4.064"
"Mineral absorption"	"-4.066"
"Glycerophospholipid metabolism"	"-4.157"
"Apoptosis"	"-4.202"
"Type I diabetes mellitus"	"-4.267"
"Tight junction"	"-4.277"
"SNARE interactions in vesicular transport"	"-4.298"
"Fluid shear stress and atherosclerosis"	"-4.302"
"Primary bile acid biosynthesis"	"-4.322"
"Apoptosis - multiple species"	"-4.391"
"Viral myocarditis"	"-4.56"
"Endometrial cancer"	"-4.569"
"Bladder cancer"	"-4.67"
"Ribosome biogenesis in eukaryotes"	"-4.748"
"Pancreatic cancer"	"-4.759"
"Breast cancer"	"-4.805"
"Endocytosis"	"-4.827"
"Hippo signaling pathway - multiple species"	"-4.852"
"Protein digestion and absorption"	"-4.852"
"Wnt signaling pathway"	"-4.92"
"Ribosome"	"-4.964"
"Hedgehog signaling pathway"	"-5.058"
"Amphetamine addiction"	"-5.061"
"Phototransduction"	"-5.063"
"HIF-1 signaling pathway"	"-5.142"
"Cushing's syndrome"	"-5.146"
"Cardiac muscle contraction"	"-5.195"
"Renal cell carcinoma"	"-5.203"
"Asthma"	"-5.206"
"Inositol phosphate metabolism"	"-5.231"
"Synaptic vesicle cycle"	"-5.231"
"Rheumatoid arthritis"	"-5.248"
"Hepatitis B"	"-5.3"
"Shigellosis"	"-5.304"
"African trypanosomiasis"	"-5.305"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-5.333"
"Colorectal cancer"	"-5.358"
"Long-term potentiation"	"-5.376"
"Glioma"	"-5.397"
"Cellular senescence"	"-5.424"
"Salivary secretion"	"-5.455"
"Cocaine addiction"	"-5.51"
"Type II diabetes mellitus"	"-5.57"
"Malaria"	"-5.621"
"Steroid hormone biosynthesis"	"-5.754"
"Allograft rejection"	"-5.818"
"ECM-receptor interaction"	"-5.876"
"Olfactory transduction"	"-5.929"
"MicroRNAs in cancer"	"-5.947"
"Graft-versus-host disease"	"-5.95"
"Salmonella infection"	"-5.997"
"Progesterone-mediated oocyte maturation"	"-6.023"
"Cholesterol metabolism"	"-6.215"
"Insulin secretion"	"-6.247"
"Oxytocin signaling pathway"	"-6.25"
"Inflammatory bowel disease (IBD)"	"-6.275"
"Renin secretion"	"-6.382"
"Chronic myeloid leukemia"	"-6.428"
"Longevity regulating pathway"	"-6.464"
"Autoimmune thyroid disease"	"-6.511"
"Hepatocellular carcinoma"	"-6.572"
"Vasopressin-regulated water reabsorption"	"-6.586"
"IL-17 signaling pathway"	"-6.594"
"Carbohydrate digestion and absorption"	"-6.682"
"Adherens junction"	"-6.693"
"Aldosterone synthesis and secretion"	"-6.726"
"Gastric acid secretion"	"-6.731"
"Jak-STAT signaling pathway"	"-6.749"
"Aldosterone-regulated sodium reabsorption"	"-6.755"
"Intestinal immune network for IgA production"	"-6.761"
"RIG-I-like receptor signaling pathway"	"-6.859"
"Cell adhesion molecules (CAMs)"	"-6.895"
"Prostate cancer"	"-6.973"
"NF-kappa B signaling pathway"	"-7.097"
"Epithelial cell signaling in Helicobacter pylori infection"	"-7.121"
"Th17 cell differentiation"	"-7.135"
"AMPK signaling pathway"	"-7.164"
"Oocyte meiosis"	"-7.214"
"Gastric cancer"	"-7.219"
"Oxidative phosphorylation"	"-7.274"
"Adipocytokine signaling pathway"	"-7.319"
"Lysosome"	"-7.358"
"Leishmaniasis"	"-7.409"
"Phosphatidylinositol signaling system"	"-7.443"
"Vascular smooth muscle contraction"	"-7.508"
"Melanogenesis"	"-7.566"
"Hematopoietic cell lineage"	"-7.607"
"Parkinson's disease"	"-7.634"
"Endocrine and other factor-regulated calcium reabsorption"	"-7.73"
"Regulation of lipolysis in adipocytes"	"-7.764"
"Th1 and Th2 cell differentiation"	"-7.796"
"Complement and coagulation cascades"	"-7.946"
"FoxO signaling pathway"	"-8.022"
"Pancreatic secretion"	"-8.181"
"C-type lectin receptor signaling pathway"	"-8.358"
"Autophagy - animal"	"-8.51"
"Pertussis"	"-8.559"
"Tuberculosis"	"-8.625"
"Amoebiasis"	"-8.708"
"Choline metabolism in cancer"	"-8.735"
"GABAergic synapse"	"-8.824"
"Acute myeloid leukemia"	"-8.855"
"B cell receptor signaling pathway"	"-8.872"
"GnRH signaling pathway"	"-8.896"
"Staphylococcus aureus infection"	"-8.941"
"Long-term depression"	"-8.986"
"VEGF signaling pathway"	"-8.998"
"Circadian entrainment"	"-9.007"
"MAPK signaling pathway"	"-9.107"
"Platelet activation"	"-9.181"
"Morphine addiction"	"-9.196"
"Bacterial invasion of epithelial cells"	"-9.243"
"Signaling pathways regulating pluripotency of stem cells"	"-9.284"
"Glutamatergic synapse"	"-9.396"
"Prolactin signaling pathway"	"-9.405"
"mTOR signaling pathway"	"-9.793"
"Apelin signaling pathway"	"-9.884"
"Inflammatory mediator regulation of TRP channels"	"-9.974"
"Human papillomavirus infection"	"-10.049"
"Kaposi's sarcoma-associated herpesvirus infection"	"-10.266"
"Leukocyte transendothelial migration"	"-10.332"
"Toll-like receptor signaling pathway"	"-10.385"
"Thermogenesis"	"-10.489"
"AGE-RAGE signaling pathway in diabetic complications"	"-10.517"
"NOD-like receptor signaling pathway"	"-10.524"
"TNF signaling pathway"	"-10.609"
"Alzheimer's disease"	"-10.651"
"Adrenergic signaling in cardiomyocytes"	"-10.709"
"Osteoclast differentiation"	"-10.779"
"Non-alcoholic fatty liver disease (NAFLD)"	"-10.865"
"Hepatitis C"	"-10.871"
"Hippo signaling pathway"	"-10.923"
"Insulin resistance"	"-11.083"
"Insulin signaling pathway"	"-11.138"
"Serotonergic synapse"	"-11.209"
"T cell receptor signaling pathway"	"-11.248"
"Neurotrophin signaling pathway"	"-11.257"
"cGMP-PKG signaling pathway"	"-11.506"
"Proteoglycans in cancer"	"-11.567"
"ErbB signaling pathway"	"-11.585"
"Fc gamma R-mediated phagocytosis"	"-11.632"
"Taste transduction"	"-11.666"
"Cholinergic synapse"	"-11.726"
"Dopaminergic synapse"	"-11.729"
"Fc epsilon RI signaling pathway"	"-11.794"
"Natural killer cell mediated cytotoxicity"	"-11.837"
"Chagas disease (American trypanosomiasis)"	"-11.917"
"Retrograde endocannabinoid signaling"	"-12.02"
"Relaxin signaling pathway"	"-12.162"
"Focal adhesion"	"-13.108"
"Calcium signaling pathway"	"-13.344"
"Axon guidance"	"-13.57"
"cAMP signaling pathway"	"-13.603"
"Sphingolipid signaling pathway"	"-13.625"
"Pathways in cancer"	"-14.389"
"Regulation of actin cytoskeleton"	"-14.805"
"Phospholipase D signaling pathway"	"-14.93"
"Rap1 signaling pathway"	"-15.073"
"PI3K-Akt signaling pathway"	"-15.573"
"Ras signaling pathway"	"-16.165"
"Cytokine-cytokine receptor interaction"	"-16.291"
"Chemokine signaling pathway"	"-17.397"
"Neuroactive ligand-receptor interaction"	"-23.497"
