"Pathway"	"Z-score"
"beta-Alanine metabolism - Homo sapiens (human)"	"-1.15"
"Sulfur metabolism - Homo sapiens (human)"	"-1.174"
"Sulfur relay system - Homo sapiens (human)"	"-1.198"
"Nitrogen metabolism - Homo sapiens (human)"	"-1.207"
"Alanine, aspartate and glutamate metabolism - Homo sapiens (human)"	"-1.256"
"Nicotinate and nicotinamide metabolism - Homo sapiens (human)"	"-1.362"
"Arginine biosynthesis - Homo sapiens (human)"	"-1.427"
"Citrate cycle (TCA cycle) - Homo sapiens (human)"	"-1.464"
"Fatty acid degradation - Homo sapiens (human)"	"-1.5"
"Vibrio cholerae infection - Homo sapiens (human)"	"-1.579"
"Tryptophan metabolism - Homo sapiens (human)"	"-1.634"
"Drug metabolism - other enzymes - Homo sapiens (human)"	"-1.659"
"PPAR signaling pathway - Homo sapiens (human)"	"-1.674"
"Vitamin digestion and absorption - Homo sapiens (human)"	"-1.677"
"Vitamin B6 metabolism - Homo sapiens (human)"	"-1.702"
"Glutathione metabolism - Homo sapiens (human)"	"-1.766"
"Arginine and proline metabolism - Homo sapiens (human)"	"-1.822"
"Starch and sucrose metabolism - Homo sapiens (human)"	"-1.842"
"Glycosaminoglycan degradation - Homo sapiens (human)"	"-1.885"
"Mucin type O-glycan biosynthesis - Homo sapiens (human)"	"-1.953"
"Arachidonic acid metabolism - Homo sapiens (human)"	"-1.961"
"Phosphonate and phosphinate metabolism - Homo sapiens (human)"	"-1.969"
"ABC transporters - Homo sapiens (human)"	"-2.051"
