"ID"	"Pathway"	"Z-score"
"hsa04213"	"Longevity regulating pathway - multiple species"	"-0.207"
"hsa04216"	"Ferroptosis"	"-0.26"
"hsa00380"	"Tryptophan metabolism"	"-0.285"
"hsa00052"	"Galactose metabolism"	"-0.301"
"hsa00514"	"Other types of O-glycan biosynthesis"	"-0.317"
"hsa05217"	"Basal cell carcinoma"	"-0.348"
"hsa04310"	"Wnt signaling pathway"	"-0.348"
"hsa03320"	"PPAR signaling pathway"	"-0.358"
"hsa00592"	"alpha-Linolenic acid metabolism"	"-0.363"
"hsa00780"	"Biotin metabolism"	"-0.464"
"hsa00561"	"Glycerolipid metabolism"	"-0.485"
"hsa04934"	"Cushing,s syndrome"	"-0.492"
"hsa04122"	"Sulfur relay system"	"-0.535"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.576"
"hsa00500"	"Starch and sucrose metabolism"	"-0.692"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"-0.751"
"hsa00480"	"Glutathione metabolism"	"-0.772"
"hsa05214"	"Glioma"	"-0.817"
"hsa00350"	"Tyrosine metabolism"	"-0.873"
"hsa00620"	"Pyruvate metabolism"	"-0.9"
"hsa00360"	"Phenylalanine metabolism"	"-0.903"
"hsa00270"	"Cysteine and methionine metabolism"	"-0.919"
"hsa00600"	"Sphingolipid metabolism"	"-0.92"
"hsa05226"	"Gastric cancer"	"-1.022"
"hsa00260"	"Glycine, serine and threonine metabolism"	"-1.076"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"-1.128"
"hsa05210"	"Colorectal cancer"	"-1.164"
"hsa00983"	"Drug metabolism - other enzymes"	"-1.191"
"hsa00062"	"Fatty acid elongation"	"-1.229"
"hsa00920"	"Sulfur metabolism"	"-1.241"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"-1.245"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"-1.255"
"hsa00030"	"Pentose phosphate pathway"	"-1.293"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-1.309"
"hsa04977"	"Vitamin digestion and absorption"	"-1.405"
"hsa00220"	"Arginine biosynthesis"	"-1.493"
"hsa00450"	"Selenocompound metabolism"	"-1.494"
"hsa00051"	"Fructose and mannose metabolism"	"-1.518"
"hsa00510"	"N-Glycan biosynthesis"	"-1.549"
"hsa05340"	"Primary immunodeficiency"	"-1.564"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.569"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"-1.616"
"hsa02010"	"ABC transporters"	"-1.733"
"hsa04530"	"Tight junction"	"-1.772"
"hsa00790"	"Folate biosynthesis"	"-1.791"
"hsa00100"	"Steroid biosynthesis"	"-1.801"
"hsa04540"	"Gap junction"	"-1.893"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"-1.903"
"hsa04919"	"Thyroid hormone signaling pathway"	"-1.951"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"-1.952"
"hsa04978"	"Mineral absorption"	"-1.969"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-1.971"
"hsa04390"	"Hippo signaling pathway"	"-1.972"
"hsa05213"	"Endometrial cancer"	"-1.986"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"-2.046"
"hsa04145"	"Phagosome"	"-2.059"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"-2.064"
"hsa05230"	"Central carbon metabolism in cancer"	"-2.13"
"hsa00564"	"Glycerophospholipid metabolism"	"-2.153"
"hsa04340"	"Hedgehog signaling pathway"	"-2.225"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-2.308"
"hsa04950"	"Maturity onset diabetes of the young"	"-2.372"
"hsa04146"	"Peroxisome"	"-2.395"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-2.397"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"-2.426"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-2.445"
"hsa05225"	"Hepatocellular carcinoma"	"-2.489"
"hsa05143"	"African trypanosomiasis"	"-2.545"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-2.569"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"-2.572"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"-2.574"
"hsa00020"	"Citrate cycle (TCA cycle)"	"-2.627"
"hsa04064"	"NF-kappa B signaling pathway"	"-2.641"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"-2.659"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-2.72"
"hsa05221"	"Acute myeloid leukemia"	"-2.754"
"hsa00650"	"Butanoate metabolism"	"-2.755"
"hsa00590"	"Arachidonic acid metabolism"	"-2.77"
"hsa04966"	"Collecting duct acid secretion"	"-2.816"
"hsa00900"	"Terpenoid backbone biosynthesis"	"-2.822"
"hsa04974"	"Protein digestion and absorption"	"-2.831"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"-2.846"
"hsa00120"	"Primary bile acid biosynthesis"	"-2.847"
"hsa04512"	"ECM-receptor interaction"	"-2.989"
"hsa05031"	"Amphetamine addiction"	"-3.003"
"hsa05131"	"Shigellosis"	"-3.025"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-3.066"
"hsa05132"	"Salmonella infection"	"-3.074"
"hsa00640"	"Propanoate metabolism"	"-3.103"
"hsa04657"	"IL-17 signaling pathway"	"-3.113"
"hsa05144"	"Malaria"	"-3.161"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"-3.185"
"hsa03060"	"Protein export"	"-3.249"
"hsa04975"	"Fat digestion and absorption"	"-3.301"
"hsa04922"	"Glucagon signaling pathway"	"-3.339"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"-3.343"
"hsa04136"	"Autophagy - other"	"-3.483"
"hsa04142"	"Lysosome"	"-3.575"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"-3.595"
"hsa04915"	"Estrogen signaling pathway"	"-3.649"
"hsa05145"	"Toxoplasmosis"	"-3.695"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-3.747"
"hsa05020"	"Prion diseases"	"-3.762"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-3.798"
"hsa04010"	"MAPK signaling pathway"	"-3.833"
"hsa00591"	"Linoleic acid metabolism"	"-3.862"
"hsa00830"	"Retinol metabolism"	"-3.904"
"hsa04066"	"HIF-1 signaling pathway"	"-3.976"
"hsa03050"	"Proteasome"	"-3.995"
"hsa05110"	"Vibrio cholerae infection"	"-4.001"
"hsa04918"	"Thyroid hormone synthesis"	"-4.111"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"-4.25"
"hsa00040"	"Pentose and glucuronate interconversions"	"-4.315"
"hsa04152"	"AMPK signaling pathway"	"-4.367"
"hsa05200"	"Pathways in cancer"	"-4.483"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-4.503"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"-4.68"
"hsa04921"	"Oxytocin signaling pathway"	"-4.714"
"hsa05016"	"Huntington,s disease"	"-4.724"
"hsa05211"	"Renal cell carcinoma"	"-4.745"
"hsa05140"	"Leishmaniasis"	"-4.791"
"hsa04260"	"Cardiac muscle contraction"	"-4.835"
"hsa04625"	"C-type lectin receptor signaling pathway"	"-4.849"
"hsa04614"	"Renin-angiotensin system"	"-4.853"
"hsa04722"	"Neurotrophin signaling pathway"	"-4.854"
"hsa05204"	"Chemical carcinogenesis"	"-4.875"
"hsa04976"	"Bile secretion"	"-4.877"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-4.92"
"hsa04621"	"NOD-like receptor signaling pathway"	"-5.002"
"hsa04930"	"Type II diabetes mellitus"	"-5.017"
"hsa00562"	"Inositol phosphate metabolism"	"-5.029"
"hsa04520"	"Adherens junction"	"-5.05"
"hsa04659"	"Th17 cell differentiation"	"-5.053"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"-5.136"
"hsa04211"	"Longevity regulating pathway"	"-5.18"
"hsa04940"	"Type I diabetes mellitus"	"-5.258"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"-5.337"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"-5.382"
"hsa04720"	"Long-term potentiation"	"-5.392"
"hsa04920"	"Adipocytokine signaling pathway"	"-5.428"
"hsa04917"	"Prolactin signaling pathway"	"-5.437"
"hsa04630"	"Jak-STAT signaling pathway"	"-5.547"
"hsa05416"	"Viral myocarditis"	"-5.592"
"hsa05205"	"Proteoglycans in cancer"	"-5.69"
"hsa05033"	"Nicotine addiction"	"-5.715"
"hsa04973"	"Carbohydrate digestion and absorption"	"-5.763"
"hsa04927"	"Cortisol synthesis and secretion"	"-5.77"
"hsa04931"	"Insulin resistance"	"-5.957"
"hsa04270"	"Vascular smooth muscle contraction"	"-5.959"
"hsa04979"	"Cholesterol metabolism"	"-5.972"
"hsa04658"	"Th1 and Th2 cell differentiation"	"-5.979"
"hsa05133"	"Pertussis"	"-6.046"
"hsa05030"	"Cocaine addiction"	"-6.076"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-6.086"
"hsa04744"	"Phototransduction"	"-6.116"
"hsa05100"	"Bacterial invasion of epithelial cells"	"-6.172"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"-6.304"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"-6.374"
"hsa04913"	"Ovarian steroidogenesis"	"-6.442"
"hsa04912"	"GnRH signaling pathway"	"-6.443"
"hsa05323"	"Rheumatoid arthritis"	"-6.543"
"hsa05160"	"Hepatitis C"	"-6.641"
"hsa04070"	"Phosphatidylinositol signaling system"	"-6.648"
"hsa04130"	"SNARE interactions in vesicular transport"	"-6.788"
"hsa04668"	"TNF signaling pathway"	"-6.797"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"-6.811"
"hsa04151"	"PI3K-Akt signaling pathway"	"-6.817"
"hsa04721"	"Synaptic vesicle cycle"	"-6.852"
"hsa04144"	"Endocytosis"	"-6.865"
"hsa04670"	"Leukocyte transendothelial migration"	"-6.96"
"hsa04910"	"Insulin signaling pathway"	"-7.076"
"hsa04150"	"mTOR signaling pathway"	"-7.094"
"hsa04740"	"Olfactory transduction"	"-7.099"
"hsa04140"	"Autophagy - animal"	"-7.284"
"hsa04012"	"ErbB signaling pathway"	"-7.284"
"hsa05310"	"Asthma"	"-7.285"
"hsa04972"	"Pancreatic secretion"	"-7.289"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"-7.301"
"hsa04971"	"Gastric acid secretion"	"-7.384"
"hsa04672"	"Intestinal immune network for IgA production"	"-7.389"
"hsa04970"	"Salivary secretion"	"-7.419"
"hsa05332"	"Graft-versus-host disease"	"-7.451"
"hsa04640"	"Hematopoietic cell lineage"	"-7.477"
"hsa04380"	"Osteoclast differentiation"	"-7.478"
"hsa04925"	"Aldosterone synthesis and secretion"	"-7.482"
"hsa04510"	"Focal adhesion"	"-7.49"
"hsa05152"	"Tuberculosis"	"-7.677"
"hsa00140"	"Steroid hormone biosynthesis"	"-7.702"
"hsa04662"	"B cell receptor signaling pathway"	"-7.716"
"hsa04911"	"Insulin secretion"	"-7.718"
"hsa05330"	"Allograft rejection"	"-7.73"
"hsa05231"	"Choline metabolism in cancer"	"-7.792"
"hsa04620"	"Toll-like receptor signaling pathway"	"-7.983"
"hsa04370"	"VEGF signaling pathway"	"-8.03"
"hsa05146"	"Amoebiasis"	"-8.301"
"hsa04660"	"T cell receptor signaling pathway"	"-8.441"
"hsa04611"	"Platelet activation"	"-8.459"
"hsa04916"	"Melanogenesis"	"-8.502"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"-8.609"
"hsa04730"	"Long-term depression"	"-8.667"
"hsa05320"	"Autoimmune thyroid disease"	"-8.824"
"hsa04728"	"Dopaminergic synapse"	"-8.858"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"-9.082"
"hsa04664"	"Fc epsilon RI signaling pathway"	"-9.132"
"hsa04371"	"Apelin signaling pathway"	"-9.35"
"hsa00190"	"Oxidative phosphorylation"	"-9.415"
"hsa04924"	"Renin secretion"	"-9.419"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"-9.647"
"hsa04071"	"Sphingolipid signaling pathway"	"-9.719"
"hsa05012"	"Parkinson,s disease"	"-10.059"
"hsa04610"	"Complement and coagulation cascades"	"-10.199"
"hsa05150"	"Staphylococcus aureus infection"	"-10.228"
"hsa04714"	"Thermogenesis"	"-10.306"
"hsa04810"	"Regulation of actin cytoskeleton"	"-10.483"
"hsa04022"	"cGMP-PKG signaling pathway"	"-10.55"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"-10.905"
"hsa04926"	"Relaxin signaling pathway"	"-11.047"
"hsa04713"	"Circadian entrainment"	"-11.606"
"hsa04727"	"GABAergic synapse"	"-11.846"
"hsa05010"	"Alzheimer,s disease"	"-12.182"
"hsa05032"	"Morphine addiction"	"-12.204"
"hsa04024"	"cAMP signaling pathway"	"-12.799"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"-13.03"
"hsa04014"	"Ras signaling pathway"	"-13.075"
"hsa04726"	"Serotonergic synapse"	"-13.23"
"hsa04360"	"Axon guidance"	"-13.916"
"hsa04723"	"Retrograde endocannabinoid signaling"	"-14.306"
"hsa04725"	"Cholinergic synapse"	"-14.333"
"hsa04015"	"Rap1 signaling pathway"	"-14.736"
"hsa04724"	"Glutamatergic synapse"	"-15.156"
"hsa04072"	"Phospholipase D signaling pathway"	"-15.857"
"hsa04020"	"Calcium signaling pathway"	"-16.027"
"hsa04742"	"Taste transduction"	"-16.226"
"hsa04062"	"Chemokine signaling pathway"	"-16.354"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"-19.12"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-27.367"
