"Pathway"	"Z-score"
"beta-Alanine metabolism - Homo sapiens (human)"	"0.791"
"Riboflavin metabolism - Homo sapiens (human)"	"0.736"
"Prostate cancer - Homo sapiens (human)"	"0.619"
"Breast cancer - Homo sapiens (human)"	"0.44"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"0.399"
"Influenza A - Homo sapiens (human)"	"0.399"
"Other glycan degradation - Homo sapiens (human)"	"0.386"
"Ascorbate and aldarate metabolism - Homo sapiens (human)"	"0.38"
"Non-small cell lung cancer - Homo sapiens (human)"	"0.361"
"Nitrogen metabolism - Homo sapiens (human)"	"0.349"
"Vitamin B6 metabolism - Homo sapiens (human)"	"0.346"
"Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"	"0.253"
"TGF-beta signaling pathway - Homo sapiens (human)"	"0.248"
"Ribosome biogenesis in eukaryotes - Homo sapiens (human)"	"0.237"
"Fatty acid degradation - Homo sapiens (human)"	"0.22"
"Hippo signaling pathway - multiple species - Homo sapiens (human)"	"0.131"
"Protein processing in endoplasmic reticulum - Homo sapiens (human)"	"0.068"
"Arginine and proline metabolism - Homo sapiens (human)"	"0.024"
"One carbon pool by folate - Homo sapiens (human)"	"0.019"
"Human papillomavirus infection - Homo sapiens (human)"	"-0.022"
"Thiamine metabolism - Homo sapiens (human)"	"-0.05"
"Fatty acid biosynthesis - Homo sapiens (human)"	"-0.067"
"Apoptosis - multiple species - Homo sapiens (human)"	"-0.103"
"Glycolysis / Gluconeogenesis - Homo sapiens (human)"	"-0.168"
"D-Arginine and D-ornithine metabolism - Homo sapiens (human)"	"-0.19"
"Longevity regulating pathway - multiple species - Homo sapiens (human)"	"-0.207"
"Ferroptosis - Homo sapiens (human)"	"-0.26"
"Tryptophan metabolism - Homo sapiens (human)"	"-0.285"
"Galactose metabolism - Homo sapiens (human)"	"-0.301"
"Other types of O-glycan biosynthesis - Homo sapiens (human)"	"-0.317"
"Basal cell carcinoma - Homo sapiens (human)"	"-0.348"
"Wnt signaling pathway - Homo sapiens (human)"	"-0.348"
"PPAR signaling pathway - Homo sapiens (human)"	"-0.358"
"alpha-Linolenic acid metabolism - Homo sapiens (human)"	"-0.363"
"Biotin metabolism - Homo sapiens (human)"	"-0.464"
"Glycerolipid metabolism - Homo sapiens (human)"	"-0.485"
"Cushing,s syndrome - Homo sapiens (human)"	"-0.492"
"Sulfur relay system - Homo sapiens (human)"	"-0.535"
"D-Glutamine and D-glutamate metabolism - Homo sapiens (human)"	"-0.576"
"Starch and sucrose metabolism - Homo sapiens (human)"	"-0.692"
"Cytosolic DNA-sensing pathway - Homo sapiens (human)"	"-0.751"
"Glutathione metabolism - Homo sapiens (human)"	"-0.772"
"Glioma - Homo sapiens (human)"	"-0.817"
