"Pathway"	"Z-score"
"D-Glutamine and D-glutamate metabolism"	"-0.096"
"Caffeine metabolism"	"-0.099"
"Phosphonate and phosphinate metabolism"	"-0.104"
"Vitamin B6 metabolism"	"-0.106"
"Sulfur relay system"	"-0.118"
"Sulfur metabolism"	"-0.128"
"Synthesis and degradation of ketone bodies"	"-0.129"
"Riboflavin metabolism"	"-0.131"
"Taurine and hypotaurine metabolism"	"-0.14"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.144"
"Non-homologous end-joining"	"-0.158"
"Fatty acid biosynthesis"	"-0.159"
"Thiamine metabolism"	"-0.161"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.165"
"Primary bile acid biosynthesis"	"-0.165"
"Selenocompound metabolism"	"-0.172"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.173"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.175"
"Nitrogen metabolism"	"-0.175"
"Phenylalanine metabolism"	"-0.18"
"Ascorbate and aldarate metabolism"	"-0.182"
"Other glycan degradation"	"-0.184"
"Steroid biosynthesis"	"-0.185"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.186"
"Arginine biosynthesis"	"-0.191"
"Glycosaminoglycan degradation"	"-0.191"
"Pantothenate and CoA biosynthesis"	"-0.191"
"Mannose type O-glycan biosynthesis"	"-0.197"
"One carbon pool by folate"	"-0.199"
"Renin-angiotensin system"	"-0.199"
"Terpenoid backbone biosynthesis"	"-0.202"
"Mismatch repair"	"-0.204"
"Other types of O-glycan biosynthesis"	"-0.205"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.206"
"Proximal tubule bicarbonate reclamation"	"-0.206"
"Protein export"	"-0.208"
"Biosynthesis of unsaturated fatty acids"	"-0.212"
"Pentose and glucuronate interconversions"	"-0.212"
"alpha-Linolenic acid metabolism"	"-0.213"
"Histidine metabolism"	"-0.213"
"Vitamin digestion and absorption"	"-0.214"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.218"
"Glyoxylate and dicarboxylate metabolism"	"-0.219"
"Fatty acid elongation"	"-0.221"
"Butanoate metabolism"	"-0.224"
"Folate biosynthesis"	"-0.224"
"Phototransduction"	"-0.228"
"Citrate cycle (TCA cycle)"	"-0.229"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.229"
"Linoleic acid metabolism"	"-0.229"
"Collecting duct acid secretion"	"-0.23"
"Maturity onset diabetes of the young"	"-0.231"
"Galactose metabolism"	"-0.232"
"Hippo signaling pathway - multiple species"	"-0.232"
"Mucin type O-glycan biosynthesis"	"-0.233"
"Circadian rhythm"	"-0.234"
"Nicotinate and nicotinamide metabolism"	"-0.24"
"Porphyrin and chlorophyll metabolism"	"-0.24"
"RNA polymerase"	"-0.244"
"Starch and sucrose metabolism"	"-0.245"
"Primary immunodeficiency"	"-0.247"
"Apoptosis - multiple species"	"-0.248"
"Autophagy - other"	"-0.249"
"Pentose phosphate pathway"	"-0.249"
"Base excision repair"	"-0.25"
"Propanoate metabolism"	"-0.25"
"beta-Alanine metabolism"	"-0.251"
"SNARE interactions in vesicular transport"	"-0.251"
"African trypanosomiasis"	"-0.252"
"Alanine, aspartate and glutamate metabolism"	"-0.256"
"Prion diseases"	"-0.256"
"DNA replication"	"-0.257"
"Fructose and mannose metabolism"	"-0.26"
"Homologous recombination"	"-0.26"
"Thyroid cancer"	"-0.261"
"Aldosterone-regulated sodium reabsorption"	"-0.264"
"Tyrosine metabolism"	"-0.264"
"Allograft rejection"	"-0.266"
"Tryptophan metabolism"	"-0.267"
"Ferroptosis"	"-0.27"
"Nicotine addiction"	"-0.27"
"Basal transcription factors"	"-0.271"
"Glycine, serine and threonine metabolism"	"-0.273"
"Fat digestion and absorption"	"-0.275"
"Pyruvate metabolism"	"-0.275"
"Graft-versus-host disease"	"-0.279"
"Carbohydrate digestion and absorption"	"-0.283"
"Proteasome"	"-0.285"
"Cysteine and methionine metabolism"	"-0.286"
"Nucleotide excision repair"	"-0.287"
"Vasopressin-regulated water reabsorption"	"-0.287"
"Type I diabetes mellitus"	"-0.288"
"Type II diabetes mellitus"	"-0.288"
"ABC transporters"	"-0.29"
"Aminoacyl-tRNA biosynthesis"	"-0.29"
"Ether lipid metabolism"	"-0.292"
"Steroid hormone biosynthesis"	"-0.294"
"Fatty acid degradation"	"-0.295"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.299"
"Sphingolipid metabolism"	"-0.301"
"Amino sugar and nucleotide sugar metabolism"	"-0.302"
"N-Glycan biosynthesis"	"-0.302"
"Valine, leucine and isoleucine degradation"	"-0.302"
"Intestinal immune network for IgA production"	"-0.303"
"Malaria"	"-0.303"
"Cocaine addiction"	"-0.304"
"Arginine and proline metabolism"	"-0.305"
"Amyotrophic lateral sclerosis (ALS)"	"-0.306"
"Ovarian steroidogenesis"	"-0.306"
"Retinol metabolism"	"-0.311"
"Autoimmune thyroid disease"	"-0.314"
"Fanconi anemia pathway"	"-0.314"
"Mineral absorption"	"-0.314"
"Staphylococcus aureus infection"	"-0.314"
"Vibrio cholerae infection"	"-0.314"
"Glutathione metabolism"	"-0.318"
"Pathogenic Escherichia coli infection"	"-0.318"
"Regulation of lipolysis in adipocytes"	"-0.321"
"Legionellosis"	"-0.322"
"Endometrial cancer"	"-0.331"
"Drug metabolism - cytochrome P450"	"-0.333"
"Long-term depression"	"-0.334"
"Lysine degradation"	"-0.336"
"Shigellosis"	"-0.337"
"Arachidonic acid metabolism"	"-0.339"
"Longevity regulating pathway - multiple species"	"-0.342"
"Mitophagy - animal"	"-0.344"
"Renin secretion"	"-0.345"
"Viral myocarditis"	"-0.346"
"Acute myeloid leukemia"	"-0.347"
"Cytosolic DNA-sensing pathway"	"-0.347"
"Metabolism of xenobiotics by cytochrome P450"	"-0.347"
"Epithelial cell signaling in Helicobacter pylori infection"	"-0.348"
"Basal cell carcinoma"	"-0.349"
"Cortisol synthesis and secretion"	"-0.349"
"Synaptic vesicle cycle"	"-0.35"
"Amphetamine addiction"	"-0.351"
"Inflammatory bowel disease (IBD)"	"-0.351"
"Non-small cell lung cancer"	"-0.352"
"RIG-I-like receptor signaling pathway"	"-0.357"
"Long-term potentiation"	"-0.36"
"Adipocytokine signaling pathway"	"-0.361"
"Drug metabolism - other enzymes"	"-0.361"
"Glycolysis / Gluconeogenesis"	"-0.361"
"Bile secretion"	"-0.363"
"Chemical carcinogenesis"	"-0.366"
"Chronic myeloid leukemia"	"-0.37"
"Thyroid hormone synthesis"	"-0.371"
"Inositol phosphate metabolism"	"-0.372"
"Antigen processing and presentation"	"-0.375"
"Leishmaniasis"	"-0.375"
"Gastric acid secretion"	"-0.379"
"Ribosome biogenesis in eukaryotes"	"-0.382"
"Peroxisome"	"-0.386"
"RNA degradation"	"-0.39"
"Cardiac muscle contraction"	"-0.393"
"TGF-beta signaling pathway"	"-0.398"
"Insulin secretion"	"-0.4"
"Salmonella infection"	"-0.4"
"Colorectal cancer"	"-0.402"
"Taste transduction"	"-0.405"
"mRNA surveillance pathway"	"-0.407"
"GABAergic synapse"	"-0.408"
"Longevity regulating pathway"	"-0.408"
"GnRH signaling pathway"	"-0.409"
"Glycerophospholipid metabolism"	"-0.417"
"Inflammatory mediator regulation of TRP channels"	"-0.417"
"Morphine addiction"	"-0.419"
"NF-kappa B signaling pathway"	"-0.419"
"Progesterone-mediated oocyte maturation"	"-0.421"
"Phosphatidylinositol signaling system"	"-0.422"
"Salivary secretion"	"-0.422"
"Circadian entrainment"	"-0.425"
"Insulin resistance"	"-0.425"
"Aldosterone synthesis and secretion"	"-0.428"
"Hematopoietic cell lineage"	"-0.429"
"C-type lectin receptor signaling pathway"	"-0.43"
"Pancreatic secretion"	"-0.43"
"Pyrimidine metabolism"	"-0.435"
"Chagas disease (American trypanosomiasis)"	"-0.437"
"Glucagon signaling pathway"	"-0.439"
"Melanogenesis"	"-0.444"
"Th17 cell differentiation"	"-0.446"
"Toxoplasmosis"	"-0.455"
"Glutamatergic synapse"	"-0.458"
"Cholinergic synapse"	"-0.46"
"Neurotrophin signaling pathway"	"-0.462"
"Sphingolipid signaling pathway"	"-0.463"
"AMPK signaling pathway"	"-0.472"
"Oocyte meiosis"	"-0.475"
"Vascular smooth muscle contraction"	"-0.476"
"Osteoclast differentiation"	"-0.479"
"Lysosome"	"-0.485"
"Ribosome"	"-0.487"
"Spliceosome"	"-0.487"
"Dopaminergic synapse"	"-0.489"
"Hepatitis C"	"-0.49"
"Systemic lupus erythematosus"	"-0.494"
"Autophagy - animal"	"-0.497"
"Ubiquitin mediated proteolysis"	"-0.498"
"Oxidative phosphorylation"	"-0.5"
"Estrogen signaling pathway"	"-0.503"
"Apoptosis"	"-0.506"
"Insulin signaling pathway"	"-0.507"
"Hepatitis B"	"-0.518"
"Parkinson's disease"	"-0.524"
"Adrenergic signaling in cardiomyocytes"	"-0.525"
"mTOR signaling pathway"	"-0.531"
"Non-alcoholic fatty liver disease (NAFLD)"	"-0.533"
"Retrograde endocannabinoid signaling"	"-0.534"
"Gastric cancer"	"-0.541"
"Oxytocin signaling pathway"	"-0.542"
"Cushing's syndrome"	"-0.551"
"Necroptosis"	"-0.554"
"NOD-like receptor signaling pathway"	"-0.557"
"RNA transport"	"-0.557"
"Protein processing in endoplasmic reticulum"	"-0.56"
"Hepatocellular carcinoma"	"-0.565"
"Influenza A"	"-0.566"
"Tight junction"	"-0.567"
"Purine metabolism"	"-0.573"
"Tuberculosis"	"-0.58"
"Alcoholism"	"-0.588"
"Herpes simplex infection"	"-0.59"
"Calcium signaling pathway"	"-0.598"
"Huntington's disease"	"-0.599"
"Epstein-Barr virus infection"	"-0.604"
"Endocytosis"	"-0.67"
"Neuroactive ligand-receptor interaction"	"-0.716"
"Olfactory transduction"	"-0.889"
